ref_Region;internalID;Label;Tipo;Cardinalidad;Rango;ref_Label;ref_START;START_ex;ref_END;END_ex;Nota;Fuente;Orden;Superior;Principal;Domain;rowID
GUA;Correo_2000131;Estafeta de correo de Sonsonate;Estafeta de correo;Estafeta;4;Sonsonate;1111;;9999;;;AGI_Correos;;Guatemala;Guatemala;Correo;657
GUA;Correo_2000152;Estafeta de correo de Zacapa;Estafeta de correo;Estafeta;4;Zacapa;1111;;9999;;;AGI_Correos;;Guatemala;Guatemala;Correo;658
GUA;Correo_2000153;Estafeta de correo de Chiquimula;Estafeta de correo;Estafeta;4;Chiquimula;1111;;9999;;;AGI_Correos;;Guatemala;Guatemala;Correo;659
GUA;Correo_2000164;Estafeta de correo de Totonicapan;Estafeta de correo;Estafeta;4;Totonicapan;1111;;9999;;;AGI_Correos;;Guatemala;Guatemala;Correo;660
GUA;Correo_2000173;Estafeta de correo de Quetzaltenango;Estafeta de correo;Estafeta;4;Quetzaltenango;1111;;9999;;;AGI_Correos;;Guatemala;Guatemala;Correo;661
GUA;Correo_2000222;Estafeta de correo de Santa Ana;Estafeta de correo;Estafeta;4;Santa Ana;1111;;9999;;;AGI_Correos;;Guatemala;Guatemala;Correo;662
GUA;Correo_2000229;Estafeta de correo de Coxutepeque;Estafeta de correo;Estafeta;4;Coxutepeque;1111;;9999;;;AGI_Correos;;Guatemala;Guatemala;Correo;663
GUA;Correo_2000235;Estafeta de correo de San Vicente;Estafeta de correo;Estafeta;4;San Vicente;1111;;9999;;;AGI_Correos;;Guatemala;Guatemala;Correo;664
GUA;Correo_2000237;Estafeta de correo de Zacatecoluca;Estafeta de correo;Estafeta;4;Zacatecoluca;1111;;9999;;;AGI_Correos;;Guatemala;Guatemala;Correo;665
GUA;Correo_2000241;Estafeta de correo de San Miguel;Estafeta de correo;Estafeta;4;San Miguel;1111;;9999;;;AGI_Correos;;Guatemala;Guatemala;Correo;666
GUA;Correo_2000247;Estafeta de correo de Olanchito;Estafeta de correo;Estafeta;4;Olanchito;1111;;9999;;;AGI_Correos;;Guatemala;Guatemala;Correo;667
GUA;Correo_2000259;Estafeta de correo de San Fernando de Omoa;Estafeta de correo;Estafeta;4;San Fernando de Omoa;1111;;9999;;;AGI_Correos;;Guatemala;Guatemala;Correo;668
GUA;Correo_2000264;Estafeta de correo de Tegucigalpa;Estafeta de correo;Estafeta;4;Tegucigalpa;1111;;9999;;;AGI_Correos;;Guatemala;Guatemala;Correo;669
GUA;Correo_2000623;Estafeta de correo de Metapan;Estafeta de correo;Estafeta;4;Metapan;1111;;9999;;;AGI_Correos;;Guatemala;Guatemala;Correo;670
GUA;Correo_2000628;Estafeta de correo de Managua;Estafeta de correo;Estafeta;4;Managua;1111;;9999;;;AGI_Correos;;Guatemala;Guatemala;Correo;671
GUA;Correo_2000672;Estafeta de correo de El Realejo;Estafeta de correo;Estafeta;4;El Realejo;1111;;9999;;;AGI_Correos;;Guatemala;Guatemala;Correo;672
GUA;Correo_2000678;Estafeta de correo de Masaya;Estafeta de correo;Estafeta;4;Masaya;1111;;9999;;;AGI_Correos;;Guatemala;Guatemala;Correo;673
GUA;Correo_2000680;Estafeta de correo de Granada;Estafeta de correo;Estafeta;4;Granada;1111;;9999;;;AGI_Correos;;Guatemala;Guatemala;Correo;674
GUA;Correo_2000682;Estafeta de correo de Nicaragua;Estafeta de correo;Estafeta;4;Nicaragua;1111;;9999;;;AGI_Correos;;Guatemala;Guatemala;Correo;675
GUA;Correo_2000684;Estafeta de correo de Villanueva de San Jose;Estafeta de correo;Estafeta;4;Villanueva de San Jose;1111;;9999;;;AGI_Correos;;Guatemala;Guatemala;Correo;676
GUA;Correo_2000732;Estafeta de correo de San Felipe del Golfo;Estafeta de correo;Estafeta;4;San Felipe del Golfo;1111;;9999;;;AGI_Correos;;Guatemala;Guatemala;Correo;677
SDO;Correo_3000001;Administración principal de correo de Santo Domingo;Administración principal de correo;Principal;1;Santo Domingo;1111;;9999;;;AGI_Correos;;;;Correo;678
SDO;Correo_3000002;Estafeta de correo de Puerto Principe;Estafeta de correo;Estafeta;4;Puerto Principe;1111;not_after;9999;not_after;;AGI_Correos;;La Habana;La Habana;Correo;679
SDO;Correo_3000003;Administración principal de correo de Puerto Rico;Administración principal de correo;Principal;1;Puerto Rico;1111;;9999;;;AGI_Correos;;;;Correo;680
SDO;Correo_3000004;Administración principal de correo de La Habana;Administración principal de correo;Principal;1;La Habana;1111;;9999;;;AGI_Correos;;;;Correo;681
SDO;Correo_3000005;Estafeta de correo de Santiago de Cuba;Estafeta de correo;Estafeta;4;Santiago de Cuba;1111;not_after;9999;not_after;;AGI_Correos;;La Habana;La Habana;Correo;682
SDO;Correo_3000006;Estafeta de correo de Panzacola;Estafeta de correo;Estafeta;4;Panzacola;1111;exact;9999;exact;;AGI_Correos;;La Habana;La Habana;Correo;683
SDO;Correo_3000007;Estafeta de correo de San Agustin de la Florida;Estafeta de correo;Estafeta;4;San Agustin de la Florida;1111;;9999;;;AGI_Correos;;La Habana;La Habana;Correo;684
SDO;Correo_3000008;Estafeta de correo de Concepcion de la Vega;Estafeta de correo;Estafeta;4;Concepcion de la Vega;1111;exact;9999;exact;;AGI_Correos;;Santo Domingo;Santo Domingo;Correo;685
SDO;Correo_3000010;Estafeta de correo de Trinidad;Estafeta de correo;Estafeta;4;Trinidad;1111;not_after;9999;not_after;;AGI_Correos;;La Habana;La Habana;Correo;686
SDO;Correo_3000011;Estafeta de correo de Matanzas;Estafeta de correo;Estafeta;4;Matanzas;1111;not_after;9999;not_after;;AGI_Correos;;La Habana;La Habana;Correo;687
SDO;Correo_3000012;Estafeta de correo de Baracoa;Estafeta de correo;Estafeta;4;Baracoa;1111;exact;9999;exact;;AGI_Correos;;La Habana;La Habana;Correo;688
SDO;Correo_3000013;Estafeta de correo de Bayamo;Estafeta de correo;Estafeta;4;Bayamo;1111;not_after;9999;not_after;;AGI_Correos;;La Habana;La Habana;Correo;689
SDO;Correo_3000015;Estafeta de correo de Guanabacoa;Estafeta de correo;Estafeta;4;Guanabacoa;1111;not_after;9999;not_after;;AGI_Correos;;La Habana;La Habana;Correo;690
SDO;Correo_3000016;Estafeta de correo de Holguin;Estafeta de correo;Estafeta;4;Holguin;1111;exact;9999;exact;;AGI_Correos;;La Habana;La Habana;Correo;691
SDO;Correo_3000017;Estafeta de correo de Sancti Spiritus;Estafeta de correo;Estafeta;4;Sancti Spiritus;1111;not_after;9999;not_after;;AGI_Correos;;La Habana;La Habana;Correo;692
SDO;Correo_3000018;Estafeta de correo de San Juan de los Remedios;Estafeta de correo;Estafeta;4;San Juan de los Remedios;1111;not_after;9999;not_after;;AGI_Correos;;La Habana;La Habana;Correo;693
SDO;Correo_3000019;Estafeta de correo de Santa Clara;Estafeta de correo;Estafeta;4;Santa Clara;1111;not_after;9999;not_after;;AGI_Correos;;La Habana;La Habana;Correo;694
SDO;Correo_3000021;Estafeta de correo de Jaruco;Estafeta de correo;Estafeta;4;Jaruco;1111;;9999;;;AGI_Correos;;La Habana;La Habana;Correo;695
SDO;Correo_3000022;Estafeta de correo de Santa Maria del Rosario;Estafeta de correo;Estafeta;4;Santa Maria del Rosario;1111;;9999;;;AGI_Correos;;La Habana;La Habana;Correo;696
SDO;Correo_3000023;Estafeta de correo de Nueva Orleans;Estafeta de correo;Estafeta;4;Nueva Orleans;1111;exact;9999;exact;;AGI_Correos;;La Habana;La Habana;Correo;697
SDO;Correo_3000125;Estafeta de correo de Mobila;Estafeta de correo;Estafeta;4;Mobila;1111;;9999;;;AGI_Correos;;La Habana;La Habana;Correo;698
SDO;Correo_3000174;Estafeta de correo de Puerto de Plata;Estafeta de correo;Estafeta;4;Puerto de Plata;1111;exact;9999;exact;;AGI_Correos;;Santo Domingo;Santo Domingo;Correo;699
SDO;Correo_3000175;Estafeta de correo de Montecristi;Estafeta de correo;Estafeta;4;Montecristi;1111;exact;9999;exact;;AGI_Correos;;Santo Domingo;Santo Domingo;Correo;700
SDO;Correo_3000177;Estafeta de correo de San Juan;Estafeta de correo;Estafeta;4;San Juan;1111;exact;9999;exact;;AGI_Correos;;Santo Domingo;Santo Domingo;Correo;701
SDO;Correo_3000178;Estafeta de correo de Neiba;Estafeta de correo;Estafeta;4;Neiba;1111;exact;9999;exact;;AGI_Correos;;Santo Domingo;Santo Domingo;Correo;702
SDO;Correo_3000182;Estafeta de correo de San Rafael de Rozas;Estafeta de correo;Estafeta;4;San Rafael de Rozas;1111;exact;9999;exact;;AGI_Correos;;Santo Domingo;Santo Domingo;Correo;703
SDO;Correo_3000183;Estafeta de correo de Dajabon;Estafeta de correo;Estafeta;4;Dajabon;1111;exact;9999;exact;;AGI_Correos;;Santo Domingo;Santo Domingo;Correo;704
SDO;Correo_3000224;Estafeta de correo de Cotui;Estafeta de correo;Estafeta;4;Cotui;1111;exact;9999;exact;;AGI_Correos;;Santo Domingo;Santo Domingo;Correo;705
SDO;Correo_3000225;Estafeta de correo de Banica;Estafeta de correo;Estafeta;4;Banica;1111;exact;9999;exact;;AGI_Correos;;Santo Domingo;Santo Domingo;Correo;706
SDO;Correo_3000226;Estafeta de correo de Azua;Estafeta de correo;Estafeta;4;Azua;1111;exact;9999;exact;;AGI_Correos;;Santo Domingo;Santo Domingo;Correo;707
SDO;Correo_3000233;Estafeta de correo de Santiago de los Caballeros;Estafeta de correo;Estafeta;4;Santiago de los Caballeros;1111;exact;9999;exact;;AGI_Correos;;Santo Domingo;Santo Domingo;Correo;708
SDO;Correo_3000246;Estafeta de correo de San Antonio de las Vegas;Estafeta de correo;Estafeta;4;San Antonio de las Vegas;1111;;9999;;;AGI_Correos;;La Habana;La Habana;Correo;709
SDO;Correo_3000321;Estafeta de correo de Hincha;Estafeta de correo;Estafeta;4;Hincha;1111;exact;9999;exact;;AGI_Correos;;Santo Domingo;Santo Domingo;Correo;710
SDO;Correo_3000322;Estafeta de correo de Bani;Estafeta de correo;Estafeta;4;Bani;1111;exact;9999;exact;;AGI_Correos;;Santo Domingo;Santo Domingo;Correo;711
VEN;Correo_4000001;Administración principal de correo de Caracas;Administración principal de correo;Principal;1;Caracas;1111;;9999;;;AGI_Correos;;;;Correo;712
VEN;Correo_4000002;Estafeta de correo de Coro;Estafeta de correo;Estafeta;4;Coro;1111;;9999;;;AGI_Correos;;Caracas;Caracas;Correo;713
VEN;Correo_4000003;Estafeta de correo de El Tocuyo;Estafeta de correo;Estafeta;4;El Tocuyo;1111;exact;9999;exact;;AGI_Correos;;Caracas;Caracas;Correo;714
VEN;Correo_4000004;Estafeta de correo de isla Trinidad;Estafeta de correo;Estafeta;4;isla Trinidad;1111;;9999;;;AGI_Correos;;Caracas;Caracas;Correo;715
VEN;Correo_4000004;Estafeta de correo de isla Trinidad;Estafeta de correo;Estafeta;4;isla Trinidad;1111;;9999;;;AGI_Correos;;Puerto Rico;Puerto Rico;Correo;716
VEN;Correo_4000004;Estafeta de correo de isla Trinidad;Estafeta de correo;Estafeta;4;isla Trinidad;1111;;9999;;;AGI_Correos;;Puerto Rico;Puerto Rico;Correo;717
VEN;Correo_4000005;Administración de correo de Cumana;Administración de correo;Subprincipal;2;Cumana;1111;;9999;;;AGI_Correos;;Caracas;Caracas;Correo;718
VEN;Correo_4000005;Administración de correo de Cumana;Administración de correo;Subprincipal;2;Cumana;1111;;9999;;;AGI_Correos;;Caracas;Caracas;Correo;719
VEN;Correo_4000005;Administración de correo de Cumana;Administración de correo;Subprincipal;2;Cumana;1111;;9999;;;AGI_Correos;;;;Correo;720
VEN;Correo_4000006;Estafeta de correo de isla Margarita;Estafeta de correo;Estafeta;4;isla Margarita;1111;;9999;;;AGI_Correos;;Caracas;Caracas;Correo;721
VEN;Correo_4000006;Estafeta de correo de isla Margarita;Estafeta de correo;Estafeta;4;isla Margarita;1111;;9999;;;AGI_Correos;;Caracas;Caracas;Correo;722
VEN;Correo_4000006;Estafeta de correo de isla Margarita;Estafeta de correo;Estafeta;4;isla Margarita;1111;;9999;;;AGI_Correos;;;;Correo;723
VEN;Correo_4000007;Estafeta de correo de Maracaibo;Estafeta de correo;Estafeta;4;Maracaibo;1111;;9999;;;AGI_Correos;;Caracas;Caracas;Correo;724
VEN;Correo_4000007;Estafeta de correo de Maracaibo;Estafeta de correo;Estafeta;4;Maracaibo;1111;not_before;9999;not_before;"1797 en Caracas- 1793 descrito como  ""de Caracas"" . Hay nota en AGN-Colombia de 1779, que en lo futuro Maracaibo kdependiera de Caracas. CORREOS-VEN:SC.18,1,D.15";AGI_Correos;;Caracas;Caracas;Correo;725
VEN;Correo_4000007;Estafeta de correo de Maracaibo;Estafeta de correo;Estafeta;4;Maracaibo;1111;;9999;;;AGI_Correos;;Santa Fe;Santa Fe;Correo;726
VEN;Correo_4000008;Estafeta de correo de Barinas;Estafeta de correo;Estafeta;4;Barinas;1111;;9999;;;AGI_Correos;;Maracaibo;Santa Fe;Correo;727
VEN;Correo_4000008;Estafeta de correo de Barinas;Estafeta de correo;Estafeta;4;Barinas;1111;;9999;;;AGI_Correos;;Maracaibo;Caracas;Correo;728
VEN;Correo_4000009;Estafeta de correo de Guayana;Estafeta de correo;Estafeta;4;Guayana;1111;exact;9999;exact;;AGI_Correos;;Caracas;Caracas;Correo;729
VEN;Correo_4000010;Estafeta de correo de La Guaira;Estafeta de correo;Estafeta;4;La Guaira;1111;;9999;;;AGI_Correos;;Caracas;Caracas;Correo;730
VEN;Correo_4000011;Estafeta de correo de Merida;Estafeta de correo;Estafeta;4;Merida;1111;;9999;;;AGI_Correos;;Maracaibo;Santa Fe;Correo;731
VEN;Correo_4000011;Estafeta de correo de Merida;Estafeta de correo;Estafeta;4;Merida;1111;not_after;9999;not_after;;AGI_Correos;;Maracaibo;Caracas;Correo;732
VEN;Correo_4000013;Estafeta de correo de Araure;Estafeta de correo;Estafeta;4;Araure;1111;;9999;;;AGI_Correos;;Caracas;Caracas;Correo;733
VEN;Correo_4000014;Estafeta de correo de Barquisimeto;Estafeta de correo;Estafeta;4;Barquisimeto;1111;;9999;;;AGI_Correos;;Caracas;Caracas;Correo;734
VEN;Correo_4000016;Estafeta de correo de Carora;Estafeta de correo;Estafeta;4;Carora;1111;exact;9999;exact;;AGI_Correos;;Caracas;Caracas;Correo;735
VEN;Correo_4000018;Estafeta de correo de Guanare;Estafeta de correo;Estafeta;4;Guanare;1111;;9999;;;AGI_Correos;;Caracas;Caracas;Correo;736
VEN;Correo_4000020;Estafeta de correo de San Carlos;Estafeta de correo;Estafeta;4;San Carlos;1111;;9999;;;AGI_Correos;;Caracas;Caracas;Correo;737
VEN;Correo_4000021;Estafeta de correo de San Felipe;Estafeta de correo;Estafeta;4;San Felipe;1111;;9999;;;AGI_Correos;;Caracas;Caracas;Correo;738
VEN;Correo_4000024;Estafeta de correo de Valencia;Estafeta de correo;Estafeta;4;Valencia;1111;;9999;;;AGI_Correos;;Caracas;Caracas;Correo;739
VEN;Correo_4000051;Estafeta de correo de Maracay;Estafeta de correo;Estafeta;4;Maracay;1111;;9999;;;AGI_Correos;;Caracas;Caracas;Correo;740
VEN;Correo_4000053;Estafeta de correo de Turmero;Estafeta de correo;Estafeta;4;Turmero;1111;;9999;;;AGI_Correos;;Caracas;Caracas;Correo;741
VEN;Correo_4000056;Estafeta de correo de La Victoria;Estafeta de correo;Estafeta;4;La Victoria;1111;;9999;;;AGI_Correos;;Caracas;Caracas;Correo;742
VEN;Correo_4000107;Estafeta de correo de Puerto Cabello;Estafeta de correo;Estafeta;4;Puerto Cabello;1111;;9999;;;AGI_Correos;;Caracas;Caracas;Correo;743
VEN;Correo_4000330;Estafeta de correo de Barcelona;Estafeta de correo;Estafeta;4;Barcelona;1111;;9999;;;AGI_Correos;;Caracas;Caracas;Correo;744
VEN;Correo_4000460;Estafeta de correo de San Cristobal;Estafeta de correo;Estafeta;4;San Cristobal;1111;;9999;;;AGI_Correos;;Maracaibo;Santa Fe;Correo;745
VEN;Correo_4000460;Estafeta de correo de San Cristobal;Estafeta de correo;Estafeta;4;San Cristobal;1111;not_after;9999;not_after;;AGI_Correos;;Maracaibo;Caracas;Correo;746
VEN;Correo_4000461;Estafeta de correo de La Grita;Estafeta de correo;Estafeta;4;La Grita;1111;not_after;9999;not_after;;AGI_Correos;;Maracaibo;Santa Fe;Correo;747
VEN;Correo_4000461;Estafeta de correo de La Grita;Estafeta de correo;Estafeta;4;La Grita;1111;not_after;9999;not_after;;AGI_Correos;;Maracaibo;Caracas;Correo;748
VEN;Correo_4000463;Estafeta de correo de Trujillo;Estafeta de correo;Estafeta;4;Trujillo;1111;;9999;;;AGI_Correos;;Maracaibo;Caracas;Correo;749
VEN;Correo_4000469;Estafeta de correo de Bailadores;Estafeta de correo;Estafeta;4;Bailadores;1111;;9999;;;AGI_Correos;;Maracaibo;Caracas;Correo;750
VEN;Correo_4000624;Estafeta de correo de San Antonio;Estafeta de correo;Estafeta;4;San Antonio;1111;;9999;;;AGI_Correos;;Maracaibo;Caracas;Correo;751
VEN;Correo_4000659;Estafeta de correo de Escuque;Estafeta de correo;Estafeta;4;Escuque;1111;;9999;;;AGI_Correos;;Maracaibo;Caracas;Correo;752
NGR;Correo_5000001;Administración de correo de Santa Fe;Administración de correo;Subprincipal;2;Santa Fe;1111;;9999;;;AGI_Correos;;Cartagena;Cartagena;Correo;753
NGR;Correo_5000001;Administración principal de correo de Santa Fe;Administración principal de correo;Principal;1;Santa Fe;1111;;9999;;;AGI_Correos;;;;Correo;754
NGR;Correo_5000002;Estafeta de correo de Panama;Estafeta de correo;Estafeta principal;3;Panama;1111;;9999;;;AGI_Correos;;Cartagena;Cartagena;Correo;755
NGR;Correo_5000003;Estafeta de correo de Antioquia;Estafeta de correo;Estafeta;4;Antioquia;1111;;9999;;;AGI_Correos;;Medellin;Santa Fe;Correo;756
NGR;Correo_5000004;Administración principal de correo de Cartagena;Administración principal de correo;Principal;1;Cartagena;1111;;9999;;;AGI_Correos;;;;Correo;757
NGR;Correo_5000005;Estafeta de correo de Portobelo;Estafeta de correo;Estafeta;4;Portobelo;1111;exact;9999;exact;;AGI_Correos;;Panama;Cartagena;Correo;758
NGR;Correo_5000006;Estafeta de correo de Quibdo;Estafeta de correo;Estafeta;4;Quibdo;1111;;9999;;;AGI_Correos;;Cartago;Santa Fe;Correo;759
NGR;Correo_5000007;Estafeta de correo de Santiago;Estafeta de correo;Estafeta;4;Santiago;1111;;9999;;;AGI_Correos;;Pore;Santa Fe;Correo;760
NGR;Correo_5000008;Estafeta de correo de Pore;Estafeta de correo;Estafeta principal;3;Pore;1111;;9999;;;AGI_Correos;;Santa Fe;Santa Fe;Correo;761
NGR;Correo_5000009;Estafeta de correo de Mariquita;Estafeta de correo;Estafeta;4;Mariquita;1111;;9999;;;AGI_Correos;;Santa Fe;Santa Fe;Correo;762
NGR;Correo_5000010;Estafeta de correo de Neiva;Estafeta de correo;Estafeta;4;Neiva;1111;;9999;not_after;;AGI_Correos;;Santa Fe;Santa Fe;Correo;763
NGR;Correo_5000010;Estafeta de correo de Neiva;Estafeta de correo;Estafeta principal;3;Neiva;1111;not_after;9999;not_after;;AGI_Correos;;Santa Fe;Santa Fe;Correo;764
NGR;Correo_5000011;Estafeta de correo de Santa Marta;Estafeta de correo;Estafeta principal;3;Santa Marta;1111;;9999;;;AGI_Correos;;Cartagena;Cartagena;Correo;765
NGR;Correo_5000012;Estafeta de correo de Riohacha;Estafeta de correo;Estafeta;4;Riohacha;1111;exact;9999;exact;;AGI_Correos;;Santa Marta;Cartagena;Correo;766
NGR;Correo_5000013;Estafeta de correo de Veraguas;Estafeta de correo;Estafeta;4;Veraguas;1111;exact;9999;exact;;AGI_Correos;;Panama;Cartagena;Correo;767
NGR;Correo_5000014;Estafeta de correo de Tunja;Estafeta de correo;Estafeta principal;3;Tunja;1111;;9999;;;AGI_Correos;;Santa Fe;Santa Fe;Correo;768
NGR;Correo_5000015;Estafeta de correo de Socorro;Estafeta de correo;Estafeta principal;3;Socorro;1111;;9999;;;AGI_Correos;;Santa Fe;Santa Fe;Correo;769
NGR;Correo_5000016;Estafeta de correo de Pamplona;Estafeta de correo;Estafeta;4;Pamplona;1111;;9999;;;AGI_Correos;;Rosario Cucuta;Santa Fe;Correo;770
NGR;Correo_5000017;Estafeta de correo de San Martín;Estafeta de correo;Estafeta;4;San Martín;1111;not_after;9999;not_after;;AGI_Correos;;Caqueza;Santa Fe;Correo;771
NGR;Correo_5000019;Estafeta de correo de Medellin;Estafeta de correo;Estafeta principal;3;Medellin;1111;;9999;;;AGI_Correos;;Santa Fe;Santa Fe;Correo;772
NGR;Correo_5000020;Estafeta de correo de Remedios;Estafeta de correo;Estafeta;4;Remedios;1111;;9999;;;AGI_Correos;;Medellin;Santa Fe;Correo;773
NGR;Correo_5000021;Estafeta de correo de Rionegro;Estafeta de correo;Estafeta;4;Rionegro;1111;;9999;;;AGI_Correos;;Medellin;Santa Fe;Correo;774
NGR;Correo_5000022;Estafeta de correo de Marinilla;Estafeta de correo;Estafeta;4;Marinilla;1111;;9999;;;AGI_Correos;;Medellin;Santa Fe;Correo;775
NGR;Correo_5000023;Estafeta de correo de Zaragoza;Estafeta de correo;Estafeta;4;Zaragoza;1111;not_after;9999;not_after;;AGI_Correos;;Antioquia;Santa Fe;Correo;776
NGR;Correo_5000024;Estafeta de correo de Mompox;Estafeta de correo;Estafeta principal;3;Mompox;1111;;9999;;;AGI_Correos;;Cartagena;Cartagena;Correo;777
NGR;Correo_5000025;Estafeta de correo de Simiti;Estafeta de correo;Estafeta;4;Simiti;1111;exact;9999;exact;;AGI_Correos;;Mompox;Cartagena;Correo;778
NGR;Correo_5000027;Estafeta de correo de Chire;Estafeta de correo;Estafeta;4;Chire;1111;;9999;;;AGI_Correos;;Pore;Santa Fe;Correo;779
NGR;Correo_5000029;Administración de correo de Honda;Administración de correo;Subprincipal;2;Honda;1111;;9999;;;AGI_Correos;;Santa Fe;Santa Fe;Correo;780
NGR;Correo_5000030;Estafeta de correo de Ibague;Estafeta de correo;Estafeta;4;Ibague;1111;;9999;;;AGI_Correos;;Cartago;Santa Fe;Correo;781
NGR;Correo_5000032;Estafeta de correo de La Plata;Estafeta de correo;Estafeta;4;La Plata;1111;;9999;;Según Pando ya 1774;AGI_Correos;;Popayan;Lima;Correo;782
NGR;Correo_5000032;Estafeta de correo de La Plata;Estafeta de correo;Estafeta;4;La Plata;1111;;9999;;;AGI_Correos;;Popayan;Santa Fe;Correo;783
NGR;Correo_5000033;Estafeta de correo de Purificación;Estafeta de correo;Estafeta;4;Purificación;1111;;9999;;;AGI_Correos;;Santa Fe;Santa Fe;Correo;784
NGR;Correo_5000035;Estafeta de correo de San Jose Cucuta;Estafeta de correo;Estafeta;4;San Jose Cucuta;1111;;9999;;;AGI_Correos;;Rosario Cucuta;Santa Fe;Correo;785
NGR;Correo_5000036;Estafeta de correo de Giron;Estafeta de correo;Estafeta;4;Giron;1111;;9999;;;AGI_Correos;;Socorro;Santa Fe;Correo;786
NGR;Correo_5000037;Estafeta de correo de Salazar;Estafeta de correo;Estafeta;4;Salazar;1111;;9999;;;AGI_Correos;;Rosario Cucuta;Santa Fe;Correo;787
NGR;Correo_5000037;Estafeta de correo de Salazar;Estafeta de correo;Estafeta;4;Salazar;1111;;9999;;;AGI_Correos;;Rosario Cucuta;Santa Fe;Correo;788
NGR;Correo_5000038;Estafeta de correo de Nata;Estafeta de correo;Estafeta;4;Nata;1111;exact;9999;exact;;AGI_Correos;;Panama;Cartagena;Correo;789
NGR;Correo_5000039;Estafeta de correo de Ocaña;Estafeta de correo;Estafeta;4;Ocaña;1111;exact;9999;exact;;AGI_Correos;;Mompox;Cartagena;Correo;790
NGR;Correo_5000041;Estafeta de correo de Valledupar;Estafeta de correo;Estafeta;4;Valledupar;1111;exact;9999;exact;;AGI_Correos;;Santa Marta;Cartagena;Correo;791
NGR;Correo_5000042;Estafeta de correo de San Gil;Estafeta de correo;Estafeta;4;San Gil;1111;;9999;;;AGI_Correos;;Socorro;Santa Fe;Correo;792
NGR;Correo_5000044;Estafeta de correo de Leyva;Estafeta de correo;Estafeta;4;Leyva;1111;;9999;;;AGI_Correos;;Tunja;Santa Fe;Correo;793
NGR;Correo_5000047;Estafeta de correo de Barranquilla;Estafeta de correo;Estafeta;4;Barranquilla;1111;exact;9999;exact;;AGI_Correos;;Cartagena;Cartagena;Correo;794
NGR;Correo_5000056;Estafeta de correo de Novita;Estafeta de correo;Estafeta;4;Novita;1111;;9999;;;AGI_Correos;;Cartago;Santa Fe;Correo;795
NGR;Correo_5000057;Estafeta de correo de Servita;Estafeta de correo;Estafeta;4;Servita;1111;;9999;;;AGI_Correos;;Socorro;Santa Fe;Correo;796
NGR;Correo_5000059;Estafeta de correo de Caqueza;Estafeta de correo;Estafeta principal;3;Caqueza;1111;not_after;9999;not_after;;AGI_Correos;;Pore;Santa Fe;Correo;797
NGR;Correo_5000060;Estafeta de correo de Choconta;Estafeta de correo;Estafeta;4;Choconta;1111;;9999;;;AGI_Correos;;Santa Fe;Santa Fe;Correo;798
NGR;Correo_5000061;Estafeta de correo de Guaduas;Estafeta de correo;Estafeta;4;Guaduas;1111;;9999;;;AGI_Correos;;Honda;Santa Fe;Correo;799
NGR;Correo_5000062;Estafeta de correo de Ubate;Estafeta de correo;Estafeta;4;Ubate;1111;;9999;not_after;;AGI_Correos;;Santa Fe;Santa Fe;Correo;800
NGR;Correo_5000062;Estafeta de correo de Ubate;Estafeta de correo;Estafeta;4;Ubate;1111;not_after;9999;not_after;;AGI_Correos;;Zipaquira;Santa Fe;Correo;801
NGR;Correo_5000063;Estafeta de correo de Zipaquira;Estafeta de correo;Estafeta;4;Zipaquira;1111;;9999;not_after;;AGI_Correos;;Santa Fe;Santa Fe;Correo;802
NGR;Correo_5000063;Estafeta de correo de Zipaquira;Estafeta de correo;Estafeta principal;3;Zipaquira;1111;not_after;9999;not_after;;AGI_Correos;;Santa Fe;Santa Fe;Correo;803
NGR;Correo_5000065;Estafeta de correo de Tenerife;Estafeta de correo;Estafeta;4;Tenerife;1111;exact;9999;exact;;AGI_Correos;;Cartagena;Cartagena;Correo;804
NGR;Correo_5000066;Estafeta de correo de Velez;Estafeta de correo;Estafeta;4;Velez;1111;;9999;;;AGI_Correos;;Socorro;Santa Fe;Correo;805
NGR;Correo_5000071;Estafeta de correo de Sogamoso;Estafeta de correo;Estafeta;4;Sogamoso;1111;;9999;;;AGI_Correos;;Tunja;Santa Fe;Correo;806
NGR;Correo_5000086;Estafeta de correo de Santa Rosa de los Osos;Estafeta de correo;Estafeta;4;Santa Rosa de los Osos;1111;;9999;;;AGI_Correos;;Medellin;Santa Fe;Correo;807
NGR;Correo_5000094;Estafeta de correo de San Bartolome;Estafeta de correo;Estafeta;4;San Bartolome;1111;;9999;;;AGI_Correos;;Honda;Santa Fe;Correo;808
NGR;Correo_5000095;Estafeta de correo de Cancan;Estafeta de correo;Estafeta;4;Cancan;1111;;9999;;;AGI_Correos;;Medellin;Santa Fe;Correo;809
NGR;Correo_5000096;Estafeta de correo de Yolombo;Estafeta de correo;Estafeta;4;Yolombo;1111;;9999;;;AGI_Correos;;Medellin;Santa Fe;Correo;810
NGR;Correo_5000104;Estafeta de correo de Barranca;Estafeta de correo;Estafeta;4;Barranca;1111;exact;9999;exact;;AGI_Correos;;Cartagena;Cartagena;Correo;811
NGR;Correo_5000107;Estafeta de correo de Soledad;Estafeta de correo;Estafeta;4;Soledad;1111;exact;9999;exact;;AGI_Correos;;Cartagena;Cartagena;Correo;812
NGR;Correo_5000157;Estafeta de correo de Sabanagrande;Estafeta de correo;Estafeta;4;Sabanagrande;1111;exact;9999;exact;;AGI_Correos;;Cartagena;Cartagena;Correo;813
