ref_Region;internalID;Label;Tipo;Cardinalidad;Rango;ref_Label;ref_START;START_ex;ref_END;END_ex;Nota;Fuente;Orden;Superior;Principal;Domain;rowID
PER;Puerto_6001392;Puerto de Paita;Registro y Armada del Mar del Sur;Consular;3;Paita;1111;;9999;;En realidad un puerto no incorporado en el sistema, pero puerto de desembarque de pasajeros antes de continuar a El Callao.;Interpolación;;;;Puerto;1262
NGR;Puerto_5000002;Puerto de Panamá;Registro y Armada del Mar del Sur;Consular;1;Panamá;1111;;9999;;;Interpolación;;;;Puerto;1263
PER;Puerto_6000003;Puerto de Trujillo;Registro y Armada del Mar del Sur;Consular;2;Trujillo;1111;;9999;;;Interpolación;;;;Puerto;1264
CHL;Puerto_7000003;Puerto de Valparaíso;Registro y Armada del Mar del Sur;Consular;2;Valparaíso;1111;;9999;;;Interpolación;;;;Puerto;1265
SDO;Puerto_3000001;Puerto de Santo Domingo;Registro y Flota de Barlovento;Consular;2;Santo Domingo;1111;;9999;;;Interpolación;;;;Puerto;1266
NES;Puerto_1000226;Puerto de Campeche;Registro y Flota de Barlovento;Consular;2;Campeche;1111;;9999;;;Interpolación;;;;Puerto;1267
SDO;Puerto_3000004;Puerto de La Habana;Registro y Flota de Barlovento;Consular;1;La Habana;1111;;9999;;;Interpolación;;;;Puerto;1268
SDO;Puerto_3000003;Puerto de San Juan de Puerto Rico;Registro y Flota de Barlovento;Consular;2;San Juan de Puerto Rico;1111;;9999;;;Interpolación;;;;Puerto;1269
SDO;Puerto_3000005;Puerto de Santiago de Cuba;Registro y Flota de Barlovento;Consular;2;Santiago de Cuba;1111;;9999;;;Interpolación;;;;Puerto;1270
GUA;Puerto_2000732;Puerto de Santo Tomás de Castilla;Registro y Flota de Barlovento;Consular;2;Santo Tomás de Castilla;1111;;9999;;;Interpolación;;;;Puerto;1271
GUA;Puerto_2000009;Puerto de Trujillo;Registro y Flota de Barlovento;Consular;2;Trujillo;1111;;9999;;;Interpolación;;;;Puerto;1272
NES;Puerto_1000021;Puerto de Veracruz;Registro y Flota de Barlovento;Consular;1;Veracruz;1111;;9999;;;Interpolación;;;;Puerto;1273
NES;Puerto_1000226;Puerto de Campeche;Registro y Flota de Barlovento;Consular;2;Campeche;1111;;9999;;;Interpolación;;;;Puerto;1274
SDO;Puerto_3000003;Puerto de San Juan de Puerto Rico;Registro y Flota de Barlovento;Consular;2;San Juan de Puerto Rico;1111;;9999;;;Interpolación;;;;Puerto;1275
SDO;Puerto_3000005;Puerto de Santiago de Cuba;Registro y Flota de Barlovento;Consular;2;Santiago de Cuba;1111;;9999;;;Interpolación;;;;Puerto;1276
SDO;Puerto_3000001;Puerto de Santo Domingo;Registro y Flota de Barlovento;Consular;2;Santo Domingo;1111;;9999;;;Interpolación;;;;Puerto;1277
GUA;Puerto_2000732;Puerto de Santo Tomás de Castilla;Registro y Flota de Barlovento;Consular;2;Santo Tomás de Castilla;1111;;9999;;;Interpolación;;;;Puerto;1278
GUA;Puerto_2000009;Puerto de Trujillo;Registro y Flota de Barlovento;Consular;2;Trujillo;1111;;9999;;;Interpolación;;;;Puerto;1279
SDO;Puerto_3000004;Puerto de La Habana;"Registro y Flota de Barlovento; Tornaviaje";Consular;1;La Habana;1111;;9999;;;Interpolación;;;;Puerto;1280
NGR;Puerto_5000004;Puerto de Cartagena de Indias;Registro y Galeones de Tierrafirme;Consular;1;Cartagena de Indias;1111;;9999;;;Interpolación;;;;Puerto;1281
VEN;Puerto_4000005;Puerto de Cumaná;Registro y Galeones de Tierrafirme;Consular;2;Cumaná;1111;;9999;;;Interpolación;;;;Puerto;1282
VEN;Puerto_4000004;Puerto de isla de Trinidad;Registro y Galeones de Tierrafirme;Consular;2;isla de Trinidad;1111;;9999;;;Interpolación;;;;Puerto;1283
VEN;Puerto_4000393;Puerto de isla Margarita;Registro y Galeones de Tierrafirme;Consular;2;isla Margarita;1111;;9999;;;Interpolación;;;;Puerto;1284
VEN;Puerto_4000010;Puerto de La Guaira;Registro y Galeones de Tierrafirme;Consular;2;La Guaira;1111;;9999;;;Interpolación;;;;Puerto;1285
VEN;Puerto_4000007;Puerto de Maracaibo;Registro y Galeones de Tierrafirme;Consular;2;Maracaibo;1111;;9999;;;Interpolación;;;;Puerto;1286
NGR;Puerto_5000005;Puerto de Portobelo;Registro y Galeones de Tierrafirme;Consular;1;Portobelo;1111;;9999;;;Interpolación;;;;Puerto;1287
NGR;Puerto_5000012;Puerto de Riohacha;Registro y Galeones de Tierrafirme;Consular;2;Riohacha;1111;;9999;;;Interpolación;;;;Puerto;1288
NGR;Puerto_5000011;Puerto de Santa Marta;Registro y Galeones de Tierrafirme;Consular;2;Santa Marta;1111;;9999;;;Interpolación;;;;Puerto;1289
NGR;Puerto_5000004;Puerto de Cartagena de Indias;Registro y Galeones de Tierrafirme;Consular;1;Cartagena de Indias;1111;;9999;;;Interpolación;;;;Puerto;1290
VEN;Puerto_4000004;Puerto de isla de Trinidad;Registro y Galeones de Tierrafirme;Consular;2;isla de Trinidad;1111;;9999;;;Interpolación;;;;Puerto;1291
VEN;Puerto_4000393;Puerto de isla Margarita;Registro y Galeones de Tierrafirme;Consular;2;isla Margarita;1111;;9999;;;Interpolación;;;;Puerto;1292
VEN;Puerto_4000007;Puerto de Maracaibo;Registro y Galeones de Tierrafirme;Consular;2;Maracaibo;1111;;9999;;;Interpolación;;;;Puerto;1293
NGR;Puerto_5000005;Puerto de Portobelo;Registro y Galeones de Tierrafirme;Consular;1;Portobelo;1111;;9999;;;Interpolación;;;;Puerto;1294
NGR;Puerto_5000012;Puerto de Riohacha;Registro y Galeones de Tierrafirme;Consular;2;Riohacha;1111;;9999;;;Interpolación;;;;Puerto;1295
NGR;Puerto_5000011;Puerto de Santa Marta;Registro y Galeones de Tierrafirme;Consular;2;Santa Marta;1111;;9999;;;Interpolación;;;;Puerto;1296
RPL;Puerto_9000001;Puerto de Buenos Aires;Registros;Consular;1;Buenos Aires;1111;;9999;;;Interpolación;;;;Puerto;1297
CHL;Puerto_7000002;Puerto de Concepción;Registros;Consular;2;Concepción;1111;;9999;;;Interpolación;;;;Puerto;1298
RPL;Puerto_9000024;Puerto de Montevideo;Registros;Consular;2;Montevideo;1111;;9999;;;Interpolación;;;;Puerto;1299
PER;Puerto_6000021;Puerto de Arica;Registros;Consular;2;Arica;1111;;9999;;;Interpolación;;;;Puerto;1300
SDO;Puerto_3000001;Puerto de Santo Domingo;Registros;Consular;2;Santo Domingo;1111;;9999;;;Interpolación;;;;Puerto;1301
NES;Puerto_1000226;Puerto de Campeche;Registros;Consular;2;Campeche;1111;;9999;;;Interpolación;;;;Puerto;1302
NGR;Puerto_5000004;Puerto de Cartagena de Indias;Registros;Consular;1;Cartagena de Indias;1111;;9999;;;Interpolación;;;;Puerto;1303
VEN;Puerto_4000005;Puerto de Cumaná;Registros;Consular;2;Cumaná;1111;;9999;;;Interpolación;;;;Puerto;1304
PER;Puerto_6000008;Puerto de El Callao;Registros;Consular;1;El Callao;1111;;9999;;;Interpolación;;;;Puerto;1305
QUI;Puerto_5600003;Puerto de Guayaquil;Registros;Consular;2;Guayaquil;1111;;9999;;;Interpolación;;;;Puerto;1306
VEN;Puerto_4000004;Puerto de isla de Trinidad;Registros;Consular;2;isla de Trinidad;1111;;9999;;;Interpolación;;;;Puerto;1307
VEN;Puerto_4000393;Puerto de isla Margarita;Registros;Consular;2;isla Margarita;1111;;9999;;;Interpolación;;;;Puerto;1308
VEN;Puerto_4000010;Puerto de La Guaira;Registros;Consular;2;La Guaira;1111;;9999;;;Interpolación;;;;Puerto;1309
SDO;Puerto_3000004;Puerto de La Habana;Registros;Consular;1;La Habana;1111;;9999;;;Interpolación;;;;Puerto;1310
VEN;Puerto_4000007;Puerto de Maracaibo;Registros;Consular;2;Maracaibo;1111;;9999;;;Interpolación;;;;Puerto;1311
PER;Puerto_6001392;Puerto de Paita;Registros;Consular;2;Paita;1111;;9999;;;Interpolación;;;;Puerto;1312
NGR;Puerto_5000002;Puerto de Panamá;Registros;Consular;1;Panamá;1111;;9999;;;Interpolación;;;;Puerto;1313
NGR;Puerto_5000005;Puerto de Portobelo;Registros;Consular;1;Portobelo;1111;;9999;;;Interpolación;;;;Puerto;1314
VEN;Puerto_4000107;Puerto de Puerto Cabello;Registros;Consular;2;Puerto Cabello;1111;;9999;;;Interpolación;;;;Puerto;1315
NGR;Puerto_5000012;Puerto de Riohacha;Registros;Consular;2;Riohacha;1111;;9999;;;Interpolación;;;;Puerto;1316
SDO;Puerto_3000003;Puerto de San Juan de Puerto Rico;Registros;Consular;2;San Juan de Puerto Rico;1111;;9999;;;Interpolación;;;;Puerto;1317
NGR;Puerto_5000011;Puerto de Santa Marta;Registros;Consular;2;Santa Marta;1111;;9999;;;Interpolación;;;;Puerto;1318
SDO;Puerto_3000005;Puerto de Santiago de Cuba;Registros;Consular;2;Santiago de Cuba;1111;;9999;;;Interpolación;;;;Puerto;1319
GUA;Puerto_2000732;Puerto de Santo Tomás de Castilla;Registros;Consular;2;Santo Tomás de Castilla;1111;;9999;;;Interpolación;;;;Puerto;1320
GUA;Puerto_2000009;Puerto de Trujillo;Registros;Consular;2;Trujillo;1111;;9999;;;Interpolación;;;;Puerto;1321
CHL;Puerto_7000003;Puerto de Valparaíso;Registros;Consular;2;Valparaíso;1111;;9999;;;Interpolación;;;;Puerto;1322
NES;Puerto_1000021;Puerto de Veracruz;Registros;Consular;1;Veracruz;1111;;9999;;;Interpolación;;;;Puerto;1323
VEN;Puerto_4000005;Puerto de Cumaná;Registros;Consular;2;Cumaná;1111;;9999;;;Interpolación;;;;Puerto;1324
NES;Puerto_1000021;Puerto de Veracruz;Registros;Consular;1;Veracruz;1111;;9999;;;Interpolación;;;;Puerto;1325
GDJ;Puerto_1000059;Puerto de San Blas;Nao de china;Consular;2;San Blas;1111;;9999;;;Interpolación;;;;Puerto;1326
SDO;Puerto_3000257;Puerto de Manzanillo;Puerto menor;Comercio libre;2;Manzanillo (Bayamo);1111;;9999;;;Ramón de la Sagra, Historia economico-politica y estadistica de la isla de Cuba (La Habana 1831), p. 182.;;;;Puerto;1327
;Puerto_9999999;Puerto de Goleto;Puerto menor;Comercio libre;2;Goleto (Sancti Spiritus);1111;;9999;;;Ramón de la Sagra, Historia economico-politica y estadistica de la isla de Cuba (La Habana 1831), p. 182.;;;;Puerto;1328
SDO;Puerto_3000012;Puerto de Baracoa;Puerto menor;Comercio libre;2;Baracoa;1111;;9999;;;Ramón de la Sagra, Historia economico-politica y estadistica de la isla de Cuba (La Habana 1831), p. 182.;;;;Puerto;1329
GDJ;Puerto_9901009;Puerto de San Bernardo;Puerto menor;Comercio libre;2;San Bernardo;1111;;9999;;;Almanak mercantil ó Guía de comerciantes para el ano 1808 (madrid s.d.), p. 255.;;;;Puerto;1330
GUA;Puerto_2000533;Puerto de Matina;Puerto menor;Comercio libre;2;Matina;1111;;9999;;;Marie Laure Rieu-Millán, Los diputados americanos en las Cortes de Cádiz: igualdad o independencia (Madrid 1990), p. 191.;;;;Puerto;1331
;Puerto_9999999;Puerto de Puntarenas;Puerto menor;Comercio libre;2;Puntarenas;1111;;9999;;;Marie Laure Rieu-Millán, Los diputados americanos en las Cortes de Cádiz: igualdad o independencia (Madrid 1990), p. 191.;;;;Puerto;1332
GUA;Puerto_2000021;Puerto de Tonalá;Puerto menor;Comercio libre;3;Tonalá;1111;;9999;;Para el comercio con Nueva España y Perú.;Marie Laure Rieu-Millán, Los diputados americanos en las Cortes de Cádiz: igualdad o independencia (Madrid 1990), p. 191.;;;;Puerto;1333
GUA;Puerto_2000018;Puerto de Tapachula;Puerto menor;Comercio libre;4;Tapachula;1111;;9999;;Para el comercio con Nueva España y Perú.;Marie Laure Rieu-Millán, Los diputados americanos en las Cortes de Cádiz: igualdad o independencia (Madrid 1990), p. 191.;;;;Puerto;1334
GDJ;Puerto_1005448;Puerto de Guaymas;Puerto menor;Comercio libre;5;Guaymas;1111;;9999;;;Marie Laure Rieu-Millán, Los diputados americanos en las Cortes de Cádiz: igualdad o independencia (Madrid 1990), p. 191.;;;;Puerto;1335
NES;Imprentas_Mexico;Hasta seis imprentas;Hasta seis imprentas;;1;México;1111;;9999;;Su número aumentaría a seis durante la Colonia.;José Torre Revello, El libro, la imprenta y el periodismo en América durante la dominación española (México 1991, original Buenos Aires 1940), p. 138ff.;;;;Imprentas;1336
PER;Imprentas_Lima;Hasta seis imprentas;Hasta seis imprentas;;1;Lima;1111;;9999;;Su número aumentaría a seis durante la Colonia.;José Torre Revello, El libro, la imprenta y el periodismo en América durante la dominación española (México 1991, original Buenos Aires 1940), p. 138ff.;;;;Imprentas;1337
NES;Imprentas_Puebla;Hasta tres imprentas;Hasta tres imprentas;;1;Puebla;1111;;9999;;Su número aumentaría a tres durante la Colonia.;José Torre Revello, El libro, la imprenta y el periodismo en América durante la dominación española (México 1991, original Buenos Aires 1940), p. 138ff.;;;;Imprentas;1338
GUA;Imprenta_Guatemala;Imprenta de Guatemala;Imprenta;;2;Guatemala;1111;;9999;;;José Torre Revello, El libro, la imprenta y el periodismo en América durante la dominación española (México 1991, original Buenos Aires 1940), p. 138ff.;;;;Imprentas;1339
GUA;Imprenta_Guatemala;Imprenta de Guatemala;Imprenta;;2;Guatemala;1111;;9999;;;José Torre Revello, El libro, la imprenta y el periodismo en América durante la dominación española (México 1991, original Buenos Aires 1940), p. 138ff.;;;;Imprentas;1340
RPL;Imprenta_Misiones;Imprenta de Misiones;Imprenta;;2;Misiones;1111;;9999;;En realidad, la imprenta se trasladó varias veces entre los pueblos de Loreto, Santa María la Mayor y San Francisco Javier.;José Torre Revello, El libro, la imprenta y el periodismo en América durante la dominación española (México 1991, original Buenos Aires 1940), p. 138ff.;;;;Imprentas;1341
SDO;Imprenta_La Habana;Imprenta circunstancial de La Habana;Imprenta circunstancial;;3;La Habana;1111;;9999;;Circunstancial;José Torre Revello, El libro, la imprenta y el periodismo en América durante la dominación española (México 1991, original Buenos Aires 1940), p. 138ff.;;;;Imprentas;1342
SDO;Imprenta_La Habana;Imprenta de La Habana;Imprenta;;2;La Habana;1111;;9999;;;José Torre Revello, El libro, la imprenta y el periodismo en América durante la dominación española (México 1991, original Buenos Aires 1940), p. 138ff.;;;;Imprentas;1343
NES;Imprenta_Oaxaca;Imprenta de Oaxaca;Imprenta;;2;Oaxaca;1111;;9999;;;José Torre Revello, El libro, la imprenta y el periodismo en América durante la dominación española (México 1991, original Buenos Aires 1940), p. 138ff.;;;;Imprentas;1344
NGR;Imprenta_Santa Fe;Imprenta de Santa Fe;Imprenta;;2;Santa Fe;1111;;9999;;;José Torre Revello, El libro, la imprenta y el periodismo en América durante la dominación española (México 1991, original Buenos Aires 1940), p. 138ff.;;;;Imprentas;1345
NGR;Imprenta_Santa Fe;Imprenta circunstancial de Santa Fe;Imprenta circunstancial;;3;Santa Fe;1111;;9999;;Circunstancial;Gabriel Giraldo Jaramillo, El libro y la imprenta en la cultura colombiana: http://www.banrepcultural.org/blaavirtual/todaslasartes/incu/incu0a.htm .;;;;Imprentas;1346
NGR;Imprenta_Santa Fe;Imprenta de Santa Fe;Imprenta;;2;Santa Fe;1111;;9999;;;José Torre Revello, El libro, la imprenta y el periodismo en América durante la dominación española (México 1991, original Buenos Aires 1940), p. 138ff.;;;;Imprentas;1347
QUI;Imprenta_Ambato;Imprenta de Ambato;Imprenta;;2;Ambato;1111;;9999;;;José Torre Revello, El libro, la imprenta y el periodismo en América durante la dominación española (México 1991, original Buenos Aires 1940), p. 138ff.;;;;Imprentas;1348
QUI;Imprenta_Riobamba;Imprenta de Riobamba;Imprenta;;2;Riobamba;1111;;9999;;;José Torre Revello, El libro, la imprenta y el periodismo en América durante la dominación española (México 1991, original Buenos Aires 1940), p. 138ff.;;;;Imprentas;1349
QUI;Imprenta_Quito;Imprenta de Quito;Imprenta;;2;Quito;1111;;9999;;;José Torre Revello, El libro, la imprenta y el periodismo en América durante la dominación española (México 1991, original Buenos Aires 1940), p. 138ff.;;;;Imprentas;1350
VEN;Imprenta_Nueva Valencia;Imprenta circunstancial de Nueva Valencia;Imprenta circunstancial;;3;Nueva Valencia;1111;;9999;;Circunstancial;José Torre Revello, El libro, la imprenta y el periodismo en América durante la dominación española (México 1991, original Buenos Aires 1940), p. 138ff.;;;;Imprentas;1351
RPL;Imprenta_Córdoba;Imprenta de Córdoba;Imprenta;;2;Córdoba;1111;;9999;;;José Torre Revello, El libro, la imprenta y el periodismo en América durante la dominación española (México 1991, original Buenos Aires 1940), p. 138ff.;;;;Imprentas;1352
NGR;Imprenta_Cartagena;Imprenta circunstancial de Cartagena;Imprenta circunstancial;;3;Cartagena;1111;;9999;;Circunstancial;José Torre Revello, El libro, la imprenta y el periodismo en América durante la dominación española (México 1991, original Buenos Aires 1940), p. 138ff.;;;;Imprentas;1353
NGR;Imprenta_Cartagena;Imprenta de Cartagena;Imprenta;;2;Cartagena;1111;;9999;;;Gabriel Giraldo Jaramillo, El libro y la imprenta en la cultura colombiana: http://www.banrepcultural.org/blaavirtual/todaslasartes/incu/incu0a.htm .;;;;Imprentas;1354
SDO;Imprenta_Nueva Orleans;Imprenta circunstancial de Nueva Orleans;Imprenta circunstancial;;3;Nueva Orleans;1111;;9999;;Circunstancial;José Torre Revello, El libro, la imprenta y el periodismo en América durante la dominación española (México 1991, original Buenos Aires 1940), p. 138ff.;;;;Imprentas;1355
CHL;Imprenta_Santiago;Imprenta circunstancial de Santiago de Chile;Imprenta circunstancial;;3;Santiago de Chile;1111;;9999;;Solo a partir de 1789 con más constancia.;José Torre Revello, El libro, la imprenta y el periodismo en América durante la dominación española (México 1991, original Buenos Aires 1940), p. 138ff.;;;;Imprentas;1356
RPL;Imprenta_Buenos Aires;Imprenta de Buenos Aires;Imprenta;;2;Buenos Aires;1111;;9999;;;José Torre Revello, El libro, la imprenta y el periodismo en América durante la dominación española (México 1991, original Buenos Aires 1940), p. 138ff.;;;;Imprentas;1357
SDO;Imprenta_Santo Domingo;Imprenta de Santo Domingo;Imprenta;;2;Santo Domingo;1111;;9999;;;José Torre Revello, El libro, la imprenta y el periodismo en América durante la dominación española (México 1991, original Buenos Aires 1940), p. 138ff.;;;;Imprentas;1358
VEN;Imprenta_Puerto España;Imprenta circunstancial de Puerto España;Imprenta circunstancial;;3;Puerto España;1111;;9999;;Circunstancial;José Torre Revello, El libro, la imprenta y el periodismo en América durante la dominación española (México 1991, original Buenos Aires 1940), p. 138ff.;;;;Imprentas;1359
SDO;Imprenta_Santiago de Cuba;Imprenta de Santiago de Cuba;Imprenta;;2;Santiago de Cuba;1111;;9999;;;José Torre Revello, El libro, la imprenta y el periodismo en América durante la dominación española (México 1991, original Buenos Aires 1940), p. 138ff.;;;;Imprentas;1360
GDJ;Imprenta_Guadalajara;Imprenta de Mariano Valdés;Imprenta;;2;Guadalajara;1111;;9999;;;José Torre Revello, El libro, la imprenta y el periodismo en América durante la dominación española (México 1991, original Buenos Aires 1940), p. 138ff.;;;;Imprentas;1361
NES;Imprenta_Veracruz;Imprenta de Veracruz;Imprenta;;2;Veracruz;1111;;9999;;;José Torre Revello, El libro, la imprenta y el periodismo en América durante la dominación española (México 1991, original Buenos Aires 1940), p. 138ff.;;;;Imprentas;1362
RPL;Imprenta_Montevideo;Imprenta de Montevideo;Imprenta;;2;Montevideo;1111;;9999;;;José Torre Revello, El libro, la imprenta y el periodismo en América durante la dominación española (México 1991, original Buenos Aires 1940), p. 138ff.;;;;Imprentas;1363
VEN;Imprenta_Caracas;Imprenta de Caracas;Imprenta;;2;Caracas;1111;;9999;;;José Torre Revello, El libro, la imprenta y el periodismo en América durante la dominación española (México 1991, original Buenos Aires 1940), p. 138ff.;;;;Imprentas;1364
SDO;Imprenta_Puerto Rico;Imprenta de Puerto Rico;Imprenta;;2;Puerto Rico;1111;;9999;;;José Torre Revello, El libro, la imprenta y el periodismo en América durante la dominación española (México 1991, original Buenos Aires 1940), p. 138ff.;;;;Imprentas;1365
QUI;Imprenta_Guayaquil;Imprenta de Guayaquil;Imprenta;;2;Guayaquil;1111;;9999;;;José Torre Revello, El libro, la imprenta y el periodismo en América durante la dominación española (México 1991, original Buenos Aires 1940), p. 138ff.;;;;Imprentas;1366
RPL;Imprenta_Montevideo;Imprenta de Montevideo;Imprenta;;2;Montevideo;1111;;9999;;;José Torre Revello, El libro, la imprenta y el periodismo en América durante la dominación española (México 1991, original Buenos Aires 1940), p. 138ff.;;;;Imprentas;1367
CHL;Imprenta_Santiago;Imprenta de Santiago de Chile;Imprenta circunstancial;;2;Santiago de Chile;1111;;9999;;Solo a partir de 1789 con más constancia.;José Torre Revello, El libro, la imprenta y el periodismo en América durante la dominación española (México 1991, original Buenos Aires 1940), p. 138ff.;;;;Imprentas;1368
SDO;SocPat03;Sociedad Económica de Amigos del País de Santiago de Cuba;Sociedad patriótica;Sociedad patriótica;1;Cuba;1111;;9999;;;https://es.wikipedia.org/wiki/Sociedades_econ%C3%B3micas_de_amigos_del_pa%C3%Ads;;;;Sociedades patrióticas;1369
PER;SocPat04;Sociedad Académica de Amantes del País de Lima;Sociedad patriótica;Sociedad patriótica;1;Lima;1111;;9999;;;https://es.wikipedia.org/wiki/Sociedades_econ%C3%B3micas_de_amigos_del_pa%C3%Ads;;;;Sociedades patrióticas;1370
SDO;SocPat06;Sociedad Económica de los Amigos del País de La Habana;Sociedad patriótica;Sociedad patriótica;1;La Habana;1111;;9999;;;https://es.wikipedia.org/wiki/Sociedades_econ%C3%B3micas_de_amigos_del_pa%C3%Ads;;;;Sociedades patrióticas;1371
