OficialID;nombre_id;NOM_entero;Nacimiento_y;Fallecimiento_y;N_date_t;F_date_t;Nombres;particulo;Apellidos;titulo_de_nobleza;religious_order;PlaceOfBirth_Settlement;PlaceOfBirth_GZ_ID;PlaceOfBirth_Province;PlaceOfBirth_Country;Nacimiento_num;PlaceOfDeath_Settlement;PlaceOfDeath_GZ_ID;Fallecimiento_Province;PlaceOfDeath_Country;Fallecimiento_num;Fuente;Nota;flag;status;cargo_primero;cargo_ultimo;NOM_entero_STANDARD;Nombres_standard;Apellidos_standard;Apellidos_min;RANGE_S;RANGE_E;dbe;no_foreignkey;nowiki;tocayos;Nombres_alternative;Apellidos_alternative;N_date;F_date;Nom1;Nom2;Nom3;Part1;Ap1;Part2;Ap2;Part3;Ap3;N1S;N2S;N3S;A1S;A2S;A3S;flag_num;update_flag;FullOficialID
3047;francisco_de_herboso_y_luza;Francisco de Herboso y Luza;;;;;Francisco;de;Herboso y Luza;;;;;;;;;;;;;wikipedia;;413;wikiwmsbatch_newid;PRCCCC00;PRCCCC00;Francisco de Herboso y Luza;Francisco;Herboso y Luza;Herboso Luza;1665;1793;;yes;;;;;;;Francisco;;;de;Herboso;y;Luza;;;;;;;;;413;;persIndias3047
3048;jose_de_herrera_y_loizaga;José de Herrera y Loizaga;;;;;José;de;Herrera y Loizaga;;;;;;;;;;;;;wikipedia;;414;wikiwmsbatch_newid;PRCCCC00;PRCCCC00;Jose de Herrera y Loizaga;Jose;Herrera y Loizaga;Herrera Loizaga;1673;1795;;yes;;;;;;;José;;;de;Herrera;y;Loizaga;;;;;;;;;414;;persIndias3048
3049;ignacio_del_castillo;Ignacio del Castillo;1670;1748;1670;1748;Ignacio;del;Castillo;;;Huamanga;6000006;;PER;16700000;Charcas;8000001;;BOL;17480000;worldstatesmen;;dbenew;wikiwmsbatch_newid;PRCCCC00;PRCCCC00;Ignacio del Castillo;Ignacio;Castillo;Castillo;1676;1748;47813/ignacio-antonio-del-castillo;added;;;;;;;Ignacio;;;del;Castillo;;;;;;;;;;;415;;persIndias3049
3050;antonio_de_querejazu_y_mollinedo;Antonio de Querejazu y Mollinedo;;;;;Antonio Hermenegildo;de;Querejazu y Mollinedo;;;Lima;7000001;;PER;;;;;;;wikipedia;;416;wikiwmsbatch_newid;PRCCCC00;PRCCCC00;Antonio de Querejazu y Mollinedo;Antonio;Querejazu y Mollinedo;Querejazu Mollinedo;1677;1806;63647/antonio-hermenegildo-de-querejazu-y-mollinedo;;;;;;;;Antonio;;;de;Querejazu;y;Mollinedo;;;;;;;;;416;;persIndias3050
3051;jose_gabriel_de_jauregui_y_aguirre;José Gabriel de Jáuregui y Aguirre;;;;;José Gabriel;de;Jáuregui y Aguirre;;;;;;;;;;;;;wikipedia;;417;wikiwmsbatch_newid;PRCCCC00;PRCCCC00;Jose Gabriel de Jauregui y Aguirre;Jose Gabriel;Jauregui y Aguirre;Jauregui Aguirre;1686;1806;;yes;;;;;;;José;Gabriel;;de;Jáuregui;y;Aguirre;;;;;;;;;417;;persIndias3051
3052;domingo_de_jauregui;Domingo de Jáuregui;;;;;Domingo;de;Jáuregui;;;;;;;;;;;;;worldstatesmen;;418;wikiwmsbatch_newid;PRCCCC00;PRCCCC00;Domingo de Jauregui;Domingo;Jauregui;Jauregui;1686;1814;;yes;;;;;;;Domingo;;;de;Jáuregui;;;;;;;;;;;418;;persIndias3052
3053;nicolas_jimenez_de_lobaton_y_azana;Nicolás Jiménez de Lobatón y Azaña;;;;;Nicolás;;Jiménez de Lobatón y Azaña;;;;;;;;;;;;;wikipedia;;419;wikiwmsbatch_newid;PRCCCC00;PRCCCC00;Nicolas Jimenez de Lobaton y Azana;Nicolas;Jimenez de Lobaton y Azana;Jimenez Lobaton Azana;1694;1817;;yes;;;;;;;Nicolás;;;;Jiménez;de;Lobatón;y;Azaña;;;;;;;419;;persIndias3053
3054;juan_francisco_pestana_y_chumacero;Juan Francisco Pestaña y Chumacero;;;;;Juan Francisco;;Pestaña y Chumacero;;;;;;;;;;;;;wikipedia;;420;wikiwmsbatch_newid;PRCCCC00;PRCCCC00;Juan Francisco Pestana y Chumacero;Juan Francisco;Pestana y Chumacero;Pestana Chumacero;1697;1826;;yes;;;;;;;Juan;Francisco;;;Pestaña;y;Chumacero;;;;;;;;;420;;persIndias3054
3055;juan_victorino_martinez_de_tineo;Juan Victorino Martínez de Tineo;;;;;Juan Victorino;;Martínez de Tineo y Torres;;;España;;;ESP;;Salta;9000003;;ARG;;wikipedia;;421;wikiwmsbatch_newid;PRCCCC00;PRCCCC00;Juan Victorino Martinez de Tineo;Juan Victorino;Martinez de Tineo;Martinez Tineo;1706;1827;47944/juan-victorino-martinez-de-tineo-y-torres;;;;;;;;Juan;Victorino;;;Martínez;de;Tineo;;;;;;;;;421;;persIndias3055
3056;ambrosio_de_benavides_medina;Ambrosio de Benavides Medina;;;;;Ambrosio;de;Benavides  Medina;;;;;;;;;;;;;wikipedia;;423;wikiwmsbatch_newid;PRSDPR00;PRCCCC00;Ambrosio de Benavides Medina;Ambrosio;Benavides  Medina;Benavides  Medina;1709;1837;;yes;;;;;;;Ambrosio;;;de;Benavides;;Medina;;;;;;;;;423;;persIndias3056
3057;jeronimo_manuel_de_ruedas_morales;Jerónimo Manuel de Ruedas Morales;;;;;Jerónimo Manuel;de;Ruedas    Morales;;;;;;;;;;;;;wikipedia;;424;wikiwmsbatch_newid;PRCCCC00;AUCC0000;Jeronimo Manuel de Ruedas Morales;Jeronimo Manuel;Ruedas    Morales;Ruedas    Morales;1718;1838;;yes;;;;;;;Jerónimo;Manuel;;de;Ruedas;;;;Morales;;;;;;;424;;persIndias3057
3058;agustin_fernando_de_pinedo;Agustín Fernando de Pinedo;1700;1780;1700;17.06.1780;Agustín Fernando;de;Pinedo;;;Burgos;;;ESP;;Charcas;8000001;;BOL;17800602;worldstatesmen;;dbenew;wikiwmsbatch_newid;PRCCCC00;PTRPBOCO;Agustin Fernando de Pinedo;Agustin Fernando;Pinedo;Pinedo;1718;1780;32618/agustin-fernando-de-pinedo;added;;;;;;;Agustín;Fernando;;de;Pinedo;;;;;;;;;;;425;;persIndias3058
3059;ignacio_flores;Ignacio Flores;;;;;Ignacio;;Flores;;;Latacunga;5600010;;ECU;;Buenos Aires;9000001;;ARG;;wikipedia;;427;wikiwmsbatch_newid;PRCCCC00;PRCCCC00;Ignacio Flores;Ignacio;Flores;Flores;1722;1845;24959/ignacio-flores;;;;;;;;Ignacio;;;;Flores;;;;;;;;;;;427;;persIndias3059
3060;vicente_de_galvez_y_valenzuela;Vicente de Gálvez y Valenzuela;;;;;Vicente;de;Gálvez y Valenzuela;;;;;;;;;;;;;wikipedia;;428;wikiwmsbatch_newid;PRCCCC00;PRCCCC00;Vicente de Galvez y Valenzuela;Vicente;Galvez y Valenzuela;Galvez Valenzuela;1725;1850;;yes;;;;;;;Vicente;;;de;Gálvez;y;Valenzuela;;;;;;;;;428;;persIndias3060
3061;joaquin_del_pino_y_rozas_romero_y_negrete;Joaquín del Pino y Rozas Romero y Negrete;;;;;Joaquín;del;Pino y Rozas  Romero y Negrete;;;;;;;;;;;;;wikipedia;;429;wikiwmsbatch_newid;PRCCCC00;PRRPBA00;Joaquin del Pino y Rozas Romero y Negrete;Joaquin;Pino y Rozas  Romero y Negrete;Pino Rozas  Romero Negrete;1730;1857;;yes;;;;;;;Joaquín;;;del;Pino;y;Rozas;;Romero y Negrete;;;;;;;429;;persIndias3061
3062;ramon_garcia_de_leon_y_pizarro;Ramón García de León y Pizarro;;;;;Ramón;;García de León y Pizarro;Marqués de Casa-Pizarro I;;Orán;;;ALG;;Charcas;8000001;;BOL;;wikipedia;;430;wikiwmsbatch_newid;PRRPSA00;PRCCCC00;Ramon Garcia de Leon y Pizarro;Ramon;Garcia de Leon y Pizarro;Garcia Leon Pizarro;1737;1869;14198/ramon-garcia-de-leon-y-pizarro;;;;;;;;Ramón;;;;García;de;León;y;Pizarro;;;;;;;430;;persIndias3062
3063;vicente_nieto;Vicente Nieto;1769;1810;1769;1810;Vicente;;Nieto;;;Aranjuez;;;ESP;17690000;Potosí;8000002;;BOL;18100000;wikipedia;;dbenew;wikiwmsbatch_newid;PRCCCC00;PRCCCC00;Vicente Nieto;Vicente;Nieto;Nieto;1769;1810;48995/vicente-nieto;added;;;;;;;Vicente;;;;Nieto;;;;;;;;;;;431;;persIndias3063
3064;jose_pascual_de_vivero_y_salaverria;José Pascual de Vivero y Salaverría;;;;;José Pascual;de;Vivero y Salaverría;;;;;;;;;;;;;wikipedia;;432;wikiwmsbatch_newid;PRCCCC00;PRCCCC00;Jose Pascual de Vivero y Salaverria;Jose Pascual;Vivero y Salaverria;Vivero Salaverria;1756;1878;;yes;;;;;;;José;Pascual;;de;Vivero;y;Salaverría;;;;;;;;;432;;persIndias3064
3065;rafael_maroto_e_ysern;Rafael Maroto e Ysern;;;;;Rafael;;Maroto e Ysern;;;;;;;;;;;;;wikipedia;;433;wikiwmsbatch_newid;PRCCCC00;PRCCCC00;Rafael Maroto e Ysern;Rafael;Maroto E Ysern;Maroto E Ysern;1758;1884;;yes;;;;;;;Rafael;;;;Maroto;e;Ysern;;;;;;;;;433;;persIndias3065
3066;pedro_antonio_de_olaneta_marquiegui;Pedro Antonio de Olañeta Marquiegui;1770;1825;1770;18.04.1825;Pedro Antonio;de;Olañeta Marquiegui;;;Elgueta;;;ESP;17700000;Tumusla;8000489;;BOL;18250402;wikipedia;;n;wikiwmsbatch_newid;PRCCCC00;PRCCCC00;Pedro Antonio de Olaneta Marquiegui;Pedro Antonio;Olaneta Marquiegui;Olaneta Marquiegui;1770;1825;7172/pedro-antonio-de-olaneta-marquiegui;added;;;;;;;Pedro;Antonio;;de;Olañeta;;Marquiegui;;;Pedro;Antonio;;Olaneta;Marquiegui;;434;;persIndias3066
3067;antonio_vigil;Antonio Vigil;;;;;Antonio;;Vigil;;;;;;;;;;;;;wikipedia;;435;wikiwmsbatch_newid;PRCCCC00;PRCCCC00;Antonio Vigil;Antonio;Vigil;Vigil;1765;1885;;yes;;;;;;;Antonio;;;;Vigil;;;;;;;;;;;435;;persIndias3067
3068;hernando_de_santillan_y_figueroa;Hernando de Santillán y Figueroa;1519;1574;1519;1574;Hernando;de;Santillán y Figueroa;;;Sevilla;;;ESP;;Lima;;;PER;;worldstatesmen;;436;wikiwmsbatch_newid;PRQUQU00;PRQUQU00;Hernando de Santillan y Figueroa;Hernando;Santillan y Figueroa;Santillan Figueroa;1519;1574;7548/hernando-de-santillan-y-figueroa;;;;;;;;Hernando;;;de;Santillán;y;Figueroa;;;;;;;;;436;;persIndias3068
3069;diego_garcia_de_valverde;Diego García de Valverde;;;;;Diego;;García de Valverde;;;Cáceres;;;ESP;;Guatemala;2000003;;GTM;;worldstatesmen;;438;wikiwmsbatch_newid;PRQUQU00;PRQUQU00;Diego Garcia de Valverde;Diego;Garcia de Valverde;Garcia Valverde;1515;1589;;yes;;;;;;;Diego;;;;García;de;Valverde;;;;;;;;;438;;persIndias3069
3070;diego_de_narvaez;Diego de Narváez;1500;1579;1500;1579;Diego;de;Narváez;;;Écija;;;ESP;;Quito;5600001;;ECU;15790000;worldstatesmen;;dbenew;wikiwmsbatch_newid;PRQUQU00;PRQUQU00;Diego de Narvaez;Diego;Narvaez;Narvaez;1500;1579;76740/diego-de-narvaez;added;;;;;;;Diego;;;de;Narváez;;;;;;;;;;;439;;persIndias3070
3071;pedro_venegas_del_canaveral;Pedro Venegas del Cañaveral;;;;;Pedro;;Venegas del Cañaveral;;;;;;;;;;;;;worldstatesmen;;440;wikiwmsbatch_newid;PRQUQU00;PRQUQU00;Pedro Venegas del Canaveral;Pedro;Venegas del Canaveral;Venegas Canaveral;1522;1647;;yes;;;;;;;Pedro;;;;Venegas;del;Cañaveral;;;;;;;;;440;;persIndias3071
3072;pedro_diego_de_arana;Pedro Diego de Arana;1514;1598;1514;1598;Pedro Diego;de;Arana;;;;;;;;;;;;;worldstatesmen;;442;wikiwmsbatch_newid;PRQUQU00;PRQUQU00;Pedro Diego de Arana;Pedro Diego;Arana;Arana;1514;1598;;yes;;;;;;;Pedro;Diego;;de;Arana;;;;;;;;;;;442;;persIndias3072
3073;julio_narvaez_de_mendoza;Julio Narváez de Mendoza;;;;;Julio;;Narváez de Mendoza;;;;;;;;;;;;;worldstatesmen;;443;wikiwmsbatch_newid;PRQUQU00;PRQUQU00;Julio Narvaez de Mendoza;Julio;Narvaez de Mendoza;Narvaez Mendoza;1532;1653;;yes;;;;;;;Julio;;;;Narváez;de;Mendoza;;;;;;;;;443;;persIndias3073
3074;esteban_de_maranon;Esteban de Marañón;1522;1600;1522;1600;Esteban;de;Marañón;;;;;;;;;;;;;worldstatesmen;;444;wikiwmsbatch_newid;PRQUQU00;PRQUQU00;Esteban de Maranon;Esteban;Maranon;Maranon;1522;1600;;yes;;;;;;;Esteban;;;de;Marañón;;;;;;;;;;;444;;persIndias3074
3075;miguel_de_ibarra;Miguel de Ibarra;1550;1608;1550;16.04.1608;Miguel;de;Ibarra;;;Eibar;;;ESP;15500000;Quito;5600001;;ECU;16080429;worldstatesmen;;dbenew;wikiwmsbatch_newid;PRQUQU00;PRQUQU00;Miguel de Ibarra;Miguel;Ibarra;Ibarra;1550;1608;24815/miguel-de-ibarra;added;;;;;;;Miguel;;;de;Ibarra;;;;;;;;;;;445;;persIndias3075
3076;diego_de_armenteros_y_henao;Diego de Armenteros y Henao;1575;1628;1575;1628;Diego;de;Armenteros y Henao;;;Fuentesaúco;;;ESP;15750000;Lima;;;PER;16280000;worldstatesmen;;dbenew;wikiwmsbatch_newid;PRQUQU00;PRQUQU00;Diego de Armenteros y Henao;Diego;Armenteros y Henao;Armenteros Henao;1575;1628;75573/diego-de-armenteros-y-henao;added;;;;;;;Diego;;;de;Armenteros;y;Henao;;;;;;;;;446;;persIndias3076
3077;juan_fernandez_de_recalde;Juan Fernández de Recalde;1561;1612;1561;16.10.1612;Juan;;Fernández de Recalde;;;Vilvestre;;;ESP;15610000;Quito;5600001;;ECU;16121019;worldstatesmen;;dbenew;wikiwmsbatch_newid;PRQUQU00;PRQUQU00;Juan Fernandez de Recalde;Juan;Fernandez de Recalde;Fernandez Recalde;1561;1612;76192/juan-fernandez-de-recalde;added;;;;;;;Juan;;;;Fernández;de;Recalde;;;;;;;;;447;;persIndias3077
3078;antonio_de_morga_sanchez_garay_y_lopez_de_garfinas;Antonio de Morga Sánchez Garay y López de Garfinas;1559;1636;1559;1636;Antonio;de;Morga  Sánchez  Garay y López de Garfinas;;;;;;;;;;;;;worldstatesmen;;449;wikiwmsbatch_newid;PRQUQU00;PRQUQU00;Antonio de Morga Sanchez Garay y Lopez de Garfinas;Antonio;Morga  Sanchez  Garay y Lopez de Garfinas;Morga  Sanchez  Garay Lopez Garfinas;1559;1636;;yes;;;;;;;Antonio;;;de;Morga;;Sánchez;;Garay y López de Garfinas;;;;;;;449;;persIndias3078
3079;juan_de_manosca_y_zamora;Juan de Mañosca y Zamora;1580;1650;1580;1650;Juan;de;Mañosca y Zamora;;;;;;;;;;;;;worldstatesmen;;450;wikiwmsbatch_newid;PRQUQU00;PRQUQU00;Juan de Manosca y Zamora;Juan;Manosca y Zamora;Manosca Zamora;1580;1650;;yes;;;;;;;Juan;;;de;Mañosca;y;Zamora;;;;;;;;;450;;persIndias3079
3080;antonio_rodriguez_de_san_isidro_manrique;Antonio Rodríguez de San Isidro Manrique;;1646;;1646;Antonio;;Rodríguez de San Isidro  Manrique;;;;;;;;;;;;;worldstatesmen;;451;wikiwmsbatch_newid;PRQUQU00;AUQU0000;Antonio Rodriguez de San Isidro Manrique;Antonio;Rodriguez de San Isidro  Manrique;Rodriguez San Isidro  Manrique;1546;1646;;yes;;;;;;;Antonio;;;;Rodríguez;de;San Isidro;;Manrique;;;;;;;451;;persIndias3080
3081;alonso_ferrer_de_ayala;Alonso Ferrer de Ayala;;;;;Alonso;;Ferrer de Ayala;;;;;;;;;;;;;worldstatesmen;;455;wikiwmsbatch_newid;PRQUQU00;PRQUQU00;Alonso Ferrer de Ayala;Alonso;Ferrer de Ayala;Ferrer Ayala;1586;1707;;yes;;;;;;;Alonso;;;;Ferrer;de;Ayala;;;;;;;;;455;;persIndias3081
3082;martin_de_arriola_y_belardi;Martín de Arriola y Belardi;1595;1653;1595;1653;Martín;de;Arriola y Belardi;;;;;;;;;;;;;worldstatesmen;;456;wikiwmsbatch_newid;PRQUQU00;PRQUQU00;Martin de Arriola y Belardi;Martin;Arriola y Belardi;Arriola Belardi;1595;1653;;yes;;;;;;;Martín;;;de;Arriola;y;Belardi;;;;;;;;;456;;persIndias3082
3083;juan_morales_de_aramburu;Juan Morales de Aramburu;1594;1660;1594;1660;Juan;;Morales de Aramburu;;;Lima;6000001;;PER;15940000;Quito;5600001;;ECU;;worldstatesmen;;dbenew;wikiwmsbatch_newid;PRQUQU00;PRQUQU00;Juan Morales de Aramburu;Juan;Morales de Aramburu;Morales Aramburu;1594;1660;76681/juan-de-morales-aramburu;added;;;;;;;Juan;;;;Morales;de;Aramburú;;;;;;;;;457;;persIndias3083
3084;antonio_fernandez_de_heredia;Antonio Fernández de Heredia;;1665;;1665;Antonio;;Fernández de Heredia;;;;;;;;;;;;;worldstatesmen;;459;wikiwmsbatch_newid;PRQUQU00;PRQUQU00;Antonio Fernandez de Heredia;Antonio;Fernandez de Heredia;Fernandez Heredia;1565;1665;;yes;;;;;;;Antonio;;;;Fernández;de;Heredia;;;;;;;;;459;;persIndias3084
3085;;;;;;;;;;;;;;;;;;;;;;;;;doublette;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;persIndias3085
3086;alonso_de_la_pena_y_montenegro;Alonso de la Peña y Montenegro;1596;1681;1596;1681;Alonso;de la;Peña y Montenegro;;;;;;;;;;;;;worldstatesmen;;462;wikiwmsbatch_newid;PRQUQU00;PRQUQU00;Alonso de la Pena y Montenegro;Alonso;Pena y Montenegro;Pena Montenegro;1596;1681;;yes;;;;;;;Alonso;;;de la;Peña;y;Montenegro;;;;;;;;;462;;persIndias3086
3087;lope_antonio_de_munive_y_axpe;Lope Antonio de Munive y Axpe;1630;1689;16.04.1630;16.04.1689;Lope Antonio;de;Munive y Axpe;;;Merindad de Marquina;;;ESP;16300423;Quito;5600001;;ECU;16890400;worldstatesmen;;dbenew;wikiwmsbatch_newid;PRQUQU00;PRQUQU00;Lope Antonio de Munive y Axpe;Lope Antonio;Munive y Axpe;Munive Axpe;1630;1689;63550/lope-antonio-de-munive-y-axpe;added;;;;;;;Lope;Antonio;;de;Munive;y;Axpe;;;;;;;;;463;;persIndias3087
3088;mateo_de_la_mata_y_ponce_de_leon;Mateo de la Mata y Ponce de León;1645;1720;1645;1720;Mateo;de la;Mata y Ponce de León;;;;;;;;;;;;;worldstatesmen;;465;wikiwmsbatch_newid;PRQUQU00;PRQUQU00;Mateo de la Mata y Ponce de Leon;Mateo;Mata y Ponce de Leon;Mata Ponce Leon;1645;1720;;yes;;;;;;;Mateo;;;de la;Mata;y;Ponce;de;León;;;;;;;465;;persIndias3088
3089;francisco_lopez_de_dicastillo_y_azcona;Francisco López de Dicastillo y Azcona;1652;1706;1652;1706;Francisco;;López de Dicastillo y Azcona;;;Durango;;Vizcaya;ESP;;Puebla;1000015;;MEX;;worldstatesmen;;466;wikiwmsbatch_newid;PRQUQU00;PRQUQU00;Francisco Lopez de Dicastillo y Azcona;Francisco;Lopez de Dicastillo y Azcona;Lopez Dicastillo Azcona;1652;1706;63477/francisco-de-lopez-de-dicastillo-y-azcona;;;;;;;;Francisco;;;;López;de;Dicastillo;y;Azcona;;;;;;;466;;persIndias3089
3090;juan_de_sosaya_y_lecuberria;Juan de Sosaya y Lecuberria;1661;1714;1661;1714;Juan;de;Sosaya y Lecuberria;;;;;;;;;;;;;worldstatesmen;;467;wikiwmsbatch_newid;PRQUQU00;PRQUQU00;Juan de Sosaya y Lecuberria;Juan;Sosaya y Lecuberria;Sosaya Lecuberria;1661;1714;;yes;;;;;;;Juan;;;de;Sosaya;y;Lecuberria;;;;;;;;;467;;persIndias3090
3091;simon_de_rivera;Simón de Rivera;;;;;Simón;de;Rivera;;;;;;;;;;;;;worldstatesmen;;468;wikiwmsbatch_newid;PRQUQU00;PRQUQU00;Simon de Rivera;Simon;Rivera;Rivera;1654;1775;;yes;;;;;;;Simón;;;de;Rivera;;;;;;;;;;;468;;persIndias3091
3092;santiago_de_larrain_y_vicuna;Santiago de Larraín y Vicuña;1666;1748;1666;1748;Santiago;de;Larraín y Vicuña;;;;;;;;;;;;;worldstatesmen;;469;wikiwmsbatch_newid;PRQUQU00;PRQUQU00;Santiago de Larrain y Vicuna;Santiago;Larrain y Vicuna;Larrain Vicuna;1666;1748;;yes;;;;;;;Santiago;;;de;Larraín;y;Vicuña;;;;;;;;;469;;persIndias3092
3093;dionisio_de_alcedo_y_herrera;Dionisio de Alcedo y Herrera;1690;1776;1690;1776;Dionisio;de;Alcedo y Herrera;;;;;;;;;;;;;worldstatesmen;;471;wikiwmsbatch_newid;PRQUQU00;PRNGPA00;Dionisio de Alcedo y Herrera;Dionisio;Alcedo y Herrera;Alcedo Herrera;1690;1776;;yes;;;;Alcedo Ugarte y Herrera;;;Dionisio;;;de;Alcedo;y;Herrera;;;;;;;;;471;;persIndias3093
3094;francisco_miguel_de_goyeneche_y_de_balanza;Francisco Miguel de Goyeneche y de Balanza;1705;1762;17.10.1705;17.10.1762;Francisco Miguel;de;Goyeneche y de Balanza;Marqués de Belzunce  II;;Madrid;;;ESP;17051003;Madrid;;;ESP;17621003;worldstatesmen;;n;wikiwmsbatch_newid;PRQUQU00;PRQUQU00;Francisco Miguel de Goyeneche y de Balanza;Francisco Miguel;Goyeneche y de Balanza;Goyeneche Balanza;1705;1762;19686/francisco-miguel-de-goyeneche-y-de-balanza;added;;;;;;;Francisco;Miguel;;de;Goyeneche;y de;Balanza;;;Francisco;Miguel;;Goyeneche;Balanza;;473;;persIndias3094
3095;manuel_rubio_de_arevalo_y_martin;Manuel Rubio de Arévalo y Martín;1690;1776;1690;1776;Manuel;;Rubio de Arévalo y Martín;;;Maqueda;;Toledo;ESP;;Quito;5600001;;ECU;;worldstatesmen;;474;wikiwmsbatch_newid;PRQUQU00;PRQUQU00;Manuel Rubio de Arevalo y Martin;Manuel;Rubio de Arevalo y Martin;Rubio Arevalo Martin;1690;1776;63688/manuel-rubio-de-arevalo-y-martin;;;;;;;;Manuel;;;;Rubio;de;Arévalo;y;Martín;;;;;;;474;;persIndias3095
3096;fernando_felix_sanchez_de_orellana_y;Fernando Félix Sánchez de Orellana y;1715;1784;1715;1784;Fernando Félix;;Sánchez de Orellana y;;;;;;;;;;;;;worldstatesmen;;475;wikiwmsbatch_newid;PRQUQU00;PRQUQU00;Fernando Felix Sanchez de Orellana y;Fernando Felix;Sanchez de Orellana y;Sanchez Orellana y;1715;1784;;yes;;;;;;;Fernando;Félix;;;Sánchez;de;Orellana;y;;;;;;;;475;;persIndias3096
3097;juan_pio_de_montufar_y_fraso_porras;Juan Pío de Montúfar y Fraso Porras;1702;1761;1702;1761;Juan Pío;de;Montúfar y Fraso  Porras;;;;;;;;;;;;;worldstatesmen;;476;wikiwmsbatch_newid;PRQUQU00;PRQUQU00;Juan Pio de Montufar y Fraso Porras;Juan Pio;Montufar y Fraso  Porras;Montufar Fraso  Porras;1702;1761;;yes;;;;;;;Juan;Pío;;de;Montúfar;y;Fraso;;Porras;;;;;;;476;;persIndias3097
3098;juan_antonio_zelaya_y_vergara;Juan Antonio Zelaya y Vergara;1712;1776;1712;1776;Juan Antonio;;Zelaya y Vergara;;;;;Navarra;ESP;;Popayán;5600005;;COL;;worldstatesmen;;478;wikiwmsbatch_newid;PRQUQU00;PRQUQU00;Juan Antonio Zelaya y Vergara;Juan Antonio;Zelaya y Vergara;Zelaya Vergara;1712;1776;24954/juan-antonio-zelaya-y-vergara;;;;;;;;Juan;Antonio;;;Zelaya;y;Vergara;;;;;;;;;478;;persIndias3098
3099;jose_diguja_y_villagomez;José Diguja y Villagómez;1720;1780;1720;1780;José;;Diguja y Villagómez;;;;;;;;;;;;;worldstatesmen;;479;wikiwmsbatch_newid;PRQUQU00;PRQUQU00;Jose Diguja y Villagomez;Jose;Diguja y Villagomez;Diguja Villagomez;1720;1780;;yes;;;;;;;José;;;;Diguja;y;Villagómez;;;;;;;;;479;;persIndias3099
3100;jose_garica_de_leon_y_pizarro;José Garica de León y Pizarro;1745;1815;1745;1815;José;;Garica de León y Pizarro;;;;;;;;;;;;;worldstatesmen;;480;wikiwmsbatch_newid;PRQUQU00;PRQUQU00;Jose Garica de Leon y Pizarro;Jose;Garica de Leon y Pizarro;Garica Leon Pizarro;1745;1815;;yes;;;;;;;José;;;;Garica;de;León;y;Pizarro;;;;;;;480;;persIndias3100
3101;juan_jose_de_villalengua_y_marfil;Juan Jose de Villalengua y Marfil;1748;1822;17.01.1748;1822;Juan Jose;de;Villalengua y Marfil;;;Vélez Málaga;;;ESP;17480105;;;;ESP;18220000;worldstatesmen;;dbenew;wikiwmsbatch_newid;PRQUQU00;PRQUQU00;Juan Jose de Villalengua y Marfil;Juan Jose;Villalengua y Marfil;Villalengua Marfil;1748;1822;63782/juan-jose-de-villalengua-y-marfil;added;;;;;;;Juan;Jose;;de;Villalengua;y;Marfil;;;;;;;;;481;;persIndias3101
3102;juan_antonio_mon_y_velarde_pardo_y_cienfuegos;Juan Antonio Mon y Velarde Pardo y Cienfuegos;1747;1791;1747;1791;Juan Antonio;;Mon y Velarde  Pardo y Cienfuegos;;;;;;;;;;;;;worldstatesmen;;482;wikiwmsbatch_newid;PRQUQU00;PRQUQU00;Juan Antonio Mon y Velarde Pardo y Cienfuegos;Juan Antonio;Mon y Velarde  Pardo y Cienfuegos;Mon Velarde  Pardo Cienfuegos;1747;1791;;yes;;;;;;;Juan;Antonio;;;Mon;y;Velarde;;Pardo y Cienfuegos;;;;;;;482;;persIndias3102
3103;luis_antonio_munoz_de_guzman_montero_de_espinosa;Luis Antonio Muñoz de Guzmán Montero de Espinosa;1735;1808;1735;1808;Luis Antonio;;Muñoz de Guzmán  Montero de Espinosa;;;;;;;;;;;;;worldstatesmen;;483;wikiwmsbatch_newid;PRQUQU00;PRQUQU00;Luis Antonio Munoz de Guzman Montero de Espinosa;Luis Antonio;Munoz de Guzman  Montero de Espinosa;Munoz Guzman  Montero Espinosa;1735;1808;;yes;;;;;;;Luis;Antonio;;;Muñoz;de;Guzmán;;Montero de Espinosa;;;;;;;483;;persIndias3103
3104;francisco_luis_hector_de_carondelet_y_novelles;Francisco Luis Héctor de Carondelet y Novelles;1748;1807;1748;1807;Francisco Luis Héctor;de;Carondelet y Novelles;;;;;;;;;;;;;worldstatesmen;;484;wikiwmsbatch_newid;PRGUSS00;PRQUQU00;Francisco Luis Hector de Carondelet y Novelles;Francisco Luis Hector;Carondelet y Novelles;Carondelet Novelles;1748;1807;;yes;;;;;;;Francisco;Luis;Héctor;de;Carondelet;y;Novelles;;;;;;;;;484;;persIndias3104
3105;diego_antonio_nieto;Diego Antonio Nieto;;;;;Diego Antonio;;Nieto;;;;;;;;;;;;;worldstatesmen;;485;wikiwmsbatch_newid;PRQUQU00;PRCCPU00;Diego Antonio Nieto;Diego Antonio;Nieto;Nieto;1747;1867;;yes;;;;;;;Diego;Antonio;;;Nieto;;;;;;;;;;;485;;persIndias3105
