Entidad;Nombre completo;START;START_ex;END;END_ex;Wikilink_tipo
JUNEMXTY;Partido de Tlayacapa;1771;arbitrary;1786;not_after;partido
JUNEMXMI;Partido de Misquiaguala;1763;not_after;1786;not_after;partido
JUNEMXIT;Partido de Iscateupan;1751;ca;1786;not_after;partido
JUNEOACT;Partido de Chinantla y Ucila;1769;ca;1786;exact;partido
JUNEOAJU;Partido de Juxtlahuaca;1787;exact;1793;not_after;partido
JUNEOAHT;Alcaldia Mayor de Huatulco;1710;not_after;1713;not_after;alcaldia_mayor
JUNEOAHT;Alcaldia Mayor de Huatulco;1738;not_after;1741;not_after;alcaldia_mayor
JUNEOAHM;Alcaldia Mayor de Huamelula;1710;not_after;1713;not_after;alcaldia_mayor
JUNEOAHM;Alcaldia Mayor de Huatulco y Huamelula;1714;not_after;1737;not_after;alcaldia_mayor
JUNEOAHM;Alcaldia Mayor de Huamelula;1738;not_after;1741;not_after;alcaldia_mayor
JUNEOAHM;Alcaldia Mayor de Huatulco y Huamelula;1742;not_after;1786;exact;alcaldia_mayor
JUNEPUCE;Corregimiento agregado de Chietla;1731;not_after;1755;exact;agregado
JUNEPUAM;Partido de Amozoc;1575;not_before;1786;not_before;partido
JUNEPUTM;Partido de Totomehuacan;1111;start;1786;not_before;partido
JUNEPUTO;Partido de Tochimilco;1787;not_before;1790;not_after;partido
JUNESLCA;Partido de Catorze;1792;not_before;1801;not_after;partido
PTNECLMO;Partido de Monterey;1782;not_after;1808;hgis;partido
JUGDDUSC;Partido de Santa Catarina;1693;not_after;1720;not_after;partido
JUGDDUSC;Partido de Santa Catarina;1726;not_before;1798;not_after;partido
JUGDDUSC;Partido de Santa Catarina;1808;not_before;1808;hgis;partido
JUNGPOCC;Tenencia de gobierno de Cartago;1756;exact;1808;hgis;jurisdiccion
JUNGPPGI;Gobernacion agregada de Giron;1795;exact;1808;hgis;agregado
JUNGPPPP;Jurisdiccion de Pamplona;1549;exact;1794;exact;jurisdiccion
JUNGPPPP;Jurisdiccion cabecera de Pamplona;1795;exact;1808;hgis;cabecera
JUNGPPCU;Jurisdiccion de Cucuta;1793;exact;1808;hgis;jurisdiccion
JUNGSMRH;Jurisdiccion de Riohacha;1547;exact;1788;exact;jurisdiccion
JUNGSMRH;Gobernacion de Riohacha;1789;exact;1808;hgis;gobernacion
JUNGSMTA;Jurisdiccion de Tamalameque;1544;exact;1808;hgis;jurisdiccion
PTNGSMGU;Partido de Guamal;1111;start;1808;hgis;partido
JUNGSMTE;Jurisdiccion-Corregimiento de Tenerife;1536;exact;1808;hgis;jurisdiccion
JUNGSMSM;Jurisdiccion cabecera de Santa Marta;1525;exact;1808;hgis;cabecera
JUNGTUDU;Corregimiento agregado de Duitama;1719;exact;1808;hgis;agregado
JUNGSFGD;Jurisdiccion de Guaduas;1645;exact;1789;exact;jurisdiccion
JUNGSFPA;Partido de Pasca;1776;not_after;1808;hgis;partido
PTNGLLTA;Corregimiento de Tamara;1776;not_after;1808;hgis;corregimiento
JUNGANMA;Jurisdiccion de Marinilla;1790;exact;1808;hgis;jurisdiccion
JUNGANZA;Capitania a guerra de Zaragoza;1713;not_before;1808;hgis;capitania_a_guerra
PRNGCH00;Gobernacion de Choco;1726;exact;1808;hgis;gobernacion
JUNGCHNO;Tenencia de gobierno de Novita;1687;exact;1725;exact;jurisdiccion
JMNGCHNO;Corregimiento de Novita;1709;not_before;1793;not_after;corregimiento
JMNGCHNO;Corregimiento de Novita;1794;not_after;1808;hgis;corregimiento
JMNGCHBR;Corregimiento de Los Brazos;1701;hgis;1793;not_after;corregimiento
JUNGCHNO;Provincia de Noanama;1111;start;1686;not_before;agregado
PRNGPA00;Gobernacion-Capitania General de Tierra Firme;1539;exact;1716;exact;gobernacion
JUNGPANA;Alcaldia Mayor de Nata;1580;not_after;1808;hgis;alcaldia_mayor
PTNGPANA;Jurisdiccion cabecera de Nata;1701;hgis;1808;hgis;cabecera
PTNGPASA;Partido de Santos;1701;hgis;1808;hgis;partido
JUNGPAPA;Jurisdiccion cabecera de Panama;1701;hgis;1808;hgis;cabecera
JUNGVEVE;Jurisdiccion cabecera de Veragua;1621;fundacion;1808;hgis;cabecera
JUNGCACA;Jurisdiccion cabecera de Cartagena;1533;exact;1808;hgis;cabecera
PMNGSMZT;Corregimiento de Zambrano y Teton;1742;ca;1808;hgis;corregimiento
PRSDSD00;Gobernacion-Capitania General de Santo Domingo;1496;exact;1799;exact;gobernacion
PRSDPR00;Gobernacion-Capitania General de Puerto Rico;1582;exact;1783;hgis;gobernacion
OBSDCU00;Obispado de Santiago de Cuba;1523;exact;1802;exact;obispado
PRSDLU00;Gobernacion de Luisiana;1766;exact;1768;exact;gobernacion
PRSDCU00;Gobernacion de Santiago de Cuba;1608;exact;1808;hgis;gobernacion
JUQUPOPZ;Provincia de Paeces;1111;start;1668;not_after;agregado
PRQUPO00;Gobernacion de Popayan;1540;exact;1808;hgis;gobernacion
JUVEMCSF;Jurisdiccion de San Fernando;1788;exact;1808;hgis;jurisdiccion
PTVECAAR;Partido de Valles de Aragua;1701;hgis;1808;hgis;partido
JUVEMCMC;Jurisdiccion cabecera de Maracaibo;1682;exact;1808;hgis;cabecera
JUVEMCME;Jurisdiccion de Merida;1558;exact;1606;exact;jurisdiccion
JUVEMCLG;Jurisdiccion de La Grita;1607;exact;1624;exact;corregimiento
JUVEMCGI;Jurisdiccion de Gibraltar;1592;exact;1808;hgis;jurisdiccion
JUVEMCBA;Jurisdiccion de Barinas;1577;exact;1808;hgis;jurisdiccion
JUVEMCSC;Jurisdiccion de San Cristobal;1561;exact;1808;hgis;jurisdiccion
PRVECA00;Gobernacion-Capitania General de Caracas;1577;exact;1739;exact;gobernacion
JUVECURC;Tenencia de gobierno de Rio Caribe;1762;exact;1808;hgis;partido
JUVECUPA;Tenencia de gobierno de El Pao;1744;not_before;1808;hgis;partido
JUVECUGC;Tenencia de gobierno de Golfo de Cariaco;1111;start;1771;arbitrary;partido
JUVECUCP;Tenencia de gobierno de Carupano;1742;not_before;1808;hgis;partido
JUVECUAR;Tenencia de gobierno de Aragua;1734;not_before;1795;exact;jurisdiccion
JUVECUAR;Jurisdiccion de Aragua;1796;exact;1808;hgis;jurisdiccion
JUGDDUJU;Tenencia de corregimiento de Julimes;1718;not_before;1792;exact;partido
JUGDDUBY;Tenencia de corregimiento de Babonoyaba;1718;not_before;1792;exact;partido
JUGDDUSI;Tenencia de corregimiento de Santa Isabel;1718;not_before;1792;exact;partido
JUGDDUSG;Tenencia de corregimiento de San Geronimo;1718;not_before;1792;exact;partido
PTGDDURN;Partido de Rio Nazas;1111;start;1808;hgis;partido
PTGDDUSE;Tenencia de corregimiento de Santa Eulalia;1718;exact;1792;exact;partido
PTGDDUJA;Presidio de Janos;1701;hgis;1808;hgis;jurisdiccion_militar
JUGDDUTO;Partido de Topago;1747;ca;1776;not_after;partido
JUGDDUTO;Partido de Topago;1788;not_after;1797;not_before;partido
JUGDDUTO;Partido de Topago;1802;not_after;1802;exact;partido
JUGDGDJI;Corregimiento agregado de Xilotlan;1604;ca;1786;not_before;corregimiento
JUGDGDJI;Partido de Jilotlan;1787;not_before;1808;hgis;partido
PTGDGDTL;Partido cabecera de Tlajomulco;1111;start;1808;hgis;cabecera
PRGDNA00;Fronteras de Gran Nayar;1111;start;1720;exact;fronteras
JUGDNMTA;Partido de Taos;1780;not_before;1786;not_after;partido
JUGDNMSA;Partido de Alameda;1803;not_after;1808;hgis;partido
JUGDNMSA;Alcaldia Mayor de Sandia;1748;not_before;1802;not_after;alcaldia_mayor
PTGDNMCA;Partido de Carrizal;1758;exact;1808;hgis;partido
JUGDNMCO;Partido de Cochiti;1692;not_before;1727;not_after;partido
JUGDNMCO;Partido de Cochiti;1774;not_after;1808;hgis;partido
PRGDTX00;Fronteras de Texas;1687;ca;1715;ca;fronteras
JUGDZAJE;Subdelegacion de Jerez;1787;exact;1808;hgis;subdelegacion
JUGDZANI;Tenencia de Alcaldia Mayor de Nieves;1599;not_after;1735;not_after;partido
JUGDSSEF;Partido de El Fuerte;1733;arbitrary;1786;not_before;partido
JUGDSSAL;Partido de Alamos;1733;arbitrary;1786;not_before;partido
JUNGPAPB;Gobernacion de Portobelo;1701;arbitrary;1808;hgis;gobernacion
JUNGCASI;Capitania a guerra de Simiti;1537;exact;1808;hgis;capitania_a_guerra
JUNGCAMO;Jurisdiccion de Mompox;1537;exact;1775;exact;jurisdiccion
JUNGCAMO;Jurisdiccion de Mompox;1778;exact;1793;not_after;jurisdiccion
PTNGCACO;Capitania a Guerra de Corozal;1779;exact;1808;hgis;capitania_a_guerra
PTNGCACO;Partido cabecera de La Pileta;1776;exact;1778;exact;cabecera
PTNGCAST;Partido de Tolu y Sabanas;1778;exact;1808;hgis;partido
PTNGCAST;Corregimiento de La Pileta;1776;exact;1777;exact;corregimiento
PTNGCAST;Partido de Tolu y Sabanas;1535;not_before;1775;exact;partido
PMNGCALC;Capitania a Guerra de La Cruz;1634;not_before;1773;exact;capitania_a_guerra
PRQUQJ00;Corregimiento de Quijos;1700;exact;1708;exact;corregimiento
INSDLU00;Corregimiento-Intendencia de Luisiana;1766;exact;1768;exact;intendencia
INSDLU00;Intendencia de Luisiana;1780;exact;1788;exact;intendencia
INSDLU00;Intendencia de Luisiana;1793;exact;1803;exact;intendencia
JUSDLUNT;Tenencia de gobierno de Natchitoches;1770;not_after;1803;not_after;partido
JUSDLUNZ;Gobernacion de Natchez;1787;exact;1797;exact;gobernacion
JUSDLUIL;Tenencia de gobierno de Ilinueses;1770;not_after;1804;exact;partido
JUSDLUMO;Gobernacion de Mobila;1792;not_after;1800;not_before;gobernacion
JUSDLUNO;Partido cabecera de Baja Luisiana;1770;not_after;1803;exact;cabecera
PRSDFL00;Gobernacion de Las Floridas;1565;exact;1735;exact;gobernacion
PRSDFL00;Gobernacion-Capitania General de Las Floridas;1736;exact;1762;exact;gobernacion
PRSDFL00;Gobernacion de Florida oriental;1783;exact;1803;exact;gobernacion
PRSDFL00;Gobernacion de Las Floridas;1804;exact;1808;hgis;gobernacion
OBSDLH00;Obispado de La Habana;1789;exact;1808;hgis;obispado
OBSDCU00;Arzobispado de Santiago de Cuba;1803;exact;1808;hgis;arzobispado
JUSDSDFN;Gobernacion de Armas-Tenencia de gobierno de Frontera del Norte;1765;exact;1794;exact;jurisdiccion_militar
JUSDSDFS;Gobernacion de Armas-Tenencia de gobierno de Frontera del Sur;1765;exact;1794;exact;jurisdiccion_militar
JUSDSDMC;Jurisdiccion de Montecristi;1751;exact;1764;exact;jurisdiccion
PTSDSDSB;Partido de Sabana de Mar;1760;exact;1794;exact;partido
JUSDSDSS;Fronteras de Samana;1111;start;1755;not_before;fronteras
JUSDSDSS;Gobernacion de Armas de Samana;1756;not_before;1759;not_before;jurisdiccion_militar
PTSDSDSM;Partido cabecera de Samana;1756;exact;1794;exact;cabecera
JUSDSDSS;Gobernacion de Armas de Samana;1760;not_before;1764;exact;jurisdiccion_militar
JUSDSDAZ;Jurisdiccion de Azua;1701;hgis;1799;exact;jurisdiccion
JUSDSDNE;Partido de Neiba;1735;exact;1759;ca;partido
JUSDSDLM;Partido de La Maguana;1733;exact;1757;not_before;partido
JUSDSDLM;Jurisdiccion de La Maguana;1758;not_before;1773;exact;jurisdiccion
JUSDSDLM;Tenencia de gobierno de La Maguana;1774;exact;1794;exact;partido
JUSDSDNE;Jurisdiccion de Neiba;1760;ca;1794;exact;jurisdiccion
PTSDSDLC;Partido de Las Cahobas;1769;exact;1794;exact;partido
JUSDSDSR;Jurisdiccion de San Rafael;1765;exact;1794;exact;jurisdiccion
JUSDSDCO;Jurisdiccion de Cotui;1701;hgis;1799;exact;jurisdiccion
JUSDSDSA;Alcaldia Mayor de Santiago;1701;hgis;1799;exact;alcaldia_mayor
PTSDSDSA;Jurisdiccion cabecera de Santiago;1701;hgis;1704;exact;cabecera
JUSDLHFI;Tenencia de gobierno de Filipinas;1774;exact;1808;hgis;jurisdiccion
JUSDCUHO;Tenencia de gobierno de Holguin;1752;exact;1808;hgis;jurisdiccion
JUSDCUBY;Jurisdiccion de Bayamo;1701;hgis;1750;exact;jurisdiccion
JUSDCUBY;Tenencia de gobierno de Bayamo;1751;exact;1808;hgis;partido
JUSDCUBC;Jurisdiccion de Baracoa;1763;exact;1789;not_after;jurisdiccion
JUSDCUBC;Tenencia de gobierno de Baracoa;1790;not_after;1808;hgis;partido
JUSDCUPP;Jurisdiccion de Puerto Principe;1701;hgis;1733;exact;jurisdiccion
JUSDCUPP;Tenencia de gobierno de Puerto Principe;1734;exact;1808;hgis;jurisdiccion
JUSDCUBC;Tenencia de gobierno de Baracoa;1701;arbitrary;1762;exact;partido
PTSDMAAG;Partido politico de Aguacate;1790;ca;1808;hgis;partido
OBSDLU00;Obispado de Luisiana;1794;exact;1808;hgis;obispado
JUSDLUMO;Partido de Mobila;1781;not_after;1791;not_after;partido
JUSDLUMO;Partido de Mobila;1801;not_before;1808;hgis;partido
JUSDLUNO;Provincia cabecera de Luisiana;1766;exact;1769;not_after;cabecera
JUSDFLFW;Gobernacion de Pansacola;1698;exact;1718;exact;gobernacion
JUSDFLFW;Gobernacion de Florida occidental;1781;exact;1808;hgis;gobernacion
INSDLU00;Intendencia de Las Floridas;1804;exact;1808;hgis;intendencia
PTSDLHBA;Territorio ocupado de Bahamas;1782;exact;1782;exact;entidades_atipicas
PRRPPA00;Republica de Paraguay;1731;exact;1734;exact;entidades_atipicas
PRRPPA00;Gobernacion-Capitania General de Paraguay;1735;exact;1783;exact;gobernacion
PTSDSLMU;Reino indigena de Muskogee;1799;exact;1802;exact;fronteras
PTGDCOMO;Jurisdiccion cabecera de Monclova;1111;start;1808;hgis;cabecera
PTGDCORG;Presidio de Riogrande;1703;exact;1808;hgis;jurisdiccion_militar
PTRPBOST;Comandancia de Santa Tecla;1774;not_before;1800;exact;jurisdiccion_militar
PMNGSMCH;Capitania a Guerra de Chiriguana;1111;start;9999;end;capitania_a_guerra
JMNGCHBB;Corregimiento de Bebara;1787;not_after;1808;hgis;corregimiento
JMNGCHCH;Corregimiento de Chami;1774;exact;1808;hgis;corregimiento
JUNGCHNO;Tenencia de gobierno de Novita;1726;exact;1808;hgis;jurisdiccion
JUNGCHCI;Tenencia de gobierno de Citara;1687;exact;1808;hgis;jurisdiccion
PTNGCHCA;Corregimiento agregado de El Cajon;1793;not_after;1793;not_before;agregado
JMNGCHGU;Corregimiento de Pevarando;1776;ca;1805;not_before;corregimiento
JMNGCHLL;Corregimiento de Lloro;1111;start;1808;hgis;corregimiento
JMNGCHNN;Corregimiento cabecera de Noanama;1701;hgis;1708;not_before;cabecera
JMNGCHNN;Corregimiento de Noanama;1709;not_before;1808;hgis;corregimiento
JMNGCHSO;Corregimiento de San Onofre;1111;start;1808;hgis;corregimiento
JMNGCHSI;Corregimiento de Sipi;1111;start;1808;hgis;corregimiento
JMNGCHTA;Corregimiento de Tado;1575;not_before;1808;hgis;corregimiento
JUNGCAAY;Jurisdiccion de Ayapel;1701;hgis;1758;not_before;capitania_a_guerra
PTNGCABR;Capitania a Guerra de Barranca;1111;start;1751;not_after;capitania_a_guerra
OBNGCA00;Obispado de Cartagena;1538;exact;1808;hgis;obispado
PRNGCA00;Gobernacion-Capitania General de Cartagena;1533;exact;1739;ca;gobernacion
PRNGCA00;Gobernacion-Comandancia General de Cartagena;1740;ca;1808;hgis;gobernacion
PTNGCALO;Corregimiento de Rio Sinu;1701;hgis;1788;not_after;corregimiento
PTNGCALO;Capitania a Guerra (JM) de Rio Sinu;1789;not_after;1808;hgis;capitania_a_guerra
FRNGCUXX;Fronteras de Darienes;1111;start;1808;hgis;fronteras
PTNGCAMG;Capitania a Guerra de Magangue;1789;not_after;1793;not_after;capitania_a_guerra
PTNGCAMH;Corregimiento de Mahates;1111;start;1741;ca;corregimiento
PTNGCAMH;Capitania a Guerra (JM) de Mahates;1742;ca;1808;hgis;capitania_a_guerra
PTNGCAMJ;Capitania a Guerra (JM) de Majagual;1789;not_after;1808;hgis;capitania_a_guerra
JUNGCAMO;Tenencia de gobierno de Mompox;1794;not_after;1808;hgis;jurisdiccion
PTNGCAMG;Capitania a Guerra (JM) de Magangue;1794;not_after;1808;hgis;capitania_a_guerra
PTNGCALB;Capitania a Guerra (JM) de Loba;1789;not_after;1808;hgis;capitania_a_guerra
PTNGCAMA;Partido de Montes de Maria;1111;start;1793;not_after;partido
PTNGCAMA;Capitania a Guerra de Montañas Altas;1794;not_after;1808;hgis;capitania_a_guerra
PTNGCAMB;Capitania a Guerra de Montañas Bajas;1794;not_after;1808;hgis;capitania_a_guerra
PMNGCAST;Capitania a Guerra de Santo Tomas;1772;not_after;1775;arbitrary;capitania_a_guerra
PMNGCAST;Capitania a Guerra de Santo Tomas;1794;not_after;1808;hgis;capitania_a_guerra
PMNGCABQ;Partido cabecera de Barranquilla;1681;not_before;1808;hgis;cabecera
PTNGSMPN;Partido de Valencia;1590;exact;1808;hgis;partido
PTNGSMSN;Partido de Sitio Nuevo;1777;not_after;1808;hgis;partido
PTNGCASB;Jurisdiccion de San Benito;1677;exact;1808;hgis;jurisdiccion
PMNGSMRE;Capitania a Guerra (JM) de Remolino;1111;start;1808;hgis;capitania_a_guerra
PMNGSMGU;Capitania a Guerra (JM) de Guaimaro;1111;start;1808;hgis;capitania_a_guerra
PMNGSMCI;Capitania a Guerra (JM) de Cienaga;1111;start;1808;hgis;capitania_a_guerra
PMNGSMPI;Partido de Piñon;1770;not_before;1808;hgis;partido
FRNGMOXX;Fronteras de Motilones;1111;start;1808;hgis;fronteras
PTSDLHMO;Partido politico de Jesus del Monte;1765;exact;1808;hgis;partido
PRNGAN00;Gobernacion de Antioquia;1569;exact;1808;hgis;gobernacion
PRNGVE00;Gobernacion-Capitania General de Veragua;1560;exact;1715;not_before;gobernacion
FRMOTAXX;Fronteras de Talamanca;1111;start;9999;end;fronteras
FRMOXXXX;Fronteras de Golfo;1111;start;9999;end;fronteras
PTVECALG;Partido de La Guaira;1111;start;9999;end;partido
PTVECAGU;Partido de Valles de Caucagua;1111;start;9999;end;partido
PTVECATU;Partido de Valles de Tuy;1111;start;9999;end;partido
INSDLH00;Intendencia de La Habana;1765;exact;1808;hgis;intendencia
JUSDLHLH;Jurisdiccion cabecera de La Habana;1701;hgis;1808;hgis;cabecera
JUNGLLCH;Jurisdiccion de Chire;1672;exact;1808;hgis;jurisdiccion
JUNGLLSA;Jurisdiccion de Santiago de las Atalayas;1588;exact;1796;not_after;jurisdiccion
JUNGLLLL;Corregimiento de Los Llanos;1633;ca;1788;not_after;corregimiento
FRQVLLXX;Fronteras de Comancheria;1111;start;9999;end;fronteras
PTNGLLAR;Misiones de Cuiloto;1780;not_before;1793;not_after;misiones
PTNGLLCA;Misiones de Casanare;1701;hgis;1768;not_after;misiones
PTNGLLCA;Corregimiento de Casanare;1769;not_after;1808;hgis;corregimiento
PTNGLLME;Misiones de Meta;1111;start;1776;not_after;misiones
PTNGLLME;Corregimiento de Meta;1777;not_after;1808;hgis;corregimiento
PTNGLLAR;Corregimiento de Cuiloto;1794;not_after;1808;hgis;corregimiento
JUNGLLME;Corregimiento de Medina;1775;exact;1808;hgis;corregimiento
JUNGLLSM;Jurisdiccion de Llanos de San Martin;1641;exact;1808;hgis;jurisdiccion
JUNGLLSJ;Jurisdiccion de Llanos de San Juan;1555;exact;1764;ca;jurisdiccion
OBNGPA00;Obispado de Darien;1513;exact;1519;exact;obispado
OBNGSM00;Obispado de Santa Marta;1534;exact;1561;exact;obispado
PMNGSMBA;Capitania a Guerra de El Banco;1111;start;9999;end;capitania_a_guerra
PMGDCOCC;Partido de Cuatro Cienegas;1800;ca;1808;hgis;partido
PMGDCONA;Tenencia de gobierno de Nava;1800;ca;1808;hgis;partido
PMGDCOSV;Partido de San Vicente;1800;ca;1808;hgis;partido
PMGDCOSP;Partido de Gigedo;1749;not_before;1808;hgis;partido
PMGDCOSR;Partido de Santa Rosa;1739;not_before;1808;hgis;partido
PMGDSSAL;Comandancia de Altar;1775;not_before;1808;hgis;jurisdiccion_militar
PMGDSSBA;Comandancia de Bacoachi;1784;not_before;1808;hgis;jurisdiccion_militar
PMGDSSBP;Comandancia de Bavispe;1779;not_before;1808;hgis;jurisdiccion_militar
PMGDSSBV;Comandancia de Buena Vista;1770;not_before;1808;hgis;jurisdiccion_militar
PMGDSSFR;Comandancia de Fronteras;1770;not_before;1808;hgis;jurisdiccion_militar
PMGDSSTB;Comandancia de Tubac;1787;not_before;1808;hgis;jurisdiccion_militar
PMGDSSTC;Comandancia de Tucson;1770;not_before;1808;hgis;jurisdiccion_militar
PMGDTXLB;Presidio de La Bahia;1722;exact;1808;hgis;jurisdiccion_militar
PMGDTXNA;Tenencia de gobierno-Presidio de Nacogdoches;1779;ca;1808;hgis;jurisdiccion_militar
PMGDTXSA;Partido cabecera de San Antonio;1722;exact;1808;hgis;cabecera
PMGDCOEN;Partido de Encinas;1804;not_after;1808;hgis;partido
JUNGPPZA;Alcaldia Mayor de Salazar;1583;not_before;1755;ca;alcaldia_mayor
JUNGPPZA;Jurisdiccion-Alcaldia Mayor de Salazar;1756;ca;1794;ca;alcaldia_mayor
JUNGPPZA;Alcaldia Mayor de Salazar;1795;ca;1808;hgis;alcaldia_mayor
PTGDSSCA;Partido de Piaxtla;1666;not_after;9999;end;partido
JUSDSDBA;Jurisdiccion de Banica;1701;hgis;1799;exact;jurisdiccion
JUSDSDBY;Jurisdiccion de Bayaguana;1701;hgis;1799;exact;jurisdiccion
JUSDSDHG;Jurisdiccion de Higuey;1701;hgis;1794;exact;jurisdiccion
JUSDSDHI;Jurisdiccion de Hincha;1704;exact;1794;exact;jurisdiccion
JUSDSDLV;Jurisdiccion de La Vega;1701;hgis;1794;exact;jurisdiccion
JUSDSDMP;Jurisdiccion de Monte Plata;1701;hgis;1794;exact;jurisdiccion
JUSDSDSD;Jurisdiccion cabecera de Santo Domingo;1701;hgis;1794;exact;cabecera
JUSDSDSE;Jurisdiccion de Seibo;1701;hgis;1794;exact;jurisdiccion
JUSDFLFE;Partido cabecera de San Agustin;1701;hgis;1762;exact;cabecera
JUSDFLFE;Provincia cabecera de Florida oriental;1783;exact;1808;hgis;cabecera
JUSDLHCV;Tenencia de gobierno de Cuatro Villas;1111;start;1785;exact;jurisdiccion
JUSDLHGU;Jurisdiccion de Guanabacoa;1743;exact;1808;hgis;jurisdiccion
JUSDLHJA;Jurisdiccion de Jaruco;1770;not_before;1808;hgis;jurisdiccion
JUSDLHMA;Jurisdiccion de Matanzas;1701;hgis;1808;hgis;jurisdiccion
JUSDLHRO;Jurisdiccion de Rosario;1732;not_before;1808;hgis;jurisdiccion
JUSDLHSA;Jurisdiccion de San Antonio;1794;exact;1808;hgis;jurisdiccion
JUSDLHFS;Jurisdiccion de Bejucal;1713;exact;1808;hgis;jurisdiccion
JUSDLHSV;Jurisdiccion de Santiago de las Vegas;1725;exact;1808;hgis;jurisdiccion
JUSDCUCU;Jurisdiccion cabecera de Santiago de Cuba;1701;hgis;1808;hgis;cabecera
JUNGANCA;Jurisdiccion de Caceres;1576;exact;1808;hgis;jurisdiccion
JUNGLLPO;Jurisdiccion de Pore;1644;exact;1808;hgis;jurisdiccion
PRNGLL00;Gobernacion de Los Llanos;1765;ca;1796;exact;gobernacion
PTRPBOCL;Partido de Cerro Largo;1795;ca;1808;hgis;partido
PTRPBOSO;Partido de Soriano;1701;hgis;1808;hgis;partido
PTRPBOMA;Jurisdiccion de Maldonado;1786;exact;1808;hgis;jurisdiccion
PTRPBOMA;Partido de Maldonado;1784;exact;1785;exact;partido
PTRPBALU;Jurisdiccion de Lujan;1756;exact;1808;hgis;jurisdiccion
PTRPBOCO;Comandancia de Colonia;1777;not_before;1808;hgis;jurisdiccion_militar
JUNECLDN;Partido cabecera de El Norte;1768;exact;1776;exact;cabecera
JUNECLDN;Departamento de El Norte;1777;exact;1803;exact;partido
JUNECLDN;Partido cabecera de El Norte;1804;exact;1808;hgis;cabecera
PTGDSSPB;Misiones de Pimeria Baja;1701;hgis;1808;hgis;misiones
PTNGPACH;Comandancia de Chagres;1701;hgis;1808;hgis;jurisdiccion_militar
PTGUTGSA;Partido de San Antonio;1789;arbitrary;1808;hgis;partido
PTRPMIER;Fronteras de Estancias;1111;start;1808;hgis;fronteras
PTSDLHAL;Partido politico de Alvarez;1765;exact;1808;hgis;partido
PTSDLHAA;Partido politico de Arroyo Arenas;1765;exact;1808;hgis;partido
PTSDLHBH;Partido politico de Bahia Honda;1765;exact;1808;hgis;partido
PTSDLHBJ;Partido politico de Bajurayabo;1765;exact;1808;hgis;partido
PTSDLHBB;Partido politico de Batabano;1765;exact;1808;hgis;partido
PTSDLHBT;Partido politico de Bauta;1765;exact;1808;hgis;partido
PTSDLHBV;Partido politico de Buenaventura;1786;exact;1808;hgis;partido
PTSDLHCV;Partido politico de Calvario;1765;exact;1808;hgis;partido
PTSDLHCO;Partido politico de Cano;1765;exact;1808;hgis;partido
PTSDLHCA;Partido politico de Canoa;1792;ca;1808;hgis;partido
PTSDLHCY;Partido politico de Cayajabos;1807;not_after;1808;hgis;partido
PTSDMACM;Partido politico de Cuabal de Madruga;1790;not_before;1808;hgis;partido
PTSDLHGA;Partido politico de Gabriel;1786;exact;1808;hgis;partido
PTSDLHGI;Partido politico de Gibacoa;1765;exact;1808;hgis;partido
PTSDLHGO;Partido politico de Gobea;1765;exact;1808;hgis;partido
PTSDLHGD;Partido politico de Guadalupe;1765;exact;1808;hgis;partido
PTSDLHGY;Partido politico de Guajaybon;1765;exact;1808;hgis;partido
PTSDMAGC;Partido politico de Guamacaro;1765;exact;1808;hgis;partido
PTSDMAGM;Partido politico de Guamutas;1765;exact;1808;hgis;partido
PTSDLHGJ;Partido politico de Guanajay;1765;exact;1808;hgis;partido
PTSDLHGR;Partido politico de Guara;1765;exact;1808;hgis;partido
PTSDLHGS;Partido politico de Guasabacoa;1765;exact;1808;hgis;partido
PTSDLHGT;Partido politico de Guatao;1765;exact;1808;hgis;partido
PTSDLHGN;Partido politico de Guines;1765;exact;1808;hgis;partido
PTSDLHHA;Partido politico de Hanabana;1765;exact;1808;hgis;partido
PTSDLHHO;Partido politico de Horcon;1765;exact;1808;hgis;partido
PTSDLHPI;Tenencia a Guerra de Isla de Pinos;1778;exact;1808;hgis;partido
PTSDLHJM;Partido politico de Jesus Maria;1765;exact;1808;hgis;partido
PTSDMALP;Partido politico de Los Palos;1808;not_after;1808;hgis;partido
PTSDLHLU;Partido politico de Luyano;1765;exact;1808;hgis;partido
PTSDLHMC;Partido politico de Macuriges;1765;exact;1808;hgis;partido
PTSDLHMN;Partido politico de Managua;1765;exact;1808;hgis;partido
PTSDLHMR;Partido politico de Marianao;1765;exact;1808;hgis;partido
PTSDLHMA;Partido politico de Mariel;1801;not_before;1808;hgis;partido
PTSDLHME;Partido politico de Melena del Sur;1765;exact;1808;hgis;partido
PTSDMANA;Partido politico de Naranjal;1765;exact;1808;hgis;partido
PTSDLHPA;Partido politico de Palacios;1808;not_after;1808;hgis;partido
PTSDLHPO;Partido politico de Potosi;1765;exact;1808;hgis;partido
PTSDLHPZ;Partido politico de Pozas;1801;not_before;1808;hgis;partido
PTSDLHPR;Partido politico de Prensa;1765;exact;1808;hgis;partido
PTSDLHRE;Partido politico de Regla;1765;exact;1808;hgis;partido
JUSDCVRE;Jurisdiccion de Remedios;1701;hgis;1808;hgis;jurisdiccion
PTSDLHRI;Partido politico de El Rincon;1765;exact;1808;hgis;partido
PTSDMARS;Partido politico de Rioblanco;1765;exact;1785;exact;partido
PTSDMARS;Partido politico de Rioblanco del Sur;1786;exact;1808;hgis;partido
