Entidad_ID;Variantes;Nivel;overlap_start;overlap_end;Region;Lat_Capital;Lon_Capital
JUNEYURB;Camino Real Bajo @ Hunucma @ Camino Real y Hunucma;Partido;1701;1808;Nueva España;21.01528;-89.87444
JUNEYUSA;Sahcabchen @ Champoton @ Seyba;Jurisdiccion;1787;1808;Nueva España;19.35472;-90.72056
JUNEYUSA;Sahcabchen @ Champoton @ Seyba;Partido;1721;1808;Nueva España;19.35472;-90.72056
JUNEYUSB;Sierra Baja @;Jurisdiccion;1802;1808;Nueva España;20.47722;-89.365
JUNEYUSB;Sierra Baja @;Partido;1802;1808;Nueva España;20.47722;-89.365
JUNEYUTI;Tizimin @ Tizimin y Chancenote @ Rio Lagartos;Jurisdiccion;1787;1808;Nueva España;21.14222;-88.15083
JUNEYUTI;Tizimin @ Tizimin y Chancenote @ Rio Lagartos;Partido;1701;1808;Nueva España;21.14222;-88.15083
JUNEYUVA;Valladolid @;Jurisdiccion;1543;1808;Nueva España;20.68897;-88.20145
JUNEYUVA;Valladolid @;Partido;1701;1808;Nueva España;20.68897;-88.20145
JUNGANAN;Antioquia @;Jurisdiccion;1701;1808;Nuevo Reino de Granada;6.55837;-75.82743
JUNGANAN;Antioquia @;Partido;1701;1808;Nuevo Reino de Granada;6.55837;-75.82743
JUNGANAR;Rionegro @ Santiago de Arma @ Rio Negro @ Arma y Marinilla;Jurisdiccion;1756;1808;Nuevo Reino de Granada;5.61528;-75.53983
JUNGANAR;Rionegro @ Santiago de Arma @ Rio Negro @ Arma y Marinilla;Partido;1701;1808;Nuevo Reino de Granada;5.61528;-75.53983
JUNGANCA;Caceres @;Jurisdiccion;1701;1808;Nuevo Reino de Granada;7.581;-75.34815
JUNGANCA;Caceres @;Partido;1701;1808;Nuevo Reino de Granada;7.581;-75.34815
JUNGANMA;Marinilla @;Jurisdiccion;1790;1808;Nuevo Reino de Granada;6.17476;-75.33894
JUNGANMA;Marinilla @;Partido;1790;1808;Nuevo Reino de Granada;6.17476;-75.33894
JUNGANME;Medellin @;Jurisdiccion;1701;1808;Nuevo Reino de Granada;6.25364;-75.56349
JUNGANME;Medellin @;Partido;1701;1808;Nuevo Reino de Granada;6.25364;-75.56349
JUNGANRE;Remedios @;Jurisdiccion;1701;1808;Nuevo Reino de Granada;7.02821;-74.69258
JUNGANRE;Remedios @;Partido;1701;1808;Nuevo Reino de Granada;7.02821;-74.69258
JUNGANSR;Santa Rosa de los Osos @;Partido;1787;1808;Nuevo Reino de Granada;6.64436;-75.45894
JUNGANZA;Zaragoza @;Jurisdiccion;1701;1808;Nuevo Reino de Granada;7.49022;-74.86744
JUNGANZA;Zaragoza @;Partido;1701;1808;Nuevo Reino de Granada;7.49022;-74.86744
JUNGCAAY;Ayapel @;Jurisdiccion;1701;1808;Nuevo Reino de Granada;8.31304;-75.1457
JUNGCAAY;Ayapel @;Partido;1701;1808;Nuevo Reino de Granada;8.31304;-75.1457
JUNGCACA;Cartagena de Indias @ Cartagena de Indias;Jurisdiccion;1701;1808;Nuevo Reino de Granada;10.42306;-75.55076
JUNGCACA;Cartagena de Indias @ Cartagena de Indias;Partido;1701;1808;Nuevo Reino de Granada;10.42306;-75.55076
JUNGCAMO;Mompox @ Mompos;Jurisdiccion;1701;1808;Nuevo Reino de Granada;9.24202;-74.42493
JUNGCAMO;Mompox @ Mompos;Partido;1701;1808;Nuevo Reino de Granada;9.24202;-74.42493
JUNGCAMO;Mompox @ Mompos;Provincia_menor;1776;1776;Nuevo Reino de Granada;9.24202;-74.42493
JUNGCASI;Simiti @;Jurisdiccion;1701;1775;Nuevo Reino de Granada;7.95556;-73.94478
JUNGCASI;Simiti @;Partido;1701;1808;Nuevo Reino de Granada;7.95556;-73.94478
JUNGCATO;Tolu @ Villa de Tolu;Jurisdiccion;1701;1808;Nuevo Reino de Granada;9.52396;-75.58398
JUNGCATO;Tolu @ Villa de Tolu;Partido;1701;1808;Nuevo Reino de Granada;9.52396;-75.58398
JUNGCHCI;Citara @ Zitara @ Quibdo;Jurisdiccion;1701;1808;Nuevo Reino de Granada;5.6869;-76.65836
JUNGCHNO;Novita @ Noanama;Jurisdiccion;1701;1808;Nuevo Reino de Granada;4.69004;-76.93564
JUNGLLCH;Chire @;Jurisdiccion;1701;1808;Nuevo Reino de Granada;6.0336;-71.8133
JUNGLLCH;Chire @;Partido;1701;1808;Nuevo Reino de Granada;6.0336;-71.8133
JUNGLLME;Medina @;Partido;1775;1808;Nuevo Reino de Granada;4.50862;-73.34923
JUNGLLPO;Pore @;Jurisdiccion;1701;1808;Nuevo Reino de Granada;5.72773;-71.99319
JUNGLLPO;Pore @;Partido;1701;1808;Nuevo Reino de Granada;5.72773;-71.99319
JUNGLLSA;Santiago de las Atalayas @;Jurisdiccion;1701;1808;Nuevo Reino de Granada;5.0429;-72.47229
JUNGLLSA;Santiago de las Atalayas @;Partido;1701;1808;Nuevo Reino de Granada;5.0429;-72.47229
JUNGLLSJ;San Juan @ San Juan de los Llanos;Jurisdiccion;1701;1764;Nuevo Reino de Granada;3.38086;-73.93513
JUNGLLSJ;San Juan @ San Juan de los Llanos;Partido;1701;1808;Nuevo Reino de Granada;3.38086;-73.93513
JUNGLLSM;San Martin @ Llanos de San Martin;Jurisdiccion;1701;1808;Nuevo Reino de Granada;3.69694;-73.69861
JUNGLLSM;San Martin @ Llanos de San Martin;Partido;1701;1808;Nuevo Reino de Granada;3.69694;-73.69861
JUNGMAHO;Honda @;Jurisdiccion;1701;1808;Nuevo Reino de Granada;5.20225;-74.73751
JUNGMAIB;Ibague @;Jurisdiccion;1701;1808;Nuevo Reino de Granada;4.44455;-75.24152
JUNGMAIB;Ibague @;Partido;1701;1808;Nuevo Reino de Granada;4.44455;-75.24152
JUNGMALP;La Palma @;Jurisdiccion;1701;1808;Nuevo Reino de Granada;5.35894;-74.39092
JUNGMALP;La Palma @;Partido;1701;1808;Nuevo Reino de Granada;5.35894;-74.39092
JUNGMAMA;Mariquita @;Jurisdiccion;1701;1808;Nuevo Reino de Granada;5.19666;-74.8937
JUNGMAPA;Panches @ Panchez @ Panches y juzgado de canoas de Honda @ Tierra caliente;Partido;1701;1808;Nuevo Reino de Granada;90;0
JUNGMATO;Tocaima @ La Mesa;Jurisdiccion;1701;1808;Nuevo Reino de Granada;4.5493;-74.53591
JUNGNEAN;Andaquies @ La Ceja @ Misiones del Caquetá y Putumayo @ Escolta de Misiones;Jurisdiccion;1772;1808;Nuevo Reino de Granada;90;0
JUNGNEAN;Andaquies @ La Ceja @ Misiones del Caquetá y Putumayo @ Escolta de Misiones;Partido;1772;1808;Nuevo Reino de Granada;90;0
JUNGNECO;Coyaimas y Natagaimas @ Coyaima @ Coyaima y Atagaima @ Coyaima, Natagaima y Ataco;Jurisdiccion;1701;1722;Nuevo Reino de Granada;3.79799;-75.1954
JUNGNECO;Coyaimas y Natagaimas @ Coyaima @ Coyaima y Atagaima @ Coyaima, Natagaima y Ataco;Partido;1701;1808;Nuevo Reino de Granada;3.79799;-75.1954
JUNGNECO;Coyaimas y Natagaimas @ Coyaima @ Coyaima y Atagaima @ Coyaima, Natagaima y Ataco;Provincia_menor;1652;1722;Nuevo Reino de Granada;3.79799;-75.1954
JUNGNELP;La Plata @;Jurisdiccion;1701;1808;Nuevo Reino de Granada;2.38922;-75.8908
JUNGNELP;La Plata @;Partido;1701;1808;Nuevo Reino de Granada;2.38922;-75.8908
JUNGNENE;Neiva @;Jurisdiccion;1701;1808;Nuevo Reino de Granada;2.92357;-75.28542
JUNGNENE;Neiva @;Partido;1701;1808;Nuevo Reino de Granada;2.92357;-75.28542
JUNGNEPU;Purificacion @;Jurisdiccion;1701;1808;Nuevo Reino de Granada;3.85824;-74.93139
JUNGNEPU;Purificacion @;Partido;1701;1808;Nuevo Reino de Granada;3.85824;-74.93139
JUNGNETI;Timana @;Jurisdiccion;1701;1808;Nuevo Reino de Granada;1.97423;-75.93246
JUNGNETI;Timana @;Partido;1701;1808;Nuevo Reino de Granada;1.97423;-75.93246
JUNGPANA;Nata @ Nata y Villa de Santos;Jurisdiccion;1701;1808;Tierra Firme;8.33215;-80.51527
JUNGPANA;Nata @ Nata y Villa de Santos;Provincia_menor;1580;1808;Tierra Firme;8.33215;-80.51527
JUNGPAPA;Panama @;Jurisdiccion;1701;1808;Tierra Firme;8.95234;-79.53472
JUNGPAPA;Panama @;Partido;1701;1808;Tierra Firme;8.95234;-79.53472
JUNGPAPA;Panama @;Provincia_menor;1701;1808;Tierra Firme;8.95234;-79.53472
JUNGPAPB;Portobelo @  Castillo de San Felipe @ Nombre de Dios;Jurisdiccion;1701;1808;Tierra Firme;9.5531;-79.65471
JUNGPAPB;Portobelo @  Castillo de San Felipe @ Nombre de Dios;Partido;1701;1808;Tierra Firme;9.5531;-79.65471
JUNGPAPB;Portobelo @  Castillo de San Felipe @ Nombre de Dios;Provincia;1751;1808;Tierra Firme;9.5531;-79.65471
JUNGPAPB;Portobelo @  Castillo de San Felipe @ Nombre de Dios;Provincia_menor;1608;1808;Tierra Firme;9.5531;-79.65471
JUNGPOAN;Anserma @;Partido;1701;1808;Nuevo Reino de Granada;5.23116;-75.7861
JUNGPOCC;Cuatro Ciudades @ Cartago @ Tres Ciudades;Jurisdiccion;1701;1808;Quito;4.74652;-75.91205
JUNGPOCG;Cartago @;Partido;1701;1808;Nuevo Reino de Granada;4.74652;-75.91205
JUNGPOSU;Vega de Supia @ Anserma;Jurisdiccion;1798;1808;Nuevo Reino de Granada;5.45582;-75.65009
JUNGPOTO;Toro @;Partido;1701;1808;Nuevo Reino de Granada;4.60895;-76.07813
JUNGPPCU;San Jose de Cucuta @ Guasimales;Jurisdiccion;1793;1808;Nuevo Reino de Granada;7.88696;-72.50332
JUNGPPCU;San Jose de Cucuta @ Guasimales;Partido;1793;1808;Nuevo Reino de Granada;7.88696;-72.50332
JUNGPPGI;Giron @ San Juan de Giron y provincia del Oro @ Rio del Oro;Jurisdiccion;1701;1808;Nuevo Reino de Granada;7.07323;-73.16892
JUNGPPGI;Giron @ San Juan de Giron y provincia del Oro @ Rio del Oro;Partido;1701;1808;Nuevo Reino de Granada;7.07323;-73.16892
JUNGPPGI;Giron @ San Juan de Giron y provincia del Oro @ Rio del Oro;Provincia;1631;1794;Nuevo Reino de Granada;7.07323;-73.16892
JUNGPPGI;Giron @ San Juan de Giron y provincia del Oro @ Rio del Oro;Provincia_menor;1631;1794;Nuevo Reino de Granada;7.07323;-73.16892
JUNGPPPP;Pamplona @;Jurisdiccion;1701;1808;Nuevo Reino de Granada;7.3757;-72.6488
JUNGPPPP;Pamplona @;Partido;1701;1808;Nuevo Reino de Granada;7.3757;-72.6488
JUNGPPRC;Rosario de Cucuta @;Jurisdiccion;1793;1808;Nuevo Reino de Granada;7.83189;-72.47172
JUNGPPRC;Rosario de Cucuta @;Partido;1793;1808;Nuevo Reino de Granada;7.83189;-72.47172
JUNGPPSE;Servita @;Partido;1706;1808;Nuevo Reino de Granada;6.81852;-72.69794
JUNGPPZA;Salazar @ Zalazar @ Salazar de las Palmas;Jurisdiccion;1701;1808;Nuevo Reino de Granada;7.77263;-72.81186
JUNGPPZA;Salazar @ Zalazar @ Salazar de las Palmas;Partido;1701;1808;Nuevo Reino de Granada;7.77263;-72.81186
JUNGSFAG;Altagracia @ Altagracia de Sumapaz @ Altagracia de Suma Paz @ Altagraica de los Sutagaos @ Altagracia de los Utagaos;Jurisdiccion;1701;1775;Nuevo Reino de Granada;4.33241;-74.35951
JUNGSFBG;Bogota @ Sabana @ Fontibon;Partido;1701;1808;Nuevo Reino de Granada;4.7163;-74.21222
JUNGSFBZ;Boza @ Boza y Pasca @ Bosa;Partido;1701;1808;Nuevo Reino de Granada;4.60905;-74.18626
JUNGSFCA;Caqueza @ Ubaque;Partido;1701;1808;Nuevo Reino de Granada;4.40399;-73.947
JUNGSFGD;Guaduas @;Jurisdiccion;1701;1808;Nuevo Reino de Granada;5.06769;-74.59672
JUNGSFGD;Guaduas @;Partido;1777;1808;Nuevo Reino de Granada;5.06769;-74.59672
JUNGSFGV;Guatavita @ Choconta;Partido;1701;1808;Nuevo Reino de Granada;4.93456;-73.83186
JUNGSFPA;Pasca @ Pesca @ Fusagazuga @ Fusagasuga @ Sutagaos;Partido;1701;1775;Nuevo Reino de Granada;4.3088;-74.30009
JUNGSFSF;Santa Fe @ Santafe de Bogota;Jurisdiccion;1701;1808;Nuevo Reino de Granada;4.59744;-74.07475
JUNGSFSF;Santa Fe @ Santafe de Bogota;Partido;1701;1808;Nuevo Reino de Granada;4.59744;-74.07475
JUNGSFUB;Ubate @;Partido;1701;1808;Nuevo Reino de Granada;5.30702;-73.81524
JUNGSFZI;Zipaquira @ Zipaquira y Ubate @ Caxica @ Chia;Jurisdiccion;1756;1808;Nuevo Reino de Granada;5.02408;-74.00353
JUNGSFZI;Zipaquira @ Zipaquira y Ubate @ Caxica @ Chia;Partido;1701;1808;Nuevo Reino de Granada;5.02408;-74.00353
JUNGSFZI;Zipaquira @ Zipaquira y Ubate @ Caxica @ Chia;Provincia_menor;1692;1808;Nuevo Reino de Granada;5.02408;-74.00353
JUNGSMOC;Ocaña @;Jurisdiccion;1701;1808;Nuevo Reino de Granada;8.23532;-73.35395
JUNGSMOC;Ocaña @;Partido;1701;1808;Nuevo Reino de Granada;8.23532;-73.35395
JUNGSMRH;Riohacha @ Rio de la Hacha @ Rio Hacha;Jurisdiccion;1701;1808;Nuevo Reino de Granada;11.55133;-72.90891
JUNGSMRH;Riohacha @ Rio de la Hacha @ Rio Hacha;Partido;1701;1808;Nuevo Reino de Granada;11.55133;-72.90891
JUNGSMRH;Riohacha @ Rio de la Hacha @ Rio Hacha;Provincia;1789;1808;Nuevo Reino de Granada;11.55133;-72.90891
JUNGSMRH;Riohacha @ Rio de la Hacha @ Rio Hacha;Provincia_menor;1789;1808;Nuevo Reino de Granada;11.55133;-72.90891
JUNGSMSM;Santa Marta @;Jurisdiccion;1701;1808;Nuevo Reino de Granada;11.24327;-74.21052
JUNGSMSM;Santa Marta @;Partido;1701;1808;Nuevo Reino de Granada;11.24327;-74.21052
JUNGSMTA;Tamalameque @;Jurisdiccion;1701;1808;Nuevo Reino de Granada;8.85683;-73.81575
JUNGSMTA;Tamalameque @;Partido;1701;1808;Nuevo Reino de Granada;8.85683;-73.81575
JUNGSMTE;Tenerife @;Jurisdiccion;1701;1808;Nuevo Reino de Granada;9.90006;-74.85918
JUNGSMTE;Tenerife @;Partido;1701;1808;Nuevo Reino de Granada;9.90006;-74.85918
JUNGSMVA;Valledupar @ Valle de Upar;Jurisdiccion;1701;1808;Nuevo Reino de Granada;10.47744;-73.24501
JUNGSMVA;Valledupar @ Valle de Upar;Partido;1701;1808;Nuevo Reino de Granada;10.47744;-73.24501
JUNGSOSG;San Gil @;Jurisdiccion;1795;1808;Nuevo Reino de Granada;6.55529;-73.13124
JUNGSOSG;San Gil @;Partido;1701;1808;Nuevo Reino de Granada;6.55529;-73.13124
JUNGSOSO;Socorro @;Jurisdiccion;1701;1808;Nuevo Reino de Granada;6.46995;-73.26122
JUNGSOSO;Socorro @;Partido;1701;1808;Nuevo Reino de Granada;6.46995;-73.26122
JUNGSOVE;Velez @;Jurisdiccion;1701;1808;Nuevo Reino de Granada;6.01283;-73.67349
JUNGSOVE;Velez @;Partido;1701;1808;Nuevo Reino de Granada;6.01283;-73.67349
JUNGTUCH;Chita @ Rincon;Partido;1701;1808;Nuevo Reino de Granada;6.18697;-72.47261
JUNGTUCH;Chita @ Rincon;Provincia_menor;1700;1720;Nuevo Reino de Granada;6.18697;-72.47261
JUNGTUCV;Chivata @;Partido;1701;1808;Nuevo Reino de Granada;5.55853;-73.2826
JUNGTUDU;Duitama @ Mogotes y Sincelejo @ Cerinza;Partido;1701;1808;Nuevo Reino de Granada;5.82771;-73.03389
JUNGTUGA;Gameza @;Partido;1701;1808;Nuevo Reino de Granada;5.8027;-72.8057
JUNGTULE;Leyva @ Leiva @ Villa de Leyva;Jurisdiccion;1701;1808;Nuevo Reino de Granada;5.63329;-73.52365
JUNGTULE;Leyva @ Leiva @ Villa de Leyva;Partido;1701;1808;Nuevo Reino de Granada;5.63329;-73.52365
JUNGTUMU;Muzo @ Muso;Jurisdiccion;1701;1808;Nuevo Reino de Granada;5.53213;-74.10278
JUNGTUMU;Muzo @ Muso;Partido;1701;1808;Nuevo Reino de Granada;5.53213;-74.10278
JUNGTUPA;Paypa @ Paipa @ Combita @ Boabita @ Moabita;Partido;1701;1808;Nuevo Reino de Granada;5.78124;-73.1176
JUNGTUSA;Sachica @;Partido;1701;1808;Nuevo Reino de Granada;5.58307;-73.54247
JUNGTUSF;San Faustino de los Rios @ Chinatos @ San Justino;Jurisdiccion;1701;1808;Nuevo Reino de Granada;8.06064;-72.40569
JUNGTUSF;San Faustino de los Rios @ Chinatos @ San Justino;Partido;1701;1808;Nuevo Reino de Granada;8.06064;-72.40569
JUNGTUSF;San Faustino de los Rios @ Chinatos @ San Justino;Provincia;1662;1808;Nuevo Reino de Granada;8.06064;-72.40569
JUNGTUSF;San Faustino de los Rios @ Chinatos @ San Justino;Provincia_menor;1662;1808;Nuevo Reino de Granada;8.06064;-72.40569
JUNGTUSO;Sogamoso @ Sogamoso y Duitama;Jurisdiccion;1719;1808;Nuevo Reino de Granada;5.7143;-72.9339
JUNGTUSO;Sogamoso @ Sogamoso y Duitama;Partido;1701;1808;Nuevo Reino de Granada;5.7143;-72.9339
JUNGTUSO;Sogamoso @ Sogamoso y Duitama;Provincia_menor;1756;1808;Nuevo Reino de Granada;5.7143;-72.9339
JUNGTUTE;Tensa @ Tenza @ Suta @ Ycabuca @ Icabuca @ Icabuco;Partido;1701;1808;Nuevo Reino de Granada;5.07694;-73.41996
JUNGTUTM;Turmeque @;Partido;1701;1808;Nuevo Reino de Granada;5.32424;-73.49059
JUNGTUTU;Tunja @;Jurisdiccion;1701;1808;Nuevo Reino de Granada;5.53305;-73.36134
JUNGTUTU;Tunja @;Partido;1701;1808;Nuevo Reino de Granada;5.53305;-73.36134
JUNGTUVP;Vetas de Pamplona @ Bucaramanga @ Minas de Pamplona y Bucaramanga @ Betas @;Partido;1701;1794;Nuevo Reino de Granada;7.11855;-73.12248
JUNGTUVP;Vetas de Pamplona @ Bucaramanga @ Minas de Pamplona y Bucaramanga @ Betas @;Provincia_menor;1602;1794;Nuevo Reino de Granada;7.11855;-73.12248
JUNGVEAL;Alange @ Alanje @ Al Angel @ Alanxe @ Alhanxe @ Provincia de Chiriqui;Jurisdiccion;1701;1808;Tierra Firme;8.4008;-82.5571
JUNGVEAL;Alange @ Alanje @ Al Angel @ Alanxe @ Alhanxe @ Provincia de Chiriqui;Partido;1701;1808;Tierra Firme;8.4008;-82.5571
JUNGVERE;Pueblo Nuevo @ Remedios;Jurisdiccion;1701;1756;Tierra Firme;8.22601;-81.8322
JUNGVERE;Pueblo Nuevo @ Remedios;Partido;1701;1756;Tierra Firme;8.22601;-81.8322
JUNGVEVE;Veragua @ Veraguas;Jurisdiccion;1701;1808;Tierra Firme;8.10932;-80.98146
JUNGVEVE;Veragua @ Veraguas;Partido;1701;1808;Tierra Firme;8.10932;-80.98146
JUPEARAC;Arica @ San Marcos de Arica @ Ilo, Tarapacá y Arica;Jurisdiccion;1701;1808;Peru;-18.47802;-70.32072
JUPEARAC;Arica @ San Marcos de Arica @ Ilo, Tarapacá y Arica;Partido;1701;1808;Peru;-18.47802;-70.32072
JUPEARAC;Arica @ San Marcos de Arica @ Ilo, Tarapacá y Arica;Provincia_menor;1583;1783;Peru;-18.47802;-70.32072
JUPEARAR;Arequipa @;Jurisdiccion;1583;1808;Peru;-16.39822;-71.53673
JUPEARAR;Arequipa @;Partido;1636;1808;Peru;-16.39822;-71.53673
JUPEARAR;Arequipa @;Provincia_menor;1583;1783;Peru;-16.39822;-71.53673
JUPEARCA;Camana @;Jurisdiccion;1701;1808;Peru;-16.62243;-72.71077
JUPEARCA;Camana @;Partido;1701;1808;Peru;-16.62243;-72.71077
JUPEARCA;Camana @;Provincia_menor;1583;1783;Peru;-16.62243;-72.71077
JUPEARCG;Collaguas @ Cailloma @ Cabanaconde;Jurisdiccion;1701;1808;Peru;-15.18983;-71.77264
JUPEARCG;Collaguas @ Cailloma @ Cabanaconde;Partido;1701;1808;Peru;-15.18983;-71.77264
JUPEARCG;Collaguas @ Cailloma @ Cabanaconde;Provincia_menor;1583;1783;Peru;-15.18983;-71.77264
JUPEARCS;Condesuyos @;Jurisdiccion;1701;1808;Peru;-15.84147;-72.65165
JUPEARCS;Condesuyos @;Partido;1701;1808;Peru;-15.84147;-72.65165
JUPEARCS;Condesuyos @;Provincia_menor;1583;1783;Peru;-15.84147;-72.65165
JUPEARCV;Characato y Vitor @;Partido;1565;1635;Peru;90;0
JUPEARCV;Characato y Vitor @;Provincia_menor;1565;1635;Peru;90;0
JUPEARMO;Moquegua @ Carumas y Ubinas @ Collesuyo @ Moqueua @ Moquehua @ Ubinas;Jurisdiccion;1701;1808;Peru;-16.38673;-70.85716
JUPEARMO;Moquegua @ Carumas y Ubinas @ Collesuyo @ Moqueua @ Moquehua @ Ubinas;Partido;1701;1808;Peru;-16.38673;-70.85716
JUPEARMO;Moquegua @ Carumas y Ubinas @ Collesuyo @ Moqueua @ Moquehua @ Ubinas;Provincia_menor;1583;1783;Peru;-16.38673;-70.85716
JUPEARTA;Tarapaca @;Jurisdiccion;1768;1808;Peru;-19.9249;-69.5106
JUPEARTA;Tarapaca @;Partido;1768;1808;Peru;-19.9249;-69.5106
JUPEARTA;Tarapaca @;Provincia_menor;1768;1783;Peru;-19.9249;-69.5106
JUPECUAB;Abancay @ Anta;Jurisdiccion;1701;1808;Peru;-13.63335;-72.88331
JUPECUAB;Abancay @ Anta;Partido;1701;1808;Peru;-13.63335;-72.88331
JUPECUAB;Abancay @ Anta;Provincia_menor;1583;1783;Peru;-13.63335;-72.88331
JUPECUAY;Aymaraes @;Jurisdiccion;1701;1808;Peru;-14.29493;-73.24415
JUPECUAY;Aymaraes @;Partido;1701;1808;Peru;-14.29493;-73.24415
JUPECUAY;Aymaraes @;Provincia_menor;1583;1783;Peru;-14.29493;-73.24415
JUPECUCB;Cotabambas @ Omasayos @ Cotabambas y Omsuyos;Jurisdiccion;1701;1808;Peru;-13.94618;-72.17461
JUPECUCB;Cotabambas @ Omasayos @ Cotabambas y Omsuyos;Partido;1701;1808;Peru;-13.94618;-72.17461
JUPECUCB;Cotabambas @ Omasayos @ Cotabambas y Omsuyos;Provincia_menor;1583;1783;Peru;-13.94618;-72.17461
JUPECUCH;Chumbivilcas @ Condesuyos de Cuzco @ Chumbibilcas;Jurisdiccion;1701;1808;Peru;-14.45035;-72.08182
JUPECUCH;Chumbivilcas @ Condesuyos de Cuzco @ Chumbibilcas;Partido;1701;1808;Peru;-14.45035;-72.08182
JUPECUCH;Chumbivilcas @ Condesuyos de Cuzco @ Chumbibilcas;Provincia_menor;1583;1783;Peru;-14.45035;-72.08182
JUPECUCL;Calca y Lares @ Calcailares @ Yucay @ valle de Yucao;Jurisdiccion;1701;1808;Peru;-13.32131;-71.95584
JUPECUCL;Calca y Lares @ Calcailares @ Yucay @ valle de Yucao;Partido;1701;1808;Peru;-13.32131;-71.95584
JUPECUCL;Calca y Lares @ Calcailares @ Yucay @ valle de Yucao;Provincia_menor;1574;1783;Peru;-13.32131;-71.95584
JUPECUCU;Cuzco @;Jurisdiccion;1701;1808;Peru;-13.51672;-71.97888
JUPECUCU;Cuzco @;Partido;1701;1808;Peru;-13.51672;-71.97888
JUPECUCU;Cuzco @;Provincia_menor;1548;1783;Peru;-13.51672;-71.97888
JUPECUPA;Chilques y Masques @ Paruro;Jurisdiccion;1701;1808;Peru;-13.76152;-71.84768
JUPECUPA;Chilques y Masques @ Paruro;Partido;1701;1808;Peru;-13.76152;-71.84768
JUPECUPA;Chilques y Masques @ Paruro;Provincia_menor;1583;1783;Peru;-13.76152;-71.84768
JUPECUPT;Paucartambo @ Los Andes @ Andes del Cuzco;Jurisdiccion;1701;1808;Peru;-13.31759;-71.59574
JUPECUPT;Paucartambo @ Los Andes @ Andes del Cuzco;Partido;1701;1808;Peru;-13.31759;-71.59574
JUPECUPT;Paucartambo @ Los Andes @ Andes del Cuzco;Provincia_menor;1583;1783;Peru;-13.31759;-71.59574
JUPECUQU;Quispicanchis @ Andahuaylillas @ Quispicanche @ Canches @ Canchis;Jurisdiccion;1701;1808;Peru;-13.68785;-71.62563
JUPECUQU;Quispicanchis @ Andahuaylillas @ Quispicanche @ Canches @ Canchis;Partido;1701;1808;Peru;-13.68785;-71.62563
JUPECUQU;Quispicanchis @ Andahuaylillas @ Quispicanche @ Canches @ Canchis;Provincia_menor;1583;1783;Peru;-13.68785;-71.62563
JUPECUTI;Tinta @ Canas y Canchis @ Canas @ Canas y Canches;Jurisdiccion;1701;1808;Peru;-14.14473;-71.40634
JUPECUTI;Tinta @ Canas y Canchis @ Canas @ Canas y Canches;Partido;1701;1808;Peru;-14.14473;-71.40634
JUPECUTI;Tinta @ Canas y Canchis @ Canas @ Canas y Canches;Provincia_menor;1583;1783;Peru;-14.14473;-71.40634
JUPECUUR;Urubamba @;Jurisdiccion;1741;1808;Peru;-13.30573;-72.11577
JUPECUUR;Urubamba @;Partido;1741;1808;Peru;-13.30573;-72.11577
JUPECUUR;Urubamba @;Provincia_menor;1741;1783;Peru;-13.30573;-72.11577
JUPECUVI;Vilcabamba @;Jurisdiccion;1781;1783;Peru;-13.12363;-72.9621
JUPECUVI;Vilcabamba @;Partido;1701;1808;Peru;-13.12363;-72.9621
JUPECUVI;Vilcabamba @;Provincia;1572;1613;Peru;-13.12363;-72.9621
JUPECUVI;Vilcabamba @;Provincia_mayor;1572;1613;Peru;-13.12363;-72.9621
JUPECUVI;Vilcabamba @;Provincia_menor;1572;1783;Peru;-13.12363;-72.9621
JUPEHUAH;Andahuaylas @;Jurisdiccion;1701;1808;Peru;-13.65733;-73.38328
JUPEHUAH;Andahuaylas @;Partido;1701;1808;Peru;-13.65733;-73.38328
JUPEHUAH;Andahuaylas @;Provincia_menor;1701;1783;Peru;-13.65733;-73.38328
JUPEHUAN;Anco @;Jurisdiccion;1784;1808;Peru;-13.11662;-73.69042
JUPEHUAN;Anco @;Partido;1784;1808;Peru;-13.11662;-73.69042
JUPEHUCA;Cangallo @ Vilcas Huaman @ Vilcashuaman @ Hananchilques;Jurisdiccion;1701;1808;Peru;-13.65306;-73.95394
JUPEHUCA;Cangallo @ Vilcas Huaman @ Vilcashuaman @ Hananchilques;Partido;1701;1808;Peru;-13.65306;-73.95394
JUPEHUCA;Cangallo @ Vilcas Huaman @ Vilcashuaman @ Hananchilques;Provincia_menor;1701;1783;Peru;-13.65306;-73.95394
JUPEHUHT;Huanta @ Azangaro @ Asangaro;Jurisdiccion;1701;1808;Peru;-12.93873;-74.24751
JUPEHUHT;Huanta @ Azangaro @ Asangaro;Partido;1701;1808;Peru;-12.93873;-74.24751
JUPEHUHT;Huanta @ Azangaro @ Asangaro;Provincia_menor;1583;1783;Peru;-12.93873;-74.24751
JUPEHUHU;Huamanga @;Jurisdiccion;1701;1808;Peru;-13.16076;-74.2249
JUPEHUHU;Huamanga @;Partido;1701;1808;Peru;-13.16076;-74.2249
JUPEHUHU;Huamanga @;Provincia_menor;1701;1783;Peru;-13.16076;-74.2249
JUPEHULU;Lucanas @ Lucanas, Soros y Andamarcas;Jurisdiccion;1701;1808;Peru;-14.62042;-74.23257
JUPEHULU;Lucanas @ Lucanas, Soros y Andamarcas;Partido;1701;1808;Peru;-14.62042;-74.23257
JUPEHULU;Lucanas @ Lucanas, Soros y Andamarcas;Provincia_menor;1701;1783;Peru;-14.62042;-74.23257
