gz_id;Entidad_ID;Nivel;tipo;Label;lat;lon;START;END_;C_START;C_END;tipolink;Cabecera;fuente_ID;template;Nivel_START;Nivel_END
3000175;JUSDSDMC;Partido;Jurisdiccion;Montecristi;19.8503530001;-71.6442020003;1751;1751;1751;1751;conceptos:jurisdiccion;Monte Cristi;;[[:gazetteer:3000175|Monte Cristi]] (1751-1751);1751;1799
3000175;JUSDSDMC;Partido;Jurisdiccion;Montecristi;19.8503530001;-71.6442020003;1752;1764;1752;1764;conceptos:jurisdiccion;Monte Cristi;;[[:gazetteer:3000175|Monte Cristi]] (1752-1764);1751;1799
3000176;JUSDSDSS;Partido;Gobernacion de Armas;Samana;19.2042349996;-69.3350839999;1756;1759;1756;1759;conceptos:jurisdiccion_militar;Samana;;[[:gazetteer:3000176|Samana]] (1756-1759);1701;1759
3000176;JUSDSDSS;Jurisdiccion;Gobernacion de Armas-Tenencia de gobierno;Samana;19.2042349996;-69.3350839999;1765;1794;1765;1794;conceptos:jurisdiccion_militar;Samana;;[[:gazetteer:3000176|Samana]] (1765-1794);1765;1799
3000176;PTSDSDSM;Partido;Partido;Samana;19.2042349996;-69.3350839999;1760;1794;1756;1794;conceptos:cabecera;Samana;;[[:gazetteer:3000176|Samana]] (1756-1794);1760;1799
3000178;JUSDSDLM;Partido;Jurisdiccion;La Maguana;18.4816550003;-71.4203299997;1758;1759;1758;1759;conceptos:jurisdiccion;Neiba;;[[:gazetteer:3000178|Neiba]] (1758-1759);1758;1799
3000178;JUSDSDLM;Partido;Jurisdiccion;La Maguana;18.4816550003;-71.4203299997;1760;1773;1760;1773;conceptos:jurisdiccion;Neiba;;[[:gazetteer:3000178|Neiba]] (1760-1773);1758;1799
3000178;JUSDSDLM;Partido;Tenencia de gobierno;La Maguana;18.4816550003;-71.4203299997;1774;1794;1774;1794;conceptos:partido;Neiba;;[[:gazetteer:3000178|Neiba]] (1774-1794);1758;1799
3000178;JUSDSDNE;Partido;Jurisdiccion;Neiba;18.4816550003;-71.4203299997;1760;1794;1760;1794;conceptos:jurisdiccion;Neiba;;[[:gazetteer:3000178|Neiba]] (1760-1794);1760;1799
3000179;PTSDSDSB;Partido;Partido;Sabana de Mar;19.0618660002;-69.3903780002;1760;1761;1760;1761;conceptos:partido;Sabana de la Mar;;[[:gazetteer:3000179|Sabana de la Mar]] (1760-1761);1760;1808
3000179;PTSDSDSB;Partido;Partido;Sabana de Mar;19.0618660002;-69.3903780002;1762;1794;1762;1794;conceptos:partido;Sabana de la Mar;;[[:gazetteer:3000179|Sabana de la Mar]] (1762-1794);1760;1808
3000180;PTSDSDLC;Partido;Partido;Las Cahobas;18.8298819997;-71.9358050001;1769;1794;1769;1794;conceptos:partido;Las Caobas;;[[:gazetteer:3000180|Las Caobas]] (1769-1794);1769;1799
3000182;JUSDSDSR;Partido;Jurisdiccion;San Rafael;19.4376800001;-72.1998699998;1765;1794;1765;1794;conceptos:jurisdiccion;San Rafael de la Angostura;;[[:gazetteer:3000182|San Rafael de la Angostura]] (1765-1794);1765;1799
3000183;JUSDSDFN;Jurisdiccion;Gobernacion de Armas-Tenencia de gobierno;Frontera del Norte;19.5501379998;-71.7039069999;1765;1794;1765;1794;conceptos:jurisdiccion_militar;Dajabon;;[[:gazetteer:3000183|Dajabon]] (1765-1794);1765;1799
3000192;PTSDPRGN;Jurisdiccion;Partido politico;Guaynabo;18.366921;-66.1139500003;1769;1808;1769;9999;conceptos:partido;Guaynabo;;[[:gazetteer:3000192|Guaynabo]] (1769-9999);1769;1808
3000192;PTSDPRGN;Partido;Partido politico;Guaynabo;18.366921;-66.1139500003;1769;1808;1769;9999;conceptos:partido;Guaynabo;;[[:gazetteer:3000192|Guaynabo]] (1769-9999);1769;1808
3000193;PTSDPRBY;Jurisdiccion;Partido politico;Bayamon;18.3987550003;-66.1559560003;1772;1808;1772;9999;conceptos:partido;Bayamon;;[[:gazetteer:3000193|Bayamon]] (1772-9999);1772;1808
3000193;PTSDPRBY;Partido;Partido politico;Bayamon;18.3987550003;-66.1559560003;1772;1808;1772;9999;conceptos:partido;Bayamon;;[[:gazetteer:3000193|Bayamon]] (1772-9999);1701;1808
3000193;PTSDPRBY;Partido;Tenencia a Guerra;Ribera de Bayamon;18.3987550003;-66.1559560003;1701;1771;1111;1771;conceptos:partido;Bayamon;;[[:gazetteer:3000193|Bayamon]] (1111-1771);1701;1808
3000194;PTSDPRTA;Jurisdiccion;Partido politico;Toa Alta;18.388705;-66.2479680004;1751;9999;1751;9999;conceptos:partido;Toa alta;;[[:gazetteer:3000194|Toa alta]] (1751-9999);1751;9999
3000194;PTSDPRTA;Partido;Partido politico;Toa Alta;18.388705;-66.2479680004;1751;1808;1751;9999;conceptos:partido;Toa alta;;[[:gazetteer:3000194|Toa alta]] (1751-9999);1751;1808
3000195;PTSDPRTB;Jurisdiccion;Partido politico;Toa Baja;18.4443660002;-66.2547900003;1745;1808;1745;9999;conceptos:partido;Toa baja;;[[:gazetteer:3000195|Toa baja]] (1745-9999);1745;1808
3000195;PTSDPRTB;Partido;Partido politico;Toa Baja;18.4443660002;-66.2547900003;1745;1808;1745;9999;conceptos:partido;Toa baja;;[[:gazetteer:3000195|Toa baja]] (1745-9999);1745;1808
3000196;PTSDPRVB;Partido;Partido;La Vega;18.4445309997;-66.3875869998;1775;1778;1775;1778;conceptos:partido;Vega baja;;[[:gazetteer:3000196|Vega baja]] (1775-1778);1775;1808
3000196;PTSDPRVB;Jurisdiccion;Partido politico;La Vega;18.4445309997;-66.3875869998;1780;1793;1779;1793;conceptos:partido;Vega baja;;[[:gazetteer:3000196|Vega baja]] (1779-1793);1780;1808
3000196;PTSDPRVB;Partido;Partido politico;La Vega;18.4445309997;-66.3875869998;1779;1793;1779;1793;conceptos:partido;Vega baja;;[[:gazetteer:3000196|Vega baja]] (1779-1793);1775;1808
3000196;PTSDPRVB;Jurisdiccion;Partido politico;La Vega;18.4445309997;-66.3875869998;1794;1798;1794;1798;conceptos:partido;Vega baja;;[[:gazetteer:3000196|Vega baja]] (1794-1798);1780;1808
3000196;PTSDPRVB;Partido;Partido politico;La Vega;18.4445309997;-66.3875869998;1794;1798;1794;1798;conceptos:partido;Vega baja;;[[:gazetteer:3000196|Vega baja]] (1794-1798);1775;1808
3000196;PTSDPRVB;Jurisdiccion;Partido politico;Vega Baja;18.4445309997;-66.3875869998;1799;1808;1799;9999;conceptos:partido;Vega baja;;[[:gazetteer:3000196|Vega baja]] (1799-9999);1780;1808
3000196;PTSDPRVB;Partido;Partido politico;Vega Baja;18.4445309997;-66.3875869998;1799;1808;1799;9999;conceptos:partido;Vega baja;;[[:gazetteer:3000196|Vega baja]] (1799-9999);1775;1808
