Entidad;Nombre;Variantes;tipo;Provincia_generica;Reg;WikiID;Redirect;Entidad_alternate;START;END_;Numero_corriente;GCath;CathHierarchy;viaf;Region;Nivel_default;Comentario;Lat_Capital;Lon_Capital
JCPAACEC;Acececa;Acececa @ Alcececa;Jurisdiccion;Panuco;NES;acececa_jurisdiccion_nes;~~REDIRECT>acececa_jurisdiccion_nes~~;PAACECJC;1545;1599;1524;;;;Nueva España;indefinido;;90;0
JCPACHTA;Chachapala y Tanquian;Chachapala y Tanquian @;Jurisdiccion;Panuco;NES;chachapala_y_tanquian_jurisdiccion_nes;~~REDIRECT>chachapala_y_tanquian_jurisdiccion_nes~~;PACHTAJC;1545;1599;1526;;;;Nueva España;indefinido;;90;0
JCPACUZC;Cuzcatlan;Cuzcatlan @;Jurisdiccion;Panuco;NES;cuzcatlan_jurisdiccion_nes;~~REDIRECT>cuzcatlan_jurisdiccion_nes~~;PACUZCJC;1536;1599;1525;;;;Nueva España;indefinido;;90;0
JCPAGUAX;Guaxutla;Guaxutla @;Jurisdiccion;Panuco;NES;guaxutla_jurisdiccion_nes;~~REDIRECT>guaxutla_jurisdiccion_nes~~;PAGUAXJC;1548;1599;1527;;;;Nueva España;indefinido;;90;0
JCPANANA;Nanaguautla;Nanaguautla @;Jurisdiccion;Panuco;NES;nanaguautla_jurisdiccion_nes;~~REDIRECT>nanaguautla_jurisdiccion_nes~~;PANANAJC;1545;1599;1528;;;;Nueva España;indefinido;;90;0
JCPANETU;Nexpa y Tauzan;Nexpa y Tauzan @ Nespa y Tauzan;Jurisdiccion;Panuco;NES;nexpa_y_tauzan_jurisdiccion_nes;~~REDIRECT>nexpa_y_tauzan_jurisdiccion_nes~~;PANETUJC;1555;1599;1529;;;;Nueva España;indefinido;;90;0
JCPAPICI;Piastla y Ciguala;Piastla y Ciguala @ Piaxtla y Cihuala;Jurisdiccion;Panuco;NES;piastla_y_ciguala_jurisdiccion_nes;~~REDIRECT>piastla_y_ciguala_jurisdiccion_nes~~;PAPICIJC;1548;1599;1530;;;;Nueva España;indefinido;;90;0
JCPATAHU;Tanchinamol y Huesco;Tanchinamol y Huesco @;Jurisdiccion;Panuco;NES;tanchinamol_y_huesco_jurisdiccion_nes;~~REDIRECT>tanchinamol_y_huesco_jurisdiccion_nes~~;PATAHUJC;1545;1599;1537;;;;Nueva España;indefinido;;90;0
JCPATAME;Tanchoy y Mezquitlan;Tanchoy y Mezquitlan @;Jurisdiccion;Panuco;NES;tanchoy_y_mezquitlan_jurisdiccion_nes;~~REDIRECT>tanchoy_y_mezquitlan_jurisdiccion_nes~~;PATAMEJC;1545;1599;1538;;;;Nueva España;indefinido;;90;0
JCPATAMI;Tamintla;Tamintla @;Jurisdiccion;Panuco;NES;tamintla_jurisdiccion_nes;~~REDIRECT>tamintla_jurisdiccion_nes~~;PATAMIJC;1548;1599;1533;;;;Nueva España;indefinido;;90;0
JCPATAMN;Tamohi;Tamohi @ Tamoin;Jurisdiccion;Panuco;NES;tamohi_jurisdiccion_nes;~~REDIRECT>tamohi_jurisdiccion_nes~~;PATAMNJC;1543;1599;1534;;;;Nueva España;indefinido;;90;0
JCPATANC;Tancuiname;Tancuiname @;Jurisdiccion;Panuco;NES;tancuiname_jurisdiccion_nes;~~REDIRECT>tancuiname_jurisdiccion_nes~~;PATANCJC;1545;1599;1536;;;;Nueva España;indefinido;;90;0
JCPATATE;Tecuinche y Texupespa;Tecuinche y Texupespa @;Jurisdiccion;Panuco;NES;tecuinche_y_texupespa_jurisdiccion_nes;~~REDIRECT>tecuinche_y_texupespa_jurisdiccion_nes~~;PATATEJC;1545;1599;1535;;;;Nueva España;indefinido;;90;0
JCPATEMP;Tempoal;Tempoal @;Jurisdiccion;Panuco;NES;tempoal_jurisdiccion_nes;~~REDIRECT>tempoal_jurisdiccion_nes~~;PATEMPJC;1564;1599;1540;;;;Nueva España;indefinido;;90;0
JCPATLAC;Tlacolula;Tlacolula @;Jurisdiccion;Panuco;NES;tlacolula_jurisdiccion_nes;~~REDIRECT>tlacolula_jurisdiccion_nes~~;PATLACJC;1545;1599;1541;;;;Nueva España;indefinido;;90;0
JCPATMHP;Tamaholipa;Tamaholipa @;Jurisdiccion;Panuco;NES;tamaholipa_jurisdiccion_nes;~~REDIRECT>tamaholipa_jurisdiccion_nes~~;PATMHPJC;1547;1599;1532;;;;Nueva España;indefinido;;90;0
JCPATNHZ;Tanhuiz;Tanhuiz @ Tanhuis;Jurisdiccion;Panuco;NES;tanhuiz_jurisdiccion_nes;~~REDIRECT>tanhuiz_jurisdiccion_nes~~;PATNHZJC;1565;1599;1539;;;;Nueva España;indefinido;;90;0
JCPATTATA;Tamahol y Tamotlan;Tamahol y Tamotlan @;Jurisdiccion;Panuco;NES;tamahol_y_tamotlan_jurisdiccion_nes;~~REDIRECT>tamahol_y_tamotlan_jurisdiccion_nes~~;ATTATAJC;1545;1599;1531;;;;Nueva España;indefinido;;90;0
JCPAXILI;Xilitla;Xilitla @ Xalitla;Jurisdiccion;Panuco;NES;xilitla_jurisdiccion_nes;~~REDIRECT>xilitla_jurisdiccion_nes~~;PAXILIJC;1536;1590;1542;;;;Nueva España;Jurisdiccion;;90;0
JCPAXOCU;Xocutla;Xocutla @;Jurisdiccion;Panuco;NES;xocutla_jurisdiccion_nes;~~REDIRECT>xocutla_jurisdiccion_nes~~;PAXOCUJC;1545;1599;1543;;;;Nueva España;indefinido;;90;0
JMNEMXTT;Teloloapa;Teloloapa @ Teloloapa y Totoltepec @ Tululuava @ Teloloava;Jurisdiccion;Mexico;NES;teloloapa_jurisdiccion_nes;~~REDIRECT>teloloapa_jurisdiccion_nes~~;NEMXTTJM;1531;1579;1501;;;;Nueva España;Jurisdiccion;;18.36694;-99.87306
JMNGANSA;Valle de San Andres de Cauca;Valle de San Andres de Cauca @ Espiritu Santo;Partido;Antioquia;NGR;valle_de_san_andres_de_cauca_partido_ngr;~~REDIRECT>valle_de_san_andres_de_cauca_partido_ngr~~;NGANSAJM;1789;1808;171;;;;Nuevo Reino de Granada;Partido;;6.91298;-75.67631
JMNGANSB;San Bartolome;San Bartolome @;Partido;Antioquia;NGR;san_bartolome_partido_ngr;~~REDIRECT>san_bartolome_partido_ngr~~;NGANSBJM;1789;1808;172;;;;Nuevo Reino de Granada;Partido;;6.6348;-74.37429
JMNGCASB;San Basilio;San Basilio @ Palenque;Jurisdiccion;Cartagena;NGR;san_basilio_jurisdiccion_ngr;~~REDIRECT>san_basilio_jurisdiccion_ngr~~;NGCASBJM;1111;1808;1382;;;;Nuevo Reino de Granada;indefinido;;10.10433;-75.19884
JMNGCHBA;Baudo;Baudo @;Jurisdiccion;Choco;NGR;baudo_jurisdiccion_ngr;~~REDIRECT>baudo_jurisdiccion_ngr~~;NGCHBAJM;1111;1808;173;;;;Nuevo Reino de Granada;Partido;;5.0515;-77.0442
JMNGCHBB;Bebara y Bete;Bebara y Bete @ Biruquete @ Bete, Bebara y Cupica;Jurisdiccion;Choco;NGR;bebara_y_bete_jurisdiccion_ngr;~~REDIRECT>bebara_y_bete_jurisdiccion_ngr~~;NGCHBBJM;1575;1808;174;;;;Nuevo Reino de Granada;Partido;;6.0915;-76.5712
JMNGCHBE;Bete;Bete @ Bete;Jurisdiccion;Choco;NGR;bete_jurisdiccion_ngr;~~REDIRECT>bete_jurisdiccion_ngr~~;NGCHBEJM;1753;1786;1454;;;;Nuevo Reino de Granada;indefinido;;6.0915;-76.5712
JMNGCHBR;Los Brazos;Los Brazos @;Jurisdiccion;Choco;NGR;los_brazos_jurisdiccion_ngr;~~REDIRECT>los_brazos_jurisdiccion_ngr~~;NGCHBRJM;1701;1793;175;;;;Nuevo Reino de Granada;Partido;;4.96158;-76.49682
JMNGCHCH;Tatama;Tatama @ Chami;Jurisdiccion;Choco;NGR;chami_jurisdiccion_ngr;~~REDIRECT>chami_jurisdiccion_ngr~~;NGCHCHJM;1575;1808;176;;;;Nuevo Reino de Granada;Jurisdiccion;;5.34243;-76.0953
JMNGCHGU;Pabarando;Pabarando @ Guirior @ Pebarando @ Pavarando @ San Manuel de Villanueva de Guirior de Pavarando;Jurisdiccion;Choco;NGR;pabarando_jurisdiccion_ngr;~~REDIRECT>pabarando_jurisdiccion_ngr~~;NGCHGUJM;1776;1805;177;;;;Nuevo Reino de Granada;Partido;;7.2761;-76.5622
JMNGCHLL;Lloro;Lloro @;Jurisdiccion;Choco;NGR;lloro_jurisdiccion_ngr;~~REDIRECT>lloro_jurisdiccion_ngr~~;NGCHLLJM;1111;1808;178;;;;Nuevo Reino de Granada;Partido;;5.49994;-76.54253
JMNGCHMU;Murri;Murri @ Murry;Jurisdiccion;Choco;NGR;murri_jurisdiccion_ngr;~~REDIRECT>murri_jurisdiccion_ngr~~;NGCHMUJM;1701;1808;179;;;;Nuevo Reino de Granada;Partido;;6.58641;-76.89693
JMNGCHNN;Noanama;Noanama @;Jurisdiccion;Choco;NGR;noanama_jurisdiccion_ngr;~~REDIRECT>noanama_jurisdiccion_ngr~~;NGCHNNJM;1701;1808;180;;;;Nuevo Reino de Granada;Partido;;4.69004;-76.93564
JMNGCHNO;Novita;Novita @;Partido;Choco;NGR;novita_jurisdiccion_ngr;~~REDIRECT>novita_jurisdiccion_ngr~~;NGCHNOJM;1709;1808;181;;;;Nuevo Reino de Granada;Partido;;4.95468;-76.60592
JMNGCHQU;Quibdo;Quibdo @;Jurisdiccion;Choco;NGR;quibdo_jurisdiccion_ngr;~~REDIRECT>quibdo_jurisdiccion_ngr~~;NGCHQUJM;1701;1808;53;;;;Nuevo Reino de Granada;Partido;;5.6869;-76.65836
JMNGCHSI;Sipi;Sipi @ Zipi;Jurisdiccion;Choco;NGR;sipi_jurisdiccion_ngr;~~REDIRECT>sipi_jurisdiccion_ngr~~;NGCHSIJM;1111;1808;182;;;;Nuevo Reino de Granada;Partido;;4.6532;-76.6441
JMNGCHSO;San Onofre;San Onofre @ San Onofre de las Juntas @ Las Juntas;Jurisdiccion;Choco;NGR;san_onofre_jurisdiccion_ngr;~~REDIRECT>san_onofre_jurisdiccion_ngr~~;NGCHSOJM;1111;1808;183;;;;Nuevo Reino de Granada;Partido;;4.98458;-76.40413
JMNGCHTA;Tado;Tado @;Jurisdiccion;Choco;NGR;tado_jurisdiccion_ngr;~~REDIRECT>tado_jurisdiccion_ngr~~;NGCHTAJM;1575;1808;184;;;;Nuevo Reino de Granada;Partido;;5.2678;-76.5665
JUCCCBAR;Arque;Arque @;Jurisdiccion;Cochabamba;CHA;arque_jurisdiccion_cha;~~REDIRECT>arque_jurisdiccion_cha~~;CCCBARJU;1784;1808;185;;;;Charcas;Jurisdiccion;;-17.82121;-66.40426
JUCCCBAY;Ayopaya;Ayopaya @ Palca @ Hayopaya;Jurisdiccion;Cochabamba;CHA;ayopaya_jurisdiccion_cha;~~REDIRECT>ayopaya_jurisdiccion_cha~~;CCCBAYJU;1784;1808;186;;;;Charcas;Jurisdiccion;;-17.08415;-66.8194
JUCCCBCB;Cochabamba;Cochabamba @ Villa de Oropesa del Valle de Cochabamba;Jurisdiccion;Cochabamba;CHA;cochabamba_jurisdiccion_cha;~~REDIRECT>cochabamba_jurisdiccion_cha~~;CCCBCBJU;1583;1808;187;;;;Charcas;Jurisdiccion;;-17.39354;-66.15701
JUCCCBCH;Chiquitos;Chiquitos @;Jurisdiccion;Cochabamba;CHA;chiquitos_jurisdiccion_cha;~~REDIRECT>chiquitos_jurisdiccion_cha~~;CCCBCHJU;1701;1808;188;;;;Charcas;Jurisdiccion;;-16.58388;-60.6883
JUCCCBCL;Clisa;Clisa @ Tarata;Jurisdiccion;Cochabamba;CHA;clisa_jurisdiccion_cha;~~REDIRECT>clisa_jurisdiccion_cha~~;CCCBCLJU;1784;1808;189;;;;Charcas;Jurisdiccion;;-17.61152;-66.02339
JUCCCBMI;Mizque;Mizque @ Mizque y Pocona;Jurisdiccion;Cochabamba;CHA;mizque_jurisdiccion_cha;~~REDIRECT>mizque_jurisdiccion_cha~~;CCCBMIJU;1701;1808;190;;;;Charcas;Jurisdiccion;;-17.94273;-65.34171
JUCCCBMO;Moxos;Moxos @;Jurisdiccion;Cochabamba;CHA;moxos_jurisdiccion_cha;~~REDIRECT>moxos_jurisdiccion_cha~~;CCCBMOJU;1701;1808;191;;;;Charcas;Jurisdiccion;;-14.33771;-64.90305
JUCCCBSA;Sacaba;Sacaba @;Jurisdiccion;Cochabamba;CHA;sacaba_jurisdiccion_cha;~~REDIRECT>sacaba_jurisdiccion_cha~~;CCCBSAJU;1784;1808;192;;;;Charcas;Jurisdiccion;;-17.40389;-66.04037
JUCCCBSC;Santa Cruz de la Sierra;Santa Cruz de la Sierra @;Jurisdiccion;Cochabamba;CHA;santa_cruz_de_la_sierra_jurisdiccion_cha;~~REDIRECT>santa_cruz_de_la_sierra_jurisdiccion_cha~~;CCCBSCJU;1701;1808;193;;;;Charcas;Jurisdiccion;;-17.78369;-63.1821
JUCCCBTA;Tapacari;Tapacari @ Quillacollo;Jurisdiccion;Cochabamba;CHA;tapacari_jurisdiccion_cha;~~REDIRECT>tapacari_jurisdiccion_cha~~;CCCBTAJU;1784;1808;194;;;;Charcas;Jurisdiccion;;-17.51633;-66.62041
JUCCCBVG;Valle Grande;Valle Grande @ Vallegrande @ Valle-grande;Jurisdiccion;Cochabamba;CHA;valle_grande_jurisdiccion_cha;~~REDIRECT>valle_grande_jurisdiccion_cha~~;CCCBVGJU;1784;1808;195;;;;Charcas;Jurisdiccion;;-18.48515;-64.10837
JUCCCCCA;Carangas;Carangas @;Jurisdiccion;Charcas;CHA;carangas_jurisdiccion_cha;~~REDIRECT>carangas_jurisdiccion_cha~~;CCCCCAJU;1583;1808;196;;;;Charcas;Jurisdiccion;;-17.84333;-68.40861
JUCCCCCC;Chuquisaca;Chuquisaca @;Jurisdiccion;Charcas;CHA;chuquisaca_jurisdiccion_cha;~~REDIRECT>chuquisaca_jurisdiccion_cha~~;CCCCCCJU;1773;1808;197;;;;Charcas;Jurisdiccion;;-19.04786;-65.2596
JUCCCCOR;Oruro;Oruro @;Jurisdiccion;Charcas;CHA;oruro_jurisdiccion_cha;~~REDIRECT>oruro_jurisdiccion_cha~~;CCCCORJU;1612;1808;198;;;;Charcas;Jurisdiccion;;-17.96947;-67.11436
JUCCCCPA;Paria;Paria @;Jurisdiccion;Charcas;CHA;paria_jurisdiccion_cha;~~REDIRECT>paria_jurisdiccion_cha~~;CCCCPAJU;1583;1808;199;;;;Charcas;Jurisdiccion;;-19.63778;-67.67528
JUCCCCPB;Pomabamba;Pomabamba @;Jurisdiccion;Charcas;CHA;pomabamba_jurisdiccion_cha;~~REDIRECT>pomabamba_jurisdiccion_cha~~;CCCCPBJU;1754;1771;200;;;;Charcas;Jurisdiccion;;-20.105;-64.41444
JUCCCCPP;Pilaya y Paspaya;Pilaya y Paspaya @ Cinti @ Sinti;Jurisdiccion;Charcas;CHA;pilaya_y_paspaya_jurisdiccion_cha;~~REDIRECT>pilaya_y_paspaya_jurisdiccion_cha~~;CCCCPPJU;1685;1808;201;;;;Charcas;Jurisdiccion;;-20.63761;-65.20861
JUCCCCTO;Tomina;Tomina @;Jurisdiccion;Charcas;CHA;tomina_jurisdiccion_cha;~~REDIRECT>tomina_jurisdiccion_cha~~;CCCCTOJU;1583;1808;202;;;;Charcas;Jurisdiccion;;-19.18528;-64.46139
JUCCCCYA;Yamparaez;Yamparaez @ Amparaes @ Yamparaes @ Yamparaez y Villaverde;Jurisdiccion;Charcas;CHA;yamparaez_jurisdiccion_cha;~~REDIRECT>yamparaez_jurisdiccion_cha~~;CCCCYAJU;1583;1808;203;;;;Charcas;Jurisdiccion;;-19.18946;-65.12143
JUCCLPAP;Apolobamba;Apolobamba @ Caupolican @ Apolo;Jurisdiccion;La Paz;CHA;apolobamba_jurisdiccion_cha;~~REDIRECT>apolobamba_jurisdiccion_cha~~;CCLPAPJU;1701;1808;204;;;;Charcas;Jurisdiccion;;-14.71573;-68.41766
JUCCLPCH;Chulumani;Chulumani @ Yungas;Jurisdiccion;La Paz;CHA;chulumani_jurisdiccion_cha;~~REDIRECT>chulumani_jurisdiccion_cha~~;CCLPCHJU;1780;1808;205;;;;Charcas;Jurisdiccion;;-16.40988;-67.52546
JUCCLPLA;Larecaja;Larecaja @ Larecaja y Yungas;Jurisdiccion;La Paz;CHA;larecaja_jurisdiccion_cha;~~REDIRECT>larecaja_jurisdiccion_cha~~;CCLPLAJU;1583;1808;206;;;;Charcas;Jurisdiccion;;-15.77293;-68.65075
JUCCLPLP;La Paz;La Paz @;Jurisdiccion;La Paz;CHA;la_paz_jurisdiccion_cha;~~REDIRECT>la_paz_jurisdiccion_cha~~;CCLPLPJU;1583;1808;207;;;;Charcas;Jurisdiccion;;-16.49626;-68.13411
JUCCLPOM;Omasuyos;Omasuyos @ Llacxa @ Llacja;Jurisdiccion;La Paz;CHA;omasuyos_jurisdiccion_cha;~~REDIRECT>omasuyos_jurisdiccion_cha~~;CCLPOMJU;1583;1808;208;;;;Charcas;Jurisdiccion;;-16.04483;-68.68566
JUCCLPPA;Pacajes;Pacajes @ Berenguela;Jurisdiccion;La Paz;CHA;pacajes_jurisdiccion_cha;~~REDIRECT>pacajes_jurisdiccion_cha~~;CCLPPAJU;1583;1808;209;;;;Charcas;Jurisdiccion;;-17.02343;-68.60599
JUCCLPSI;Sicasica;Sicasica @ Caracollo;Jurisdiccion;La Paz;CHA;sicasica_jurisdiccion_cha;~~REDIRECT>sicasica_jurisdiccion_cha~~;CCLPSIJU;1583;1808;210;;;;Charcas;Jurisdiccion;;-17.33295;-67.73896
JUCCPOAT;Atacama;Atacama @ Atacama y Lipes @ Atacama, Lipez y Condes;Jurisdiccion;Potosi;CHA;atacama_jurisdiccion_cha;~~REDIRECT>atacama_jurisdiccion_cha~~;CCPOATJU;1583;1808;211;;;;Charcas;Jurisdiccion;;-22.91069;-68.20009
JUCCPOCH;Chichas;Chichas @ Chichas;Jurisdiccion;Potosi;CHA;chichas_jurisdiccion_cha;~~REDIRECT>chichas_jurisdiccion_cha~~;CCPOCHJU;1701;1808;212;;;;Charcas;Jurisdiccion;;-21.44284;-65.72057
JUCCPOCY;Chayanta;Chayanta @ Charcas;Jurisdiccion;Potosi;CHA;chayanta_jurisdiccion_cha;~~REDIRECT>chayanta_jurisdiccion_cha~~;CCPOCYJU;1583;1808;213;;;;Charcas;Jurisdiccion;;-18.46087;-66.44305
JUCCPOLI;Lipes;Lipes @ Lipez;Jurisdiccion;Potosi;CHA;lipes_jurisdiccion_cha;~~REDIRECT>lipes_jurisdiccion_cha~~;CCPOLIJU;1111;1808;214;;;;Charcas;Jurisdiccion;;-21.87352;-66.88254
JUCCPOPO;Potosi;Potosi @ Villa imperial @ La Plata y Villa imperial;Jurisdiccion;Potosi;CHA;potosi_jurisdiccion_cha;~~REDIRECT>potosi_jurisdiccion_cha~~;CCPOPOJU;1583;1808;215;;;;Charcas;Jurisdiccion;;-19.58928;-65.75351
JUCCPOPR;Porco;Porco @;Jurisdiccion;Potosi;CHA;porco_jurisdiccion_cha;~~REDIRECT>porco_jurisdiccion_cha~~;CCPOPRJU;1583;1808;216;;;;Charcas;Jurisdiccion;;-19.79444;-65.50583
JUCCPOTA;Tarija;Tarija @ Chichas y Tarija;Jurisdiccion;Potosi;CHA;tarija_jurisdiccion_cha;~~REDIRECT>tarija_jurisdiccion_cha~~;CCPOTAJU;1583;1808;217;;;;Charcas;Jurisdiccion;;-21.53303;-64.73607
JUCCPUAZ;Azangaro;Azangaro @ Azangaro y Asillo @ Collasuyo;Jurisdiccion;Puno;CHA;azangaro_jurisdiccion_cha;~~REDIRECT>azangaro_jurisdiccion_cha~~;CCPUAZJU;1583;1808;218;;;;Charcas;Jurisdiccion;;-14.91008;-70.19178
JUCCPUCA;Carabaya;Carabaya @ Carabaya y San Gaban;Jurisdiccion;Puno;CHA;carabaya_jurisdiccion_cha;~~REDIRECT>carabaya_jurisdiccion_cha~~;CCPUCAJU;1574;1808;219;;;;Charcas;Jurisdiccion;;-14.32372;-69.46401
JUCCPUCH;Chucuito;Chucuito @;Jurisdiccion;Puno;CHA;chucuito_jurisdiccion_cha;~~REDIRECT>chucuito_jurisdiccion_cha~~;CCPUCHJU;1565;1808;220;;;;Charcas;Jurisdiccion;;-15.89448;-69.89002
JUCCPUHU;Huancane;Huancane @ Puno @ Guancane @ Paucarcolla;Jurisdiccion;Puno;CHA;huancane_jurisdiccion_cha;~~REDIRECT>huancane_jurisdiccion_cha~~;CCPUHUJU;1583;1808;221;;;;Charcas;Jurisdiccion;;-15.20377;-69.76184
JUCCPULA;Lampa;Lampa @ Cabana y Cabanilla @ Urcosuyo;Jurisdiccion;Puno;CHA;lampa_jurisdiccion_cha;~~REDIRECT>lampa_jurisdiccion_cha~~;CCPULAJU;1574;1808;222;;;;Charcas;Jurisdiccion;;-15.36476;-70.36726
JUCHCOAR;Frontera de Arauco;Frontera de Arauco @;Jurisdiccion;Concepcion;CHL;frontera_de_arauco_jurisdiccion_chl;~~REDIRECT>frontera_de_arauco_jurisdiccion_chl~~;CHCOARJU;1701;1774;170;;;;Chile;Jurisdiccion;;90;0
JUCHCOCH;Chillan;Chillan @;Jurisdiccion;Concepcion;CHL;chillan_jurisdiccion_chl;~~REDIRECT>chillan_jurisdiccion_chl~~;CHCOCHJU;1593;1808;223;;;;Chile;Jurisdiccion;;-36.62288;-72.13178
JUCHCOCO;Concepcion;Concepcion @;Jurisdiccion;Concepcion;CHL;concepcion_jurisdiccion_chl;~~REDIRECT>concepcion_jurisdiccion_chl~~;CHCOCOJU;1568;1808;224;;;;Chile;Jurisdiccion;;-36.82717;-73.05012
JUCHCOCQ;Cauquenes;Cauquenes @;Jurisdiccion;Concepcion;CHL;cauquenes_jurisdiccion_chl;~~REDIRECT>cauquenes_jurisdiccion_chl~~;CHCOCQJU;1768;1808;225;;;;Chile;Jurisdiccion;;-35.96715;-72.31553
JUCHCOIL;Isla de la Laja;Isla de la Laja @ Laja;Jurisdiccion;Concepcion;CHL;isla_de_la_laja_jurisdiccion_chl;~~REDIRECT>isla_de_la_laja_jurisdiccion_chl~~;CHCOILJU;1793;1808;226;;;;Chile;Jurisdiccion;;-37.47049;-72.35168
JUCHCOIT;Itata;Itata @;Jurisdiccion;Concepcion;CHL;itata_jurisdiccion_chl;~~REDIRECT>itata_jurisdiccion_chl~~;CHCOITJU;1593;1808;227;;;319145856861722920301;Chile;Jurisdiccion;;-36.28273;-72.54084
JUCHCOJF;Juan Fernandez;Juan Fernandez @;Jurisdiccion;Concepcion;CHL;juan_fernandez_jurisdiccion_chl;~~REDIRECT>juan_fernandez_jurisdiccion_chl~~;CHCOJFJU;1750;1808;228;;;;Chile;Jurisdiccion;;-33.63567;-78.83136
JUCHCOLI;Linares;Linares @ Isla de Maule;Jurisdiccion;Concepcion;CHL;linares_jurisdiccion_chl;~~REDIRECT>linares_jurisdiccion_chl~~;CHCOLIJU;1796;1808;229;;;;Chile;Jurisdiccion;;-35.8454;-71.59813
JUCHCOOS;Osorno;Osorno @;Jurisdiccion;Concepcion;CHL;osorno_jurisdiccion_chl;~~REDIRECT>osorno_jurisdiccion_chl~~;CHCOOSJU;1568;1808;230;;;;Chile;Jurisdiccion;;-40.57402;-73.13587
JUCHCOPU;Puchacay;Puchacay @ Talcahuano;Jurisdiccion;Concepcion;CHL;puchacay_jurisdiccion_chl;~~REDIRECT>puchacay_jurisdiccion_chl~~;CHCOPUJU;1593;1808;231;;;;Chile;Jurisdiccion;;-36.97587;-72.93868
JUCHCORE;Rere;Rere @ Estancia del Rey @ Buena-Esperanza;Jurisdiccion;Concepcion;CHL;rere_jurisdiccion_chl;~~REDIRECT>rere_jurisdiccion_chl~~;CHCOREJU;1655;1808;232;;;;Chile;Jurisdiccion;;-37.13189;-72.72722
JUCHCOVA;Valdivia;Valdivia @;Jurisdiccion;Concepcion;CHL;valdivia_jurisdiccion_chl;~~REDIRECT>valdivia_jurisdiccion_chl~~;CHCOVAJU;1568;1808;233;;;;Chile;Jurisdiccion;;-39.81513;-73.24289
JUCHCYCY;Cuyo;Cuyo @;Jurisdiccion;Provincia;CHL;cuyo_jurisdiccion_chl;~~REDIRECT>cuyo_jurisdiccion_chl~~;CHCYCYJU;1568;1783;234;;;;Chile;Provincia;;-32.88973;-68.8443
JUCHCYJA;Jachal;Jachal @;Jurisdiccion;Cordoba;RPL;jachal_jurisdiccion_rpl;~~REDIRECT>jachal_jurisdiccion_rpl~~;CHCYJAJU;1751;1777;1384;;;;Rio de la Plata;Jurisdiccion;;-30.24138;-68.74675
JUCHSAAC;Aconcagua;Aconcagua @ Acolcagua;Jurisdiccion;Santiago;CHL;aconcagua_jurisdiccion_chl;~~REDIRECT>aconcagua_jurisdiccion_chl~~;CHSAACJU;1593;1808;235;;;;Chile;Jurisdiccion;;-32.75074;-70.72519
JUCHSACC;Illapel;Illapel @ Cuzcuz, Cuz Cuz;Jurisdiccion;Santiago;CHL;illapel_jurisdiccion_chl;~~REDIRECT>illapel_jurisdiccion_chl~~;CHSACCJU;1787;1808;236;;;;Chile;Jurisdiccion;;-31.63262;-71.16843
JUCHSACO;Colchagua;Colchagua @;Jurisdiccion;Santiago;CHL;colchagua_jurisdiccion_chl;~~REDIRECT>colchagua_jurisdiccion_chl~~;CHSACOJU;1593;1808;237;;;;Chile;Jurisdiccion;;-34.59488;-71.43058
JUCHSACP;Copiapo;Copiapo @;Jurisdiccion;Santiago;CHL;copiapo_jurisdiccion_chl;~~REDIRECT>copiapo_jurisdiccion_chl~~;CHSACPJU;1593;1808;238;;;;Chile;Jurisdiccion;;-27.36646;-70.3323
JUCHSACQ;Coquimbo;Coquimbo @ La Serena;Jurisdiccion;Santiago;CHL;coquimbo_jurisdiccion_chl;~~REDIRECT>coquimbo_jurisdiccion_chl~~;CHSACQJU;1568;1808;239;;;;Chile;Jurisdiccion;;-29.90278;-71.25199
JUCHSACR;Curico;Curico @;Jurisdiccion;Santiago;CHL;curico_jurisdiccion_chl;~~REDIRECT>curico_jurisdiccion_chl~~;CHSACRJU;1793;1808;240;;;;Chile;Jurisdiccion;;-34.98542;-71.23941
JUCHSAHU;Huasco;Huasco @;Jurisdiccion;Santiago;CHL;huasco_jurisdiccion_chl;~~REDIRECT>huasco_jurisdiccion_chl~~;CHSAHUJU;1728;1808;241;;;;Chile;Jurisdiccion;;-28.50852;-71.07846
JUCHSALA;Los Andes;Los Andes @;Jurisdiccion;Santiago;CHL;los_andes_jurisdiccion_chl;~~REDIRECT>los_andes_jurisdiccion_chl~~;CHSALAJU;1804;1808;242;;;;Chile;Jurisdiccion;;-32.83367;-70.59814
JUCHSAMA;Maule;Maule @;Jurisdiccion;Santiago;CHL;maule_jurisdiccion_chl;~~REDIRECT>maule_jurisdiccion_chl~~;CHSAMAJU;1593;1808;243;;;;Chile;Jurisdiccion;;-35.42656;-71.66607
JUCHSAME;Melipilla;Melipilla @ Milipilla;Jurisdiccion;Santiago;CHL;melipilla_jurisdiccion_chl;~~REDIRECT>melipilla_jurisdiccion_chl~~;CHSAMEJU;1593;1808;244;;;;Chile;Jurisdiccion;;-33.68568;-71.21439
JUCHSAPE;Petorca;Petorca @ La Ligua;Jurisdiccion;Santiago;CHL;petorca_jurisdiccion_chl;~~REDIRECT>petorca_jurisdiccion_chl~~;CHSAPEJU;1800;1808;245;;;;Chile;Jurisdiccion;;-32.44932;-71.23152
JUCHSAQU;Quillota;Quillota @;Jurisdiccion;Santiago;CHL;quillota_jurisdiccion_chl;~~REDIRECT>quillota_jurisdiccion_chl~~;CHSAQUJU;1593;1808;246;;;;Chile;Jurisdiccion;;-32.87994;-71.24739
