Entidad;Nombre;Variantes;tipo;Provincia_generica;Reg;WikiID;Redirect;Entidad_alternate;START;END_;Numero_corriente;GCath;CathHierarchy;viaf;Region;Nivel_default;Comentario;Lat_Capital;Lon_Capital
JUCHSARA;Rancagua;Rancagua @;Jurisdiccion;Santiago;CHL;rancagua_jurisdiccion_chl;~~REDIRECT>rancagua_jurisdiccion_chl~~;CHSARAJU;1694;1808;247;;;;Chile;Jurisdiccion;;-34.17026;-70.74075
JUCHSASA;Santiago;Santiago @;Jurisdiccion;Santiago;CHL;santiago_jurisdiccion_chl;~~REDIRECT>santiago_jurisdiccion_chl~~;CHSASAJU;1568;1808;248;;;;Chile;Jurisdiccion;;-33.43756;-70.65006
JUCHSAVA;Valparaiso;Valparaiso @;Jurisdiccion;Santiago;CHL;valparaiso_jurisdiccion_chl;~~REDIRECT>valparaiso_jurisdiccion_chl~~;CHSAVAJU;1682;1808;249;;;;Chile;Jurisdiccion;;-33.0478;-71.6011
JUGDCOPR;Presidios de la Frontera;Presidios de la Frontera @;Jurisdiccion;Coahuila;GDJ;presidios_de_la_frontera_jurisdiccion_gdj;~~REDIRECT>presidios_de_la_frontera_jurisdiccion_gdj~~;GDCOPRJU;1772;1808;45;;;;Nueva Galicia y Septentrion;Jurisdiccion;;90;0
JUGDDUBA;Basuchil y Papigochic;Basuchil y Papigochic @ Papigochi;Jurisdiccion;Durango;GDJ;basuchil_y_papigochic_jurisdiccion_gdj;~~REDIRECT>basuchil_y_papigochic_jurisdiccion_gdj~~;GDDUBAJU;1111;1808;250;;;;Nueva Galicia y Septentrion;Jurisdiccion;;28.52167;-107.40222
JUGDDUBB;Santa Barbara;Santa Barbara @ San Francisco del Oro;Jurisdiccion;Durango;GDJ;santa_barbara_jurisdiccion_gdj;~~REDIRECT>santa_barbara_jurisdiccion_gdj~~;GDDUBBJU;1643;1808;251;;;;Nueva Galicia y Septentrion;Jurisdiccion;;26.80391;-105.81917
JUGDDUBP;Batopilas;Batopilas @ Minas de Urique @ Monserrate y Urique @ Uriqui @ Batopilas, Urique y Loreto;Jurisdiccion;Durango;GDJ;batopilas_jurisdiccion_gdj;~~REDIRECT>batopilas_jurisdiccion_gdj~~;GDDUBPJU;1690;1808;252;;;;Nueva Galicia y Septentrion;Jurisdiccion;;27.21231;-107.91472
JUGDDUBS;Basis;Basis @ Bacis;Jurisdiccion;Durango;GDJ;basis_jurisdiccion_gdj;~~REDIRECT>basis_jurisdiccion_gdj~~;GDDUBSJU;1763;1788;253;;;;Nueva Galicia y Septentrion;Jurisdiccion;;24.5623;-105.86922
JUGDDUBV;Valle de San Buenaventura;Valle de San Buenaventura @ Casas Grandes;Jurisdiccion;Durango;GDJ;valle_de_san_buenaventura_jurisdiccion_gdj;~~REDIRECT>valle_de_san_buenaventura_jurisdiccion_gdj~~;GDDUBVJU;1666;1808;254;;;;Nueva Galicia y Septentrion;Jurisdiccion;;29.8432;-107.4565
JUGDDUBY;Babonoyaba;Babonoyaba @ Satevo @ Satebo @ Sattebo @ Babonayaba;Jurisdiccion;Durango;GDJ;babonoyaba_jurisdiccion_gdj;~~REDIRECT>babonoyaba_jurisdiccion_gdj~~;GDDUBYJU;1718;1808;255;;;;Nueva Galicia y Septentrion;Jurisdiccion;;28.05694;-106.15778
JUGDDUCA;Canelas;Canelas @ Canelas y Topia;Jurisdiccion;Durango;GDJ;canelas_jurisdiccion_gdj;~~REDIRECT>canelas_jurisdiccion_gdj~~;GDDUCAJU;1803;1808;256;;;;Nueva Galicia y Septentrion;Jurisdiccion;;25.12434;-106.54642
JUGDDUCG;Cerro Gordo;Cerro Gordo @;Jurisdiccion;Durango;GDJ;cerro_gordo_jurisdiccion_gdj;~~REDIRECT>cerro_gordo_jurisdiccion_gdj~~;GDDUCGJU;1646;1808;257;;;;Nueva Galicia y Septentrion;Jurisdiccion;;26.24879;-104.91443
JUGDDUCH;Chihuahua;Chihuahua @ San Francisco de Cuellar @ Santa Eulalia;Jurisdiccion;Durango;GDJ;chihuahua_jurisdiccion_gdj;~~REDIRECT>chihuahua_jurisdiccion_gdj~~;GDDUCHJU;1708;1808;258;;;;Nueva Galicia y Septentrion;Jurisdiccion;;28.65432;-106.08395
JUGDDUCI;Cienega de los Olivos;Cienega de los Olivos @;Jurisdiccion;Durango;GDJ;cienega_de_los_olivos_jurisdiccion_gdj;~~REDIRECT>cienega_de_los_olivos_jurisdiccion_gdj~~;GDDUCIJU;1659;1808;259;;;;Nueva Galicia y Septentrion;Jurisdiccion;;27.2;-106.28333
JUGDDUCM;Cuencame;Cuencame @ Los Mezquitales, Cuencame y Rio de las Nazas;Jurisdiccion;Durango;GDJ;cuencame_jurisdiccion_gdj;~~REDIRECT>cuencame_jurisdiccion_gdj~~;GDDUCMJU;1589;1808;260;;;;Nueva Galicia y Septentrion;Jurisdiccion;;24.86998;-103.69797
JUGDDUCN;Cianori;Cianori @ Sianori @ Ceanuri @ Cianori y Tamazula @ Topia @ Cianori y El Narotal @ Cianori y Canelas;Jurisdiccion;Durango;GDJ;cianori_jurisdiccion_gdj;~~REDIRECT>cianori_jurisdiccion_gdj~~;GDDUCNJU;1663;1802;261;;;;Nueva Galicia y Septentrion;Jurisdiccion;;25.2032;-106.7755
JUGDDUCO;Coneto;Coneto @ Minas de Coneto @ Coreto;Jurisdiccion;Durango;GDJ;coneto_jurisdiccion_gdj;~~REDIRECT>coneto_jurisdiccion_gdj~~;GDDUCOJU;1631;1808;262;;;;Nueva Galicia y Septentrion;Jurisdiccion;;24.98105;-104.76856
JUGDDUCR;Cusihuiriachi;Cusihuiriachi @ Cosihuiriachic @ Cosiguiriachi @ Santa Rosa;Jurisdiccion;Durango;GDJ;cusihuiriachi_jurisdiccion_gdj;~~REDIRECT>cusihuiriachi_jurisdiccion_gdj~~;GDDUCRJU;1649;1808;263;;;;Nueva Galicia y Septentrion;Jurisdiccion;;28.24183;-106.83736
JUGDDUCS;San Francisco de Conchos;San Francisco de Conchos @;Jurisdiccion;Durango;GDJ;san_francisco_de_conchos_jurisdiccion_gdj;~~REDIRECT>san_francisco_de_conchos_jurisdiccion_gdj~~;GDDUCSJU;1687;1808;264;;;;Nueva Galicia y Septentrion;Jurisdiccion;;27.58833;-105.33528
JUGDDUCT;Canatlan;Canatlan @;Jurisdiccion;Durango;GDJ;canatlan_jurisdiccion_gdj;~~REDIRECT>canatlan_jurisdiccion_gdj~~;GDDUCTJU;1796;1808;265;;;;Nueva Galicia y Septentrion;Jurisdiccion;;24.52639;-104.77833
JUGDDUDU;Durango;Durango @ Guadiana;Jurisdiccion;Durango;GDJ;durango_jurisdiccion_gdj;~~REDIRECT>durango_jurisdiccion_gdj~~;GDDUDUJU;1563;1808;266;;;;Nueva Galicia y Septentrion;Jurisdiccion;;24.02484;-104.66986
JUGDDUEG;El Gallo;El Gallo @ San Pedro del Gallo;Jurisdiccion;Durango;GDJ;el_gallo_jurisdiccion_gdj;~~REDIRECT>el_gallo_jurisdiccion_gdj~~;GDDUEGJU;1687;1808;267;;;;Nueva Galicia y Septentrion;Jurisdiccion;;25.56468;-104.29227
JUGDDUGA;Gavilanes;Gavilanes @;Jurisdiccion;Durango;GDJ;gavilanes_jurisdiccion_gdj;~~REDIRECT>gavilanes_jurisdiccion_gdj~~;GDDUGAJU;1808;1808;268;;;;Nueva Galicia y Septentrion;Jurisdiccion;;24.221;-105.73212
JUGDDUGB;Guanabal;Guanabal @;Jurisdiccion;Durango;GDJ;guanabal_jurisdiccion_gdj;~~REDIRECT>guanabal_jurisdiccion_gdj~~;GDDUGBJU;1630;1649;1593;;;;Nueva Galicia y Septentrion;indefinido;;90;0
JUGDDUGC;Guanacevi;Guanacevi @ Sape @ Zape @ Guanacivi @ Guanacemi;Jurisdiccion;Durango;GDJ;guanacevi_jurisdiccion_gdj;~~REDIRECT>guanacevi_jurisdiccion_gdj~~;GDDUGCJU;1601;1808;269;;;;Nueva Galicia y Septentrion;Jurisdiccion;;25.93266;-105.95653
JUGDDUGL;Guanabal;Guanabal @ Aguanaval;Jurisdiccion;Durango;GDJ;guanabal_jurisdiccion_gdj;~~REDIRECT>guanabal_jurisdiccion_gdj~~;GDDUGLJU;1630;1642;1735;;;;Nueva Galicia y Septentrion;indefinido;;90;0
JUGDDUGM;Guarisamey;Guarisamey @ San Diego del Rio @ Nuevo Real de Agua Caliente;Jurisdiccion;Durango;GDJ;guarisamey_jurisdiccion_gdj;~~REDIRECT>guarisamey_jurisdiccion_gdj~~;GDDUGMJU;1620;1808;270;;;;Nueva Galicia y Septentrion;Jurisdiccion;;23.31133;-105.27334
JUGDDUGQ;Guajoquilla;Guajoquilla @ La Ramada @ San Antonio de la Ramada @ Santo Cristo de Burgos @ Guaxuquilla @ Guejuquilla @ Guajuquilla @ Guaxoquilla @ Huajoquilla @ Huaxoquilla @ Huajuquilla @ Huajoquilla;Jurisdiccion;Durango;GDJ;guajoquilla_jurisdiccion_gdj;~~REDIRECT>guajoquilla_jurisdiccion_gdj~~;GDDUGQJU;1753;1808;271;;;;Nueva Galicia y Septentrion;Jurisdiccion;;27.13206;-104.91252
JUGDDUGZ;Guazamota;Guazamota @;Jurisdiccion;Durango;GDJ;guazamota_jurisdiccion_gdj;~~REDIRECT>guazamota_jurisdiccion_gdj~~;GDDUGZJU;1701;1722;272;;;;Nueva Galicia y Septentrion;Jurisdiccion;;22.52417;-104.49167
JUGDDUIN;Inde;Inde @ Minas de Inde @ Real de Inde @ Indee @ Indehe @ Yndehee @ Ynde @ Yndhe @ Chindea;Jurisdiccion;Durango;GDJ;inde_jurisdiccion_gdj;~~REDIRECT>inde_jurisdiccion_gdj~~;GDDUINJU;1567;1808;273;;;;Nueva Galicia y Septentrion;Jurisdiccion;;25.91208;-105.22211
JUGDDUJA;San Joaquin de los Arrieros;San Joaquin de los Arrieros @;Jurisdiccion;Durango;GDJ;san_joaquin_de_los_arrieros_jurisdiccion_gdj;~~REDIRECT>san_joaquin_de_los_arrieros_jurisdiccion_gdj~~;GDDUJAJU;1777;1787;274;;;;Nueva Galicia y Septentrion;Jurisdiccion;;26.7408;-107.67952
JUGDDUJR;San Juan del Rio;San Juan del Rio @;Jurisdiccion;Durango;GDJ;san_juan_del_rio_jurisdiccion_gdj;~~REDIRECT>san_juan_del_rio_jurisdiccion_gdj~~;GDDUJRJU;1601;1808;275;;;;Nueva Galicia y Septentrion;Jurisdiccion;;24.78405;-104.47026
JUGDDUJU;Julimes;Julimes @;Jurisdiccion;Durango;GDJ;julimes_jurisdiccion_gdj;~~REDIRECT>julimes_jurisdiccion_gdj~~;GDDUJUJU;1718;1808;276;;;;Nueva Galicia y Septentrion;Jurisdiccion;;28.42417;-105.42556
JUGDDUMA;Mapimi;Mapimi @;Jurisdiccion;Durango;GDJ;mapimi_jurisdiccion_gdj;~~REDIRECT>mapimi_jurisdiccion_gdj~~;GDDUMAJU;1600;1808;277;;;;Nueva Galicia y Septentrion;Jurisdiccion;;25.83356;-103.84521
JUGDDUME;Mezquital;Mezquital @ San Francisco Mezquital @ San Bernardino Milpillas @ Lajas y Melipillas @ Melpillas @ San Francisco de Lajas @ San Francisco de Lajas;Jurisdiccion;Durango;GDJ;mezquital_jurisdiccion_gdj;~~REDIRECT>mezquital_jurisdiccion_gdj~~;GDDUMEJU;1701;1808;278;;;;Nueva Galicia y Septentrion;Jurisdiccion;;23.38694;-105.15389
JUGDDUMN;Minas Nuevas;Minas Nuevas @ San Diego de Minas Nuevas;Jurisdiccion;Durango;GDJ;minas_nuevas_jurisdiccion_gdj;~~REDIRECT>minas_nuevas_jurisdiccion_gdj~~;GDDUMNJU;1634;9999;279;;;;Nueva Galicia y Septentrion;Jurisdiccion;;27.01953;-105.74948
JUGDDUND;Nombre De Dios;Nombre De Dios @;Jurisdiccion;Durango;GDJ;nombre_de_dios_jurisdiccion_gdj;~~REDIRECT>nombre_de_dios_jurisdiccion_gdj~~;GDDUNDJU;1563;1808;280;;;;Nueva Galicia y Septentrion;Jurisdiccion;;23.8484;-104.24356
JUGDDUNP;San Juan Nepomuceno;San Juan Nepomuceno @ Nabogame y Baborigame @ Sierra Tepehuana;Jurisdiccion;Durango;GDJ;san_juan_nepomuceno_jurisdiccion_gdj;~~REDIRECT>san_juan_nepomuceno_jurisdiccion_gdj~~;GDDUNPJU;1111;1787;281;;;;Nueva Galicia y Septentrion;Jurisdiccion;;26.3451;-107.43532
JUGDDUPL;Parral;Parral @ Parral, Minas Nuevas y Santa Barbara;Jurisdiccion;Durango;GDJ;parral_jurisdiccion_gdj;~~REDIRECT>parral_jurisdiccion_gdj~~;GDDUPLJU;1631;1808;282;;;;Nueva Galicia y Septentrion;Jurisdiccion;;26.93301;-105.66316
JUGDDUPP;Papasquiaro;Papasquiaro @ Santiago Papasquiaro @ Papasquiaro y Santa Catarina @ Papasquiaro y Tepehuanes;Jurisdiccion;Durango;GDJ;papasquiaro_jurisdiccion_gdj;~~REDIRECT>papasquiaro_jurisdiccion_gdj~~;GDDUPPJU;1590;1808;283;;;;Nueva Galicia y Septentrion;Jurisdiccion;;25.045;-105.42028
JUGDDUPS;Parras y Saltillo;Parras y Saltillo @;Jurisdiccion;Durango;GDJ;parras_y_saltillo_jurisdiccion_gdj;~~REDIRECT>parras_y_saltillo_jurisdiccion_gdj~~;GDDUPSJU;1700;1808;284;;;;Nueva Galicia y Septentrion;Jurisdiccion;;25.42158;-100.99961
JUGDDURO;Real del Oro;Real del Oro @;Jurisdiccion;Durango;GDJ;real_del_oro_jurisdiccion_gdj;~~REDIRECT>real_del_oro_jurisdiccion_gdj~~;GDDUROJU;1777;1808;285;;;;Nueva Galicia y Septentrion;Jurisdiccion;;25.95413;-105.36771
JUGDDUSA;San Andres de la Sierra;San Andres de la Sierra @ San Andres y Guapijuje @ Guapijuje @ Yguapejuje @ Otates @ Otais @ Otaez @ Guapejuje @ Guapexuxe @ Guaperaje @ Pijuque;Jurisdiccion;Durango;GDJ;san_andres_de_la_sierra_jurisdiccion_gdj;~~REDIRECT>san_andres_de_la_sierra_jurisdiccion_gdj~~;GDDUSAJU;1582;1808;286;;;;Nueva Galicia y Septentrion;Jurisdiccion;;24.7;-105.99667
JUGDDUSC;Santa Catarina;Santa Catarina @ Tepehuanes;Jurisdiccion;Durango;GDJ;santa_catarina_jurisdiccion_gdj;~~REDIRECT>santa_catarina_jurisdiccion_gdj~~;GDDUSCJU;1693;1808;287;;;;Nueva Galicia y Septentrion;Jurisdiccion;;25.34139;-105.72333
JUGDDUSD;San Dimas;San Dimas @;Jurisdiccion;Durango;GDJ;san_dimas_jurisdiccion_gdj;~~REDIRECT>san_dimas_jurisdiccion_gdj~~;GDDUSDJU;1808;1808;288;;;;Nueva Galicia y Septentrion;Jurisdiccion;;24.07404;-106.00318
JUGDDUSG;San Geronimo;San Geronimo @ San Jeronimo;Jurisdiccion;Durango;GDJ;san_geronimo_jurisdiccion_gdj;~~REDIRECT>san_geronimo_jurisdiccion_gdj~~;GDDUSGJU;1718;1808;289;;;;Nueva Galicia y Septentrion;Jurisdiccion;;28.84034;-105.91264
JUGDDUSH;San Hipolito;San Hipolito @;Jurisdiccion;Durango;GDJ;san_hipolito_jurisdiccion_gdj;~~REDIRECT>san_hipolito_jurisdiccion_gdj~~;GDDUSHJU;1619;1686;1594;;;;Nueva Galicia y Septentrion;indefinido;;90;0
JUGDDUSI;Santa Isabel;Santa Isabel @;Jurisdiccion;Durango;GDJ;santa_isabel_jurisdiccion_gdj;~~REDIRECT>santa_isabel_jurisdiccion_gdj~~;GDDUSIJU;1718;1808;290;;;;Nueva Galicia y Septentrion;Jurisdiccion;;28.3425;-106.36806
JUGDDUTA;Tayoltita;Tayoltita @ Tacoltite;Jurisdiccion;Durango;GDJ;tayoltita_jurisdiccion_gdj;~~REDIRECT>tayoltita_jurisdiccion_gdj~~;GDDUTAJU;1808;1808;291;;;;Nueva Galicia y Septentrion;Jurisdiccion;;24.10807;-105.92348
JUGDDUTH;Tabahueto;Tabahueto @;Jurisdiccion;Durango;GDJ;tabahueto_jurisdiccion_gdj;~~REDIRECT>tabahueto_jurisdiccion_gdj~~;GDDUTHJU;1765;1777;292;;;;Nueva Galicia y Septentrion;Jurisdiccion;;25.4217;-106.6415
JUGDDUTL;Comunidades Tlaxcaltecas;Comunidades Tlaxcaltecas @;Partido;Durango;GDJ;comunidades_tlaxcaltecas_partido_gdj;~~REDIRECT>comunidades_tlaxcaltecas_partido_gdj~~;GDDUTLJU;1111;1808;293;;;;Nueva Galicia y Septentrion;Partido;;90;0
JUGDDUTO;Topago;Topago @ Urique @ Guazapares;Jurisdiccion;Durango;GDJ;topago_jurisdiccion_gdj;~~REDIRECT>topago_jurisdiccion_gdj~~;GDDUTOJU;1747;1808;294;;;;Nueva Galicia y Septentrion;Jurisdiccion;;27.2124;-108.4638
JUGDDUTP;Minas de Topia;Minas de Topia @ Veracruz de Topia;Jurisdiccion;Durango;GDJ;minas_de_topia_jurisdiccion_gdj;~~REDIRECT>minas_de_topia_jurisdiccion_gdj~~;GDDUTPJU;1590;1670;1595;;;;Nueva Galicia y Septentrion;indefinido;;90;0
JUGDDUTZ;Tamazula;Tamazula @;Jurisdiccion;Durango;GDJ;tamazula_jurisdiccion_gdj;~~REDIRECT>tamazula_jurisdiccion_gdj~~;GDDUTZJU;1799;1808;295;;;;Nueva Galicia y Septentrion;Jurisdiccion;;24.97111;-106.96417
JUGDDUVB;Valle de San Bartolome;Valle de San Bartolome @;Jurisdiccion;Durango;GDJ;valle_de_san_bartolome_jurisdiccion_gdj;~~REDIRECT>valle_de_san_bartolome_jurisdiccion_gdj~~;GDDUVBJU;1641;1808;296;;;;Nueva Galicia y Septentrion;Jurisdiccion;;26.93745;-105.39374
JUGDDUVE;Ventanas;Ventanas @;Jurisdiccion;Durango;GDJ;ventanas_jurisdiccion_gdj;~~REDIRECT>ventanas_jurisdiccion_gdj~~;GDDUVEJU;1808;1808;297;;;;Nueva Galicia y Septentrion;Jurisdiccion;;23.881;-105.77172
JUGDGDAC;Acaponeta;Acaponeta @ Senticpac y Acaponeta;Jurisdiccion;Guadalajara;GDJ;acaponeta_jurisdiccion_gdj;~~REDIRECT>acaponeta_jurisdiccion_gdj~~;GDGDACJU;1563;1808;298;;;;Nueva Galicia y Septentrion;Jurisdiccion;;22.49222;-105.36056
JUGDGDAG;Aguas Calientes;Aguas Calientes @ Aguascalientes @ Suchipila y Aguascalientes @ Juchipila y Aguascalientes;Jurisdiccion;Guadalajara;GDJ;aguas_calientes_jurisdiccion_gdj;~~REDIRECT>aguas_calientes_jurisdiccion_gdj~~;GDGDAGJU;1575;1808;299;;;;Nueva Galicia y Septentrion;Jurisdiccion;;21.88231;-102.29418
JUGDGDAH;Ahuacatlan;Ahuacatlan @ Aguacatlan y Xala;Jurisdiccion;Guadalajara;GDJ;ahuacatlan_jurisdiccion_gdj;~~REDIRECT>ahuacatlan_jurisdiccion_gdj~~;GDGDAHJU;1563;1808;300;;;;Nueva Galicia y Septentrion;Jurisdiccion;;21.10333;-104.43583
JUGDGDAU;Autlan;Autlan @ Autlan y Puerto de la Navidad;Jurisdiccion;Guadalajara;GDJ;autlan_jurisdiccion_gdj;~~REDIRECT>autlan_jurisdiccion_gdj~~;GDGDAUJU;1541;1808;301;;;;Nueva Galicia y Septentrion;Jurisdiccion;;19.77083;-104.36944
JUGDGDBO;Bolaños;Bolaños @ Minas de Tepeque;Jurisdiccion;Guadalajara;GDJ;bolanos_jurisdiccion_gdj;~~REDIRECT>bolaños_jurisdiccion_gdj~~;GDGDBOJU;1549;1808;302;;;;Nueva Galicia y Septentrion;Jurisdiccion;;21.8311;-103.781
JUGDGDCA;Cajititlan;Cajititlan @ Caxititlan @ Cuyutlan;Jurisdiccion;Guadalajara;GDJ;cajititlan_jurisdiccion_gdj;~~REDIRECT>cajititlan_jurisdiccion_gdj~~;GDGDCAJU;1549;1786;303;;;;Nueva Galicia y Septentrion;Partido;;20.43;-103.30944
JUGDGDCO;Colima;Colima @;Jurisdiccion;Guadalajara;GDJ;colima_jurisdiccion_gdj;~~REDIRECT>colima_jurisdiccion_gdj~~;GDGDCOJU;1524;1808;304;;;;Nueva Galicia y Septentrion;Jurisdiccion;;19.24519;-103.72083
JUGDGDCP;Compostela;Compostela @;Jurisdiccion;Guadalajara;GDJ;compostela_jurisdiccion_gdj;~~REDIRECT>compostela_jurisdiccion_gdj~~;GDGDCPJU;1531;1808;305;;;;Nueva Galicia y Septentrion;Jurisdiccion;;21.23789;-104.90118
JUGDGDCU;Cuquio;Cuquio @ Mezticacan @ Tlacotlan @ Tacotlan;Jurisdiccion;Guadalajara;GDJ;cuquio_jurisdiccion_gdj;~~REDIRECT>cuquio_jurisdiccion_gdj~~;GDGDCUJU;1563;1808;306;;;;Nueva Galicia y Septentrion;Jurisdiccion;;20.92778;-103.02333
JUGDGDET;Etzatlan;Etzatlan @ Izatlan @ Ahualulco @ Agualulco @ Ezatlan;Jurisdiccion;Guadalajara;GDJ;etzatlan_jurisdiccion_gdj;~~REDIRECT>etzatlan_jurisdiccion_gdj~~;GDGDETJU;1535;1808;307;;;;Nueva Galicia y Septentrion;Jurisdiccion;;20.76472;-104.08056
JUGDGDGD;Guadalajara;Guadalajara @;Jurisdiccion;Guadalajara;GDJ;guadalajara_jurisdiccion_gdj;~~REDIRECT>guadalajara_jurisdiccion_gdj~~;GDGDGDJU;1542;1808;308;;;;Nueva Galicia y Septentrion;Jurisdiccion;;20.67614;-103.347
JUGDGDGN;Guachinango;Guachinango @ Huachinango @ Guachinango y Mascota @ Mascota;Jurisdiccion;Guadalajara;GDJ;guachinango_jurisdiccion_gdj;~~REDIRECT>guachinango_jurisdiccion_gdj~~;GDGDGNJU;1549;1808;309;;;;Nueva Galicia y Septentrion;Jurisdiccion;;20.52528;-104.78639
JUGDGDHC;Hostotipac;Hostotipac @ Hostoticpac @ Hostoticpaque @ Hostotipaque @ San Sebastian;Jurisdiccion;Guadalajara;GDJ;hostotipac_jurisdiccion_gdj;~~REDIRECT>hostotipac_jurisdiccion_gdj~~;GDGDHCJU;1605;1808;310;;;;Nueva Galicia y Septentrion;Jurisdiccion;;20.63948;-104.67394
JUGDGDHQ;Hostotipaquillo;Hostotipaquillo @ Yesca;Jurisdiccion;Guadalajara;GDJ;hostotipaquillo_jurisdiccion_gdj;~~REDIRECT>hostotipaquillo_jurisdiccion_gdj~~;GDGDHQJU;1550;1808;311;;;;Nueva Galicia y Septentrion;Jurisdiccion;;21.0598;-104.05
JUGDGDJI;Jilotlan;Jilotlan @ Xilotlan;Jurisdiccion;Guadalajara;GDJ;jilotlan_partido_gdj;~~REDIRECT>jilotlan_partido_gdj~~;GDGDJIJU;1531;1808;1183;;;;Nueva Galicia y Septentrion;Jurisdiccion;;19.37126;-103.01986
JUGDGDJU;Juchipila;Juchipila @ Xuchipila @ Suchipila;Jurisdiccion;Guadalajara;GDJ;juchipila_jurisdiccion_gdj;~~REDIRECT>juchipila_jurisdiccion_gdj~~;GDGDJUJU;1549;1808;312;;;;Nueva Galicia y Septentrion;Jurisdiccion;;21.41028;-103.1175
JUGDGDLA;Lagos;Lagos @ Lagos y Pueblos Llanos;Jurisdiccion;Guadalajara;GDJ;lagos_jurisdiccion_gdj;~~REDIRECT>lagos_jurisdiccion_gdj~~;GDGDLAJU;1549;1808;313;;;;Nueva Galicia y Septentrion;Jurisdiccion;;21.35755;-101.93287
JUGDGDLB;La Barca;La Barca @ Poncitlan;Jurisdiccion;Guadalajara;GDJ;la_barca_jurisdiccion_gdj;~~REDIRECT>la_barca_jurisdiccion_gdj~~;GDGDLBJU;1550;1808;314;;;;Nueva Galicia y Septentrion;Jurisdiccion;;20.27722;-102.54972
JUGDGDSB;San Blas;San Blas @ Puerto de San Blas;Jurisdiccion;Guadalajara;GDJ;san_blas_jurisdiccion_gdj;~~REDIRECT>san_blas_jurisdiccion_gdj~~;GDGDSBJU;1768;1808;315;;;;Nueva Galicia y Septentrion;Jurisdiccion;;21.54114;-105.28529
JUGDGDSC;San Cristobal de La Barranca;San Cristobal de La Barranca @ Zapopan @ Cuzcatitlan @ Pueblos de la Barranca @ Camotlan y Cuzcatlan @ Tequecistlan;Jurisdiccion;Guadalajara;GDJ;san_cristobal_de_la_barranca_jurisdiccion_gdj;~~REDIRECT>san_cristobal_de_la_barranca_jurisdiccion_gdj~~;GDGDSCJU;1549;1808;316;;;;Nueva Galicia y Septentrion;Jurisdiccion;;21.04389;-103.42833
JUGDGDSE;Senticpac;Senticpac @ Sentipac @ Centicpac @ Sentispac @ Sentipaque @ Senticpac y Tenamachi;Jurisdiccion;Guadalajara;GDJ;senticpac_jurisdiccion_gdj;~~REDIRECT>senticpac_jurisdiccion_gdj~~;GDGDSEJU;1549;1808;317;;;;Nueva Galicia y Septentrion;Jurisdiccion;;21.805;-105.34611
JUGDGDSM;Santa Maria Del Oro;Santa Maria Del Oro @ Tequepexpa @ Tequepespan @ Chimaltitlan;Jurisdiccion;Guadalajara;GDJ;santa_maria_del_oro_jurisdiccion_gdj;~~REDIRECT>santa_maria_del_oro_jurisdiccion_gdj~~;GDGDSMJU;1562;1808;318;;;;Nueva Galicia y Septentrion;Jurisdiccion;;21.33361;-104.58806
JUGDGDSY;Sayula;Sayula @ Atoyaque @ Pueblos de Avalos @ Zayula;Jurisdiccion;Guadalajara;GDJ;sayula_jurisdiccion_gdj;~~REDIRECT>sayula_jurisdiccion_gdj~~;GDGDSYJU;1545;1808;319;;;;Nueva Galicia y Septentrion;Jurisdiccion;;20.00876;-103.5173
JUGDGDTA;Tala;Tala @ Nochistlanejo;Jurisdiccion;Guadalajara;GDJ;tala_jurisdiccion_gdj;~~REDIRECT>tala_jurisdiccion_gdj~~;GDGDTAJU;1549;1808;320;;;;Nueva Galicia y Septentrion;Jurisdiccion;;20.64833;-103.70111
JUGDGDTC;Teocaltiche;Teocaltiche @ Tequaltichi @ Teocaltchi @ Teocaltiche y Pueblos Llanos;Jurisdiccion;Guadalajara;GDJ;teocaltiche_jurisdiccion_gdj;~~REDIRECT>teocaltiche_jurisdiccion_gdj~~;GDGDTCJU;1563;1808;321;;;;Nueva Galicia y Septentrion;Jurisdiccion;;21.4375;-102.57639
JUGDGDTE;Tepic;Tepic @ Tepique;Jurisdiccion;Guadalajara;GDJ;tepic_jurisdiccion_gdj;~~REDIRECT>tepic_jurisdiccion_gdj~~;GDGDTEJU;1540;1808;322;;;;Nueva Galicia y Septentrion;Jurisdiccion;;21.51611;-104.89389
JUGDGDTI;Tenamachi;Tenamachi @ Tenamachi e Izcuintla @ Tinamache e Izquintla @ Tenamache e Ixcuintla;Jurisdiccion;Guadalajara;GDJ;tenamachi_jurisdiccion_gdj;~~REDIRECT>tenamachi_jurisdiccion_gdj~~;GDGDTIJU;1582;1670;1585;;;;Nueva Galicia y Septentrion;indefinido;;90;0
JUGDGDTL;Tlajomulco y Cajititlan;Tlajomulco y Cajititlan @ Tlaxomulco @ Tlajomulco y Cajitlan;Jurisdiccion;Guadalajara;GDJ;tlajomulco_y_cajititlan_jurisdiccion_gdj;~~REDIRECT>tlajomulco_y_cajititlan_jurisdiccion_gdj~~;GDGDTLJU;1549;1808;323;;;;Nueva Galicia y Septentrion;Jurisdiccion;;20.4745;-103.4466
JUGDGDTN;Tonala;Tonala @ Tonala y San Pedro;Jurisdiccion;Guadalajara;GDJ;tonala_jurisdiccion_gdj;~~REDIRECT>tonala_jurisdiccion_gdj~~;GDGDTNJU;1549;1808;324;;;;Nueva Galicia y Septentrion;Jurisdiccion;;20.62361;-103.24111
