Entidad;tipo;Label;Ent_sup;sup_tipo;sup_Label;START;START_ex;END;END_ex;St_i;St_i_ex;END_i;END_i_ex;S;E;auto;clip;sup_is_cabecera
JCNEOATL;Corregimiento;Tlapacaltepec;SUNE0000;Virreinato;Nueva España;1534;ca;1599;ca;1535;exact;1786;exact;1535;1599;1631;;cabecera
JUNEOANO;Alcaldia Mayor;Nochixtlan;SUNE0000;Virreinato;Nueva España;1771;not_after;1786;exact;1535;exact;1786;exact;1771;1786;1633;;cabecera
JCPAACEC;Corregimiento;Acececa;SUNE0000;Virreinato;Nueva España;1545;not_after;1599;ca;1535;exact;1786;exact;1545;1599;1634;;cabecera
JCPACUZC;Corregimiento;Cuzcatlan;SUNE0000;Virreinato;Nueva España;1536;not_after;1599;ca;1535;exact;1786;exact;1536;1599;1635;;cabecera
JCPACHTA;Corregimiento;Chachapala;SUNE0000;Virreinato;Nueva España;1545;not_after;1599;ca;1535;exact;1786;exact;1545;1599;1636;;cabecera
JCPAGUAX;Corregimiento;Guaxutla;SUNE0000;Virreinato;Nueva España;1548;not_after;1599;ca;1535;exact;1786;exact;1548;1599;1637;;cabecera
JCPANANA;Corregimiento;Nanaguautla;SUNE0000;Virreinato;Nueva España;1545;not_after;1599;ca;1535;exact;1786;exact;1545;1599;1638;;cabecera
JUNESLCH;Alcaldia Mayor;Ramos;SUNE0000;Virreinato;Nueva España;1611;ca;1663;exact;1535;exact;1786;exact;1611;1663;1639;;cabecera
JCPANETU;Corregimiento;Nexpa y Tauzan;SUNE0000;Virreinato;Nueva España;1555;not_after;1599;ca;1535;exact;1786;exact;1555;1599;1640;;cabecera
JCNEOAQU;Corregimiento;Quiabecuza;SUNE0000;Virreinato;Nueva España;1553;arbitrary;1599;ca;1535;exact;1786;exact;1553;1599;1641;;cabecera
JUNEMXTO;Alcaldia Mayor*;Toluca;SUNE0000;Virreinato;Nueva España;1714;not_before;1724;not_after;1535;exact;1786;exact;1714;1724;1642;;cabecera
JCNEMXTT;Corregimiento;Asuchitlan;SUNE0000;Virreinato;Nueva España;1531;exact;1599;ca;1535;exact;1786;exact;1535;1599;1643;;cabecera
JCNEVCTU;Partido;Tuxtla;SUNE0000;Virreinato;Nueva España;1639;not_after;9999;end;1535;exact;1786;exact;1639;1786;1644;;cabecera
JUNEVCVE;Corregimiento;Veracruz;SUNE0000;Virreinato;Nueva España;1600;arbitrary;1730;exact;1535;exact;1786;exact;1600;1730;1645;;cabecera
JCNEVCAG;Corregimiento;Aguataco;SUNE0000;Virreinato;Nueva España;1545;exact;1599;ca;1535;exact;1786;exact;1545;1599;1646;;cabecera
JCNEVCCO;Alcaldia Mayor;Cotaxtla;SUNE0000;Virreinato;Nueva España;1595;exact;1608;not_after;1535;exact;1786;exact;1595;1608;1647;;cabecera
JCNEVCHU;Corregimiento;Hueytlan;SUNE0000;Virreinato;Nueva España;1551;not_before;1599;ca;1535;exact;1786;exact;1551;1599;1648;;cabecera
JCNEVCMZ;Corregimiento;Miahuatlan;SUNE0000;Virreinato;Nueva España;1551;not_before;1599;ca;1535;exact;1786;exact;1551;1599;1649;;cabecera
JUNEMIJI;Alcaldia Mayor;Jiquilpan;SUNE0000;Virreinato;Nueva España;1720;not_after;1786;exact;1535;exact;1786;exact;1720;1786;1651;;cabecera
JUNEMITX;Alcaldia Mayor;Taximaroa;SUNE0000;Virreinato;Nueva España;1718;not_after;1723;not_before;1535;exact;1786;exact;1718;1723;1652;clip;cabecera
JMNEMXTT;Corregimiento;Teloloapa;SUNE0000;Virreinato;Nueva España;1531;exact;1579;exact;1535;exact;1786;exact;1535;1579;1653;;cabecera
JCNEVCCO;Partido;Cotaxtla;SUNE0000;Virreinato;Nueva España;1639;not_after;9999;end;1535;exact;1786;exact;1639;1786;1654;;cabecera
JCNEMXIS;Alcaldia Mayor;Iscateupan;SUNE0000;Virreinato;Nueva España;1681;ca;1786;not_after;1535;exact;1786;exact;1681;1786;1655;clip;cabecera
JCNEMXZI;Corregimiento;Zinguiluca;SUNE0000;Virreinato;Nueva España;1575;not_after;1653;not_after;1535;exact;1786;exact;1575;1653;1656;;cabecera
JCPATMHP;Corregimiento;Tamaholipa;SUNE0000;Virreinato;Nueva España;1547;not_after;1599;ca;1535;exact;1786;exact;1547;1599;1657;;cabecera
JCPATTATA;Corregimiento;Tamahol;SUNE0000;Virreinato;Nueva España;1545;not_after;1599;ca;1535;exact;1786;exact;1545;1599;1658;;cabecera
JCPAPICI;Corregimiento;Piastla y Ciguala;SUNE0000;Virreinato;Nueva España;1548;not_after;1599;ca;1535;exact;1786;exact;1548;1599;1659;;cabecera
JCNEVCTA;Corregimiento;Tapalan;SUNE0000;Virreinato;Nueva España;1551;not_before;1599;ca;1535;exact;1786;exact;1551;1599;1660;;cabecera
JCNEVCZA;Corregimiento;Zacualpa;SUNE0000;Virreinato;Nueva España;1558;not_before;1599;ca;1535;exact;1786;exact;1558;1599;1661;;cabecera
JCNEVCCH;Partido;Chicuitlan;SUNE0000;Virreinato;Nueva España;1600;ca;1680;ca;1535;exact;1786;exact;1600;1680;1662;;cabecera
JCNEVCTO;Partido;Tonala;SUNE0000;Virreinato;Nueva España;1600;ca;1680;ca;1535;exact;1786;exact;1600;1680;1663;;cabecera
JCNEVCAT;Partido;Ataco;SUNE0000;Virreinato;Nueva España;1600;ca;1680;ca;1535;exact;1786;exact;1600;1680;1664;;cabecera
JCNEVCTQ;Corregimiento;Taquilapas;SUNE0000;Virreinato;Nueva España;1558;not_before;1599;ca;1535;exact;1786;exact;1558;1599;1665;;cabecera
JCNEOACT;Alcaldia Mayor;Cuicatlan;SUNE0000;Virreinato;Nueva España;1674;not_after;1695;not_before;1535;exact;1786;exact;1674;1695;1666;;cabecera
JUNEOAMA;Alcaldia Mayor;Macuilsuchil;SUNE0000;Virreinato;Nueva España;1680;ca;1755;not_after;1535;exact;1786;exact;1680;1755;1667;clip;cabecera
JCPATANC;Corregimiento;Tancuiname;SUNE0000;Virreinato;Nueva España;1545;not_after;1599;ca;1535;exact;1786;exact;1545;1599;1668;;cabecera
JUNEMXTO;Alcaldia Mayor;Toluca;SUNE0000;Virreinato;Nueva España;1592;exact;1596;exact;1535;exact;1786;exact;1592;1596;1669;;cabecera
JCNEZPGU;Corregimiento;Guaticamones;SUNE0000;Virreinato;Nueva España;1531;ca;1599;ca;1535;exact;1786;exact;1535;1599;1670;;cabecera
JUNETLTL;Alcaldia Mayor;Tlaxcala;SUNE0000;Virreinato;Nueva España;1555;exact;1586;exact;1535;exact;1786;exact;1555;1586;1671;;cabecera
JCNEVCPA;Corregimiento;Tlapacoya;SUNE0000;Virreinato;Nueva España;1534;exact;1550;not_before;1535;exact;1786;exact;1535;1550;1672;;cabecera
JUNEMXIH;Alcaldia Mayor;Valle de Matalcingo;SUNE0000;Virreinato;Nueva España;1542;exact;1554;exact;1535;exact;1786;exact;1542;1554;1673;;cabecera
JCNEPUCU;Corregimiento;Cuzcatlan;SUNE0000;Virreinato;Nueva España;1534;exact;1645;ca;1535;exact;1786;exact;1535;1645;1674;;cabecera
JCNEMXHU;Corregimiento;Huitzitzilapa;SUNE0000;Virreinato;Nueva España;1570;ca;1599;not_after;1535;exact;1786;exact;1570;1599;1675;clip;cabecera
JUNEMXQU;Corregimiento;Queretaro;SUNE0000;Virreinato;Nueva España;1662;not_after;1808;hgis;1535;exact;1786;exact;1662;1786;1677;;cabecera
JUNEOAHP;Alcaldia Mayor;Huajuapan;SUNE0000;Virreinato;Nueva España;1631;ca;1786;exact;1535;exact;1786;exact;1631;1786;1678;;cabecera
JUNEPUAT;Alcaldia Mayor;Atlixco;SUNE0000;Virreinato;Nueva España;1579;exact;1709;ca;1535;exact;1786;exact;1579;1709;1680;;cabecera
JUNEMXIG;Alcaldia Mayor;Iguala;SUNE0000;Virreinato;Nueva España;1651;ca;1775;not_after;1535;exact;1786;exact;1651;1775;1681;;cabecera
JCNEMXOS;Corregimiento;Ostotipac;SUNE0000;Virreinato;Nueva España;1545;exact;1555;ca;1535;exact;1786;exact;1545;1555;1682;;cabecera
JCPATNHZ;Corregimiento;Tanhuiz;SUNE0000;Virreinato;Nueva España;1565;not_after;1599;ca;1535;exact;1786;exact;1565;1599;1683;;cabecera
JCNEMXAT;Alcaldia Mayor;Atlatlauca del Valle;SUNE0000;Virreinato;Nueva España;1645;ca;1669;not_before;1535;exact;1786;exact;1645;1669;1684;;cabecera
JCNEPUNO;Corregimiento;Nopaluca;SUNE0000;Virreinato;Nueva España;1555;not_after;1599;ca;1535;exact;1786;exact;1555;1599;1685;;cabecera
JUNEOAIX;Alcaldia Mayor;Ixtepeji;SUNE0000;Virreinato;Nueva España;1669;not_after;1709;ca;1535;exact;1786;exact;1669;1709;1686;;cabecera
JCNEVCCE;Corregimiento;Cetusco;SUNE0000;Virreinato;Nueva España;1533;ca;1569;not_after;1535;exact;1786;exact;1535;1569;1687;;cabecera
JCNEOAAM;Corregimiento;Amoltepec;SUNE0000;Virreinato;Nueva España;1545;exact;1579;not_after;1535;exact;1786;exact;1545;1579;1688;;cabecera
JUNEPUPU;Jurisdiccion;Puebla;SUNE0000;Virreinato;Nueva España;1538;exact;1549;exact;1535;exact;1786;exact;1538;1549;1689;;cabecera
JCPAXOCU;Corregimiento;Xocutla;SUNE0000;Virreinato;Nueva España;1545;not_after;1599;ca;1535;exact;1786;exact;1545;1599;1690;;cabecera
JCPAXILI;Corregimiento;Xilitla;SUNE0000;Virreinato;Nueva España;1536;not_after;1590;exact;1535;exact;1786;exact;1536;1590;1691;;cabecera
JCPATLAC;Corregimiento;Tlacolula;SUNE0000;Virreinato;Nueva España;1545;not_after;1599;ca;1535;exact;1786;exact;1545;1599;1692;;cabecera
JCNEOAGU;Corregimiento;Guautla;SUNE0000;Virreinato;Nueva España;1563;ca;1599;ca;1535;exact;1786;exact;1563;1599;1693;;cabecera
JCNEZPHH;Corregimiento;Hueycatepec;SUNE0000;Virreinato;Nueva España;1531;ca;1599;ca;1535;exact;1786;exact;1535;1599;1694;;cabecera
JCPATEMP;Corregimiento;Tempoal;SUNE0000;Virreinato;Nueva España;1564;not_after;1599;ca;1535;exact;1786;exact;1564;1599;1695;;cabecera
JCNEPUZO;Corregimiento;Zoquitlan;SUNE0000;Virreinato;Nueva España;1545;exact;1599;ca;1535;exact;1786;exact;1545;1599;1696;;cabecera
PMNEOATO;Corregimiento;Teocuicuilco;SUNE0000;Virreinato;Nueva España;1600;arbitrary;1679;not_after;1535;exact;1786;exact;1600;1679;1697;;cabecera
JCNEMXZA;Corregimiento;Zayula;SUNE0000;Virreinato;Nueva España;1551;ca;1599;ca;1535;exact;1786;exact;1551;1599;1698;;cabecera
JCNEPUTU;Corregimiento;Tustepec;SUNE0000;Virreinato;Nueva España;1542;exact;1673;not_after;1535;exact;1786;exact;1542;1673;1699;;cabecera
JCNEVCTL;Alcaldia Mayor;Tlacotalpa;SUNE0000;Virreinato;Nueva España;1595;exact;1610;not_before;1535;exact;1786;exact;1595;1610;1700;;cabecera
JCNEOATP;Corregimiento;Tepetotutla;SUNE0000;Virreinato;Nueva España;1580;ca;1599;not_after;1535;exact;1786;exact;1580;1599;1701;;cabecera
JCPATAHU;Corregimiento;Tanchinamol;SUNE0000;Virreinato;Nueva España;1545;not_after;1599;ca;1535;exact;1786;exact;1545;1599;1702;;cabecera
JCNEOAZO;Corregimiento;Zoyaltepec;SUNE0000;Virreinato;Nueva España;1560;not_after;1599;ca;1535;exact;1786;exact;1560;1599;1703;;cabecera
JCNEOAPC;Corregimiento;Puctla;SUNE0000;Virreinato;Nueva España;1569;not_after;1579;not_before;1535;exact;1786;exact;1569;1579;1704;;cabecera
JCPATAME;Corregimiento;Tanchoy;SUNE0000;Virreinato;Nueva España;1545;not_after;1599;ca;1535;exact;1786;exact;1545;1599;1705;;cabecera
JCNEMXTE;Corregimiento;Tustepec;SUNE0000;Virreinato;Nueva España;1545;exact;1576;not_before;1535;exact;1786;exact;1545;1576;1706;;cabecera
JCNEZTAR;Corregimiento;Arimao;SUNE0000;Virreinato;Nueva España;1531;not_before;1559;not_after;1535;exact;1786;exact;1535;1559;1708;;cabecera
JUNESLVE;Partido;Venado y La Hedionda;PRNEMX00;Provincia;Nueva España;1111;start;1769;not_after;1519;exact;1528;exact;1519;1528;1709;;
JUNEVCPN;Jurisdiccion;Panuco;PRNEMX00;Provincia;Nueva España;1522;exact;1526;exact;1519;exact;1528;exact;1522;1526;1717;;
PRGUCY00;Provincia;Honduras;PRNEMX00;Provincia;Nueva España;1525;exact;1525;exact;1519;exact;1528;exact;1525;1525;1718;clip;
JUNEOATT;Jurisdiccion;Tehuantepec;PRNEMX00;Provincia;Nueva España;1526;ca;1528;exact;1519;exact;1528;exact;1526;1528;1719;;
JCNEOACN;Corregimiento;Cuahuitlan;PRNEMX00;Gobernacion-Capitania General;Nueva España;1534;ca;1581;ca;1529;exact;1534;exact;1534;1534;1721;;
JUNESLVE;Partido;Venado y La Hedionda;PRNEMX00;Gobernacion-Capitania General;Nueva España;1111;start;1769;not_after;1529;exact;1534;exact;1529;1534;1722;;
JCNEZPXA;Corregimiento;Xaltepec;PRNEMX00;Gobernacion-Capitania General;Nueva España;1531;ca;1599;ca;1529;exact;1534;exact;1531;1534;1723;;
JCNEZTAY;Corregimiento;Ayutla;PRNEMX00;Gobernacion-Capitania General;Nueva España;1534;exact;1599;ca;1529;exact;1534;exact;1534;1534;1724;;
JCNEZPTL;Corregimiento;Tlahuitoltepec;PRNEMX00;Gobernacion-Capitania General;Nueva España;1531;ca;1599;ca;1529;exact;1534;exact;1531;1534;1725;;
JCNEZPTI;Corregimiento;Tiltepec;PRNEMX00;Gobernacion-Capitania General;Nueva España;1531;ca;1599;ca;1529;exact;1534;exact;1531;1534;1726;;
JCNEZPNA;Corregimiento;Nanacatepec;PRNEMX00;Gobernacion-Capitania General;Nueva España;1531;ca;1599;ca;1529;exact;1534;exact;1531;1534;1727;;
JUGDGDCO;Alcaldia Mayor;Colima;PRNEMX00;Gobernacion-Capitania General;Nueva España;1531;exact;1789;exact;1529;exact;1534;exact;1531;1534;1728;;
JCNEZPME;Corregimiento;Metepec;PRNEMX00;Gobernacion-Capitania General;Nueva España;1531;ca;1599;ca;1529;exact;1534;exact;1531;1534;1733;;
JCNEZPIX;Corregimiento;Ixcuintepec;PRNEMX00;Gobernacion-Capitania General;Nueva España;1531;ca;1599;ca;1529;exact;1534;exact;1531;1534;1736;;
JCNEVCCZ;Corregimiento;Chicuazen;PRNEMX00;Gobernacion-Capitania General;Nueva España;1531;not_before;1565;exact;1529;exact;1534;exact;1531;1534;1738;;
JCNEZPQU;Corregimiento;Quezalapa;PRNEMX00;Gobernacion-Capitania General;Nueva España;1531;ca;1599;ca;1529;exact;1534;exact;1531;1534;1739;;
JCNEZPNE;Corregimiento;Nestepec;PRNEMX00;Gobernacion-Capitania General;Nueva España;1531;ca;1599;ca;1529;exact;1534;exact;1531;1534;1740;;
JCNEVCTE;Corregimiento;Tezayuca;PRNEMX00;Gobernacion-Capitania General;Nueva España;1534;ca;1550;arbitrary;1529;exact;1534;exact;1534;1534;1741;;
JCNEZTCO;Corregimiento;Coyuca;PRNEMX00;Gobernacion-Capitania General;Nueva España;1534;exact;1579;not_after;1529;exact;1534;exact;1534;1534;1744;;
JCNEVCZO;Corregimiento;Zongolica;PRNEMX00;Gobernacion-Capitania General;Nueva España;1531;not_before;1599;ca;1529;exact;1534;exact;1531;1534;1745;;
JCNEZTCA;Corregimiento;Cacalutla;PRNEMX00;Gobernacion-Capitania General;Nueva España;1534;exact;1579;not_after;1529;exact;1534;exact;1534;1534;1746;;
JCNEZTTT;Corregimiento;Texupan;PRNEMX00;Gobernacion-Capitania General;Nueva España;1534;exact;1599;ca;1529;exact;1534;exact;1534;1534;1747;;
JCNEZTPA;Corregimiento;Pantla;PRNEMX00;Gobernacion-Capitania General;Nueva España;1534;exact;1599;ca;1529;exact;1534;exact;1534;1534;1748;;
JCNEMXAX;Corregimiento;Axacuba;PRNEMX00;Gobernacion-Capitania General;Nueva España;1531;ca;1542;exact;1529;exact;1534;exact;1531;1534;1749;;
JCNEZPLA;Corregimiento;Lalana;PRNEMX00;Gobernacion-Capitania General;Nueva España;1531;ca;1599;ca;1529;exact;1534;exact;1531;1534;1750;;
JCNEOATT;Corregimiento;Tetipac;PRNEMX00;Gobernacion-Capitania General;Nueva España;1531;exact;1598;exact;1529;exact;1534;exact;1531;1534;1751;;
JCNEPUXI;Corregimiento;Xicotepec;PRNEMX00;Gobernacion-Capitania General;Nueva España;1531;exact;1564;not_after;1529;exact;1534;exact;1531;1534;1753;;
JCNEOASU;Corregimiento;Pochutla;PRNEMX00;Gobernacion-Capitania General;Nueva España;1531;exact;1599;ca;1529;exact;1534;exact;1531;1534;1754;;
JCNEOAGP;Corregimiento;Guapanapa;PRNEMX00;Gobernacion-Capitania General;Nueva España;1531;not_before;1536;exact;1529;exact;1534;exact;1531;1534;1755;;
JCNEOATU;Corregimiento;Tuctla;PRNEMX00;Gobernacion-Capitania General;Nueva España;1531;not_before;1554;exact;1529;exact;1534;exact;1531;1534;1756;;
JCNEMXTQ;Corregimiento;Tlahuililpa;PRNEMX00;Gobernacion-Capitania General;Nueva España;1531;ca;1607;not_before;1529;exact;1534;exact;1531;1534;1757;;
JCNEOATX;Corregimiento;Texupa;PRNEMX00;Gobernacion-Capitania General;Nueva España;1534;not_after;1599;not_before;1529;exact;1534;exact;1534;1534;1758;;
JCNEOACU;Corregimiento;Cuestlahuaca;PRNEMX00;Gobernacion-Capitania General;Nueva España;1534;not_after;1599;ca;1529;exact;1534;exact;1534;1534;1759;;
JCNEMXAS;Corregimiento;Asuchitlan;PRNEMX00;Gobernacion-Capitania General;Nueva España;1533;exact;1599;ca;1529;exact;1534;exact;1533;1534;1760;;
JCNEOAUC;Corregimiento;Ucila;PRNEMX00;Gobernacion-Capitania General;Nueva España;1534;exact;1599;ca;1529;exact;1534;exact;1534;1534;1761;;
JCNEOAAY;Corregimiento;Ayautla;PRNEMX00;Gobernacion-Capitania General;Nueva España;1534;exact;1599;ca;1529;exact;1534;exact;1534;1534;1762;;
JCNEOATE;Corregimiento;Tecomabaca;PRNEMX00;Gobernacion-Capitania General;Nueva España;1531;exact;1630;exact;1529;exact;1534;exact;1531;1534;1763;;
JCNEPUEP;Corregimiento;Epatlan;PRNEMX00;Gobernacion-Capitania General;Nueva España;1534;not_after;1601;ca;1529;exact;1534;exact;1534;1534;1764;;
JCNEMXXI;Corregimiento;Xiquipilco;PRNEMX00;Gobernacion-Capitania General;Nueva España;1534;not_after;1553;not_before;1529;exact;1534;exact;1534;1534;1765;;
JCNEMXMH;Corregimiento;Mixquic;PRNEMX00;Gobernacion-Capitania General;Nueva España;1531;not_after;1553;not_before;1529;exact;1534;exact;1531;1534;1766;;
JCNEOAPH;Corregimiento;Peñol de Huelamos;PRNEMX00;Gobernacion-Capitania General;Nueva España;1534;ca;1599;ca;1529;exact;1534;exact;1534;1534;1767;;
JCNEOATL;Corregimiento;Tlapacaltepec;PRNEMX00;Gobernacion-Capitania General;Nueva España;1534;ca;1599;ca;1529;exact;1534;exact;1534;1534;1768;;
JCNEMXTT;Corregimiento;Asuchitlan;PRNEMX00;Gobernacion-Capitania General;Nueva España;1531;exact;1599;ca;1529;exact;1534;exact;1531;1534;1769;;
JMNEMXTT;Corregimiento;Teloloapa;PRNEMX00;Gobernacion-Capitania General;Nueva España;1531;exact;1579;exact;1529;exact;1534;exact;1531;1534;1770;;
PRGDGD00;Gobernacion;Nueva Galicia;PRNEMX00;Gobernacion-Capitania General;Nueva España;1531;exact;1534;exact;1529;exact;1534;exact;1531;1534;1771;;
JCNEZPGU;Corregimiento;Guaticamones;PRNEMX00;Gobernacion-Capitania General;Nueva España;1531;ca;1599;ca;1529;exact;1534;exact;1531;1534;1772;;
JCNEVCPA;Corregimiento;Tlapacoya;PRNEMX00;Gobernacion-Capitania General;Nueva España;1534;exact;1550;not_before;1529;exact;1534;exact;1534;1534;1773;;
JCNEPUCU;Corregimiento;Cuzcatlan;PRNEMX00;Gobernacion-Capitania General;Nueva España;1534;exact;1645;ca;1529;exact;1534;exact;1534;1534;1774;;
JCNEVCCE;Corregimiento;Cetusco;PRNEMX00;Gobernacion-Capitania General;Nueva España;1533;ca;1569;not_after;1529;exact;1534;exact;1533;1534;1775;;
JCNEZPHH;Corregimiento;Hueycatepec;PRNEMX00;Gobernacion-Capitania General;Nueva España;1531;ca;1599;ca;1529;exact;1534;exact;1531;1534;1776;;
JCNEZTAR;Corregimiento;Arimao;PRNEMX00;Gobernacion-Capitania General;Nueva España;1531;not_before;1559;not_after;1529;exact;1534;exact;1531;1534;1777;;
JUNEOATT;Subdelegacion;Tehuantepec;PRNEOA00;Corregimiento-Intendencia;Oaxaca;1787;exact;1808;hgis;1787;exact;1808;hgis;1787;1808;1778;;
JUNEOACV;Alcaldia Mayor;Cuatro Villas;PRNEOA00;Corregimiento-Intendencia;Oaxaca;1787;exact;1808;hgis;1787;exact;1808;hgis;1787;1808;1779;;
JUNEOATP;Subdelegacion;Teposcolula;PRNEOA00;Corregimiento-Intendencia;Oaxaca;1787;exact;1808;hgis;1787;exact;1808;hgis;1787;1808;1780;;
JUNEOAVA;Subdelegacion;Villa Alta;PRNEOA00;Corregimiento-Intendencia;Oaxaca;1787;exact;1808;hgis;1787;exact;1808;hgis;1787;1808;1781;;
JUNEOAZI;Subdelegacion;Zimatlan;PRNEOA00;Corregimiento-Intendencia;Oaxaca;1787;exact;1808;hgis;1787;exact;1808;hgis;1787;1808;1782;;
JUNEOACM;Subdelegacion;Chontales;PRNEOA00;Corregimiento-Intendencia;Oaxaca;1793;exact;1808;hgis;1787;exact;1808;hgis;1793;1808;1783;;
JUNEOAIX;Alcaldia Mayor;Ixtepeji;PRNEOA00;Corregimiento-Intendencia;Oaxaca;1787;exact;1808;hgis;1787;exact;1808;hgis;1787;1808;1784;;
JUNEOAHP;Subdelegacion;Huajuapan;PRNEOA00;Corregimiento-Intendencia;Oaxaca;1787;exact;1808;hgis;1787;exact;1808;hgis;1787;1808;1785;;
JUNEOAHM;Subdelegacion;Huamelula;PRNEOA00;Corregimiento-Intendencia;Oaxaca;1795;not_after;1808;hgis;1787;exact;1808;hgis;1795;1808;1786;;
JUNEOAAN;Corregimiento;Antequera;PRNEOA00;Corregimiento-Intendencia;Oaxaca;1787;exact;1808;hgis;1787;exact;1808;hgis;1787;1808;1787;dontclip;
JUNEOAJI;Subdelegacion;Jamiltepec;PRNEOA00;Corregimiento-Intendencia;Oaxaca;1787;exact;1808;hgis;1787;exact;1808;hgis;1787;1808;1788;;
JUNEOAHL;Subdelegacion;Huexolotitlan;PRNEOA00;Corregimiento-Intendencia;Oaxaca;1792;not_before;1808;hgis;1787;exact;1808;hgis;1792;1808;1789;;
JUNEOAJU;Subdelegacion;Juxtlahuaca;PRNEOA00;Corregimiento-Intendencia;Oaxaca;1794;not_after;1808;hgis;1787;exact;1808;hgis;1794;1808;1790;;
JUNEOAMI;Subdelegacion;Miahuatlan;PRNEOA00;Corregimiento-Intendencia;Oaxaca;1787;exact;1808;hgis;1787;exact;1808;hgis;1787;1808;1791;;
JUNEOANE;Subdelegacion;Nejapa;PRNEOA00;Corregimiento-Intendencia;Oaxaca;1787;exact;1808;hgis;1787;exact;1808;hgis;1787;1808;1792;;
JUNEOANO;Subdelegacion;Nochixtlan;PRNEOA00;Corregimiento-Intendencia;Oaxaca;1787;exact;1808;hgis;1787;exact;1808;hgis;1787;1808;1793;;
JUNEOATZ;Subdelegacion;Teozacoalco;PRNEOA00;Corregimiento-Intendencia;Oaxaca;1787;exact;1808;hgis;1787;exact;1808;hgis;1787;1808;1794;;
JUNEOATL;Subdelegacion;Teutila;PRNEOA00;Corregimiento-Intendencia;Oaxaca;1787;exact;1808;hgis;1787;exact;1808;hgis;1787;1808;1795;;
JUNEOAJM;Corregimiento;Jalapa Del Marques;PRNEOA00;Corregimiento-Intendencia;Oaxaca;1787;exact;1808;hgis;1787;exact;1808;hgis;1787;1808;1796;;
JUNEOATC;Subdelegacion;Teotitlan Del Camino;PRNEOA00;Corregimiento-Intendencia;Oaxaca;1787;exact;1808;hgis;1787;exact;1808;hgis;1787;1808;1797;;
JUNEOATV;Subdelegacion;Teotitlan Del Valle;PRNEOA00;Corregimiento-Intendencia;Oaxaca;1787;exact;1808;hgis;1787;exact;1808;hgis;1787;1808;1798;;
JUNEPUAM;Subdelegacion;Amozoc;PRNEPU00;Gobernacion-Intendencia;Puebla;1787;not_before;1808;hgis;1787;exact;1808;hgis;1787;1808;1799;;
JUNEPUIG;Subdelegacion;Igualapa;PRNEPU00;Gobernacion-Intendencia;Puebla;1792;exact;1808;hgis;1787;exact;1808;hgis;1792;1808;1800;;
JUNEPUHZ;Subdelegacion;Huejotzingo;PRNEPU00;Gobernacion-Intendencia;Puebla;1787;exact;1808;hgis;1787;exact;1808;hgis;1787;1808;1801;;
JUNEPUZM;Subdelegacion;Zacatlan;PRNEPU00;Gobernacion-Intendencia;Puebla;1787;exact;1808;hgis;1787;exact;1808;hgis;1787;1808;1802;;
JUNEPUIZ;Subdelegacion;Izucar;PRNEPU00;Gobernacion-Intendencia;Puebla;1787;exact;1808;hgis;1787;exact;1808;hgis;1787;1808;1803;;
JUNEPUHY;Subdelegacion;Huayacocotla;PRNEPU00;Gobernacion-Intendencia;Puebla;1787;exact;1808;hgis;1787;exact;1808;hgis;1787;1808;1804;;
PTNEPUPU;Partido;Puebla;PRNEPU00;Gobernacion-Intendencia;Puebla;1787;exact;1808;hgis;1787;exact;1808;hgis;1787;1808;1805;dontclip;
JUNEPUCT;Subdelegacion;Chiautla;PRNEPU00;Gobernacion-Intendencia;Puebla;1787;exact;1808;hgis;1787;exact;1808;hgis;1787;1808;1806;;
JUNEPUCL;Subdelegacion;Cholula;PRNEPU00;Gobernacion-Intendencia;Puebla;1787;exact;1808;hgis;1787;exact;1808;hgis;1787;1808;1807;;
JUNEPUTZ;Subdelegacion;Teziutlan;PRNEPU00;Gobernacion-Intendencia;Puebla;1787;exact;1808;hgis;1787;exact;1808;hgis;1787;1808;1811;;
JUNEPUSJ;Subdelegacion;San Juan de Los Llanos;PRNEPU00;Gobernacion-Intendencia;Puebla;1787;exact;1808;hgis;1787;exact;1808;hgis;1787;1808;1812;;
JUNEPUAT;Alcaldia Mayor;Atlixco;PRNEPU00;Gobernacion-Intendencia;Puebla;1787;exact;1808;hgis;1787;exact;1808;hgis;1787;1808;1813;;
JUNEPUTP;Subdelegacion;Tepeaca;PRNEPU00;Gobernacion-Intendencia;Puebla;1787;exact;1808;hgis;1787;exact;1808;hgis;1787;1808;1814;;
JUNEPUTO;Subdelegacion;Tochimilco;PRNEPU00;Gobernacion-Intendencia;Puebla;1791;not_after;1808;hgis;1787;exact;1808;hgis;1791;1808;1815;;
JUNEPUTS;Subdelegacion;Tepexi de la Seda;PRNEPU00;Gobernacion-Intendencia;Puebla;1787;exact;1808;hgis;1787;exact;1808;hgis;1787;1808;1816;;
JUNEPUTM;Subdelegacion;Totomehuacan;PRNEPU00;Gobernacion-Intendencia;Puebla;1787;not_before;1808;hgis;1787;exact;1808;hgis;1787;1808;1817;;
JUNEPUTH;Subdelegacion;Tehuacan;PRNEPU00;Gobernacion-Intendencia;Puebla;1787;exact;1808;hgis;1787;exact;1808;hgis;1787;1808;1818;;
JUNEPUTJ;Subdelegacion;Tetela y Jonotla;PRNEPU00;Gobernacion-Intendencia;Puebla;1787;exact;1808;hgis;1787;exact;1808;hgis;1787;1808;1819;;
