citlist;Cita_completa;ftid;FuenteID;tipo;Nombre;Apellido;Autores_adicionales;Titulo;en_;Vols;Lugar;Año;Año original;Signatura;Archivo;URL;Nota;flag;tiempo;template;wikiincluded
Mapas; 'Mapa de la Colonia del Nuevo Santander y Nuevo Reino de Leon', en: Archivo General de Indias, MP-Mexico,463 (Mapa, 1795);1076;MP-Mexico_463;Mapa;;NN.;;Mapa de la Colonia del Nuevo Santander y Nuevo Reino de Leon;;;;1795;;MP-Mexico,463;Archivo General de Indias;;;matched;;---- dataentry fuente ----@tipo-publicacion : Mapa@FuenteID : MP-Mexico_463@Nombre : @Apellido : NN.@Autores adicionales : @Titulo : Mapa de la Colonia del Nuevo Santander y Nuevo Reino de Leon@en : @Vols : @Lugar : @Año : 1795@Original : @Vols : @Archivo : Archivo General de Indias@Signatura : MP-Mexico,463@URL : @Cita completa :  'Mapa de la Colonia del Nuevo Santander y Nuevo Reino de Leon', en: Archivo General de Indias, MP-Mexico,463 (Mapa, 1795)@----;yes
Mapas; 'Mapa de la provincia del Nuevo Reino de León, indicando el sitio en donde se ha de establecer la nueva población de Nuestra Señora de la Candelaria de Azanza', en: Archivo General de Indias, MP-MEXICO,477 (Mapa, 1799);1107;MP-Mexico_477;Mapa;;NN.;;Mapa de la provincia del Nuevo Reino de León, indicando el sitio en donde se ha de establecer la nueva población de Nuestra Señora de la Candelaria de Azanza;;;;1799;;MP-MEXICO,477;Archivo General de Indias;;;matched;;---- dataentry fuente ----@tipo-publicacion : Mapa@FuenteID : MP-Mexico_477@Nombre : @Apellido : NN.@Autores adicionales : @Titulo : Mapa de la provincia del Nuevo Reino de León, indicando el sitio en donde se ha de establecer la nueva población de Nuestra Señora de la Candelaria de Azanza@en : @Vols : @Lugar : @Año : 1799@Original : @Vols : @Archivo : Archivo General de Indias@Signatura : MP-MEXICO,477@URL : @Cita completa :  'Mapa de la provincia del Nuevo Reino de León, indicando el sitio en donde se ha de establecer la nueva población de Nuestra Señora de la Candelaria de Azanza', en: Archivo General de Indias, MP-MEXICO,477 (Mapa, 1799)@----;yes
Mapas; 'Mapa geografico del Obispado de Mechoacán', en: Archivo General de Indias, MP-MEXICO,483 (Mapa, 1801);1108;MP-Mexico_483;Mapa;;NN.;;Mapa geografico del Obispado de Mechoacán;;;;1801;;MP-MEXICO,483;Archivo General de Indias;;;matched;;---- dataentry fuente ----@tipo-publicacion : Mapa@FuenteID : MP-Mexico_483@Nombre : @Apellido : NN.@Autores adicionales : @Titulo : Mapa geografico del Obispado de Mechoacán@en : @Vols : @Lugar : @Año : 1801@Original : @Vols : @Archivo : Archivo General de Indias@Signatura : MP-MEXICO,483@URL : @Cita completa :  'Mapa geografico del Obispado de Mechoacán', en: Archivo General de Indias, MP-MEXICO,483 (Mapa, 1801)@----;yes
Mapas; 'Mapa general del Obispado de Michoacán, Arzobispado de México y Obispado de la Puebla, confinantes con el Guadalaxara, Monterrey y Oaxaca', en: Archivo General de Indias, MP-MEXICO,491 (Mapa, 1805);1111;MP-Mexico_491;Mapa;;NN.;;Mapa general del Obispado de Michoacán, Arzobispado de México y Obispado de la Puebla, confinantes con el Guadalaxara, Monterrey y Oaxaca;;;;1805;;MP-MEXICO,491;Archivo General de Indias;;;matched;;---- dataentry fuente ----@tipo-publicacion : Mapa@FuenteID : MP-Mexico_491@Nombre : @Apellido : NN.@Autores adicionales : @Titulo : Mapa general del Obispado de Michoacán, Arzobispado de México y Obispado de la Puebla, confinantes con el Guadalaxara, Monterrey y Oaxaca@en : @Vols : @Lugar : @Año : 1805@Original : @Vols : @Archivo : Archivo General de Indias@Signatura : MP-MEXICO,491@URL : @Cita completa :  'Mapa general del Obispado de Michoacán, Arzobispado de México y Obispado de la Puebla, confinantes con el Guadalaxara, Monterrey y Oaxaca', en: Archivo General de Indias, MP-MEXICO,491 (Mapa, 1805)@----;yes
Mapas; 'Mapa geográfico del Obispado de la Puebla', en: Archivo General de Indias, MP-MEXICO,494 (Mapa, 1805);1110;MP-Mexico_494;Mapa;;NN.;;Mapa geográfico del Obispado de la Puebla;;;;1805;;MP-MEXICO,494;Archivo General de Indias;;;matched;;---- dataentry fuente ----@tipo-publicacion : Mapa@FuenteID : MP-Mexico_494@Nombre : @Apellido : NN.@Autores adicionales : @Titulo : Mapa geográfico del Obispado de la Puebla@en : @Vols : @Lugar : @Año : 1805@Original : @Vols : @Archivo : Archivo General de Indias@Signatura : MP-MEXICO,494@URL : @Cita completa :  'Mapa geográfico del Obispado de la Puebla', en: Archivo General de Indias, MP-MEXICO,494 (Mapa, 1805)@----;yes
Mapas; 'Mapa de la parte norte y central de la diócesis de Yucatán', en: Archivo General de Indias, MP-MEXICO,495 (Mapa, 1806);1112;MP-Mexico_495;Mapa;;NN.;;Mapa de la parte norte y central de la diócesis de Yucatán;;;;1806;;MP-MEXICO,495;Archivo General de Indias;;;matched;;---- dataentry fuente ----@tipo-publicacion : Mapa@FuenteID : MP-Mexico_495@Nombre : @Apellido : NN.@Autores adicionales : @Titulo : Mapa de la parte norte y central de la diócesis de Yucatán@en : @Vols : @Lugar : @Año : 1806@Original : @Vols : @Archivo : Archivo General de Indias@Signatura : MP-MEXICO,495@URL : @Cita completa :  'Mapa de la parte norte y central de la diócesis de Yucatán', en: Archivo General de Indias, MP-MEXICO,495 (Mapa, 1806)@----;yes
Mapas; 'Mapa de la parte sur de la diócesis de Yucatán', en: Archivo General de Indias, MP-MEXICO,496 (Mapa, 1806);1113;MP-Mexico_496;Mapa;;NN.;;Mapa de la parte sur de la diócesis de Yucatán;;;;1806;;MP-MEXICO,496;Archivo General de Indias;;;matched;;---- dataentry fuente ----@tipo-publicacion : Mapa@FuenteID : MP-Mexico_496@Nombre : @Apellido : NN.@Autores adicionales : @Titulo : Mapa de la parte sur de la diócesis de Yucatán@en : @Vols : @Lugar : @Año : 1806@Original : @Vols : @Archivo : Archivo General de Indias@Signatura : MP-MEXICO,496@URL : @Cita completa :  'Mapa de la parte sur de la diócesis de Yucatán', en: Archivo General de Indias, MP-MEXICO,496 (Mapa, 1806)@----;yes
Mapas; 'Croquis del partido de Puebla y curatos de su jurisdicción.', en: Archivo General de Indias, MP-MEXICO,522 (Mapa, 1772);1088;MP-Mexico_522;Mapa;;NN.;;Croquis del partido de Puebla y curatos de su jurisdicción.;;;;1772;;MP-MEXICO,522;Archivo General de Indias;;;matched;;---- dataentry fuente ----@tipo-publicacion : Mapa@FuenteID : MP-Mexico_522@Nombre : @Apellido : NN.@Autores adicionales : @Titulo : Croquis del partido de Puebla y curatos de su jurisdicción.@en : @Vols : @Lugar : @Año : 1772@Original : @Vols : @Archivo : Archivo General de Indias@Signatura : MP-MEXICO,522@URL : @Cita completa :  'Croquis del partido de Puebla y curatos de su jurisdicción.', en: Archivo General de Indias, MP-MEXICO,522 (Mapa, 1772)@----;yes
Mapas; 'Mapa de la provincia de Nuevo León y costa del Seno Mexicano', en: Archivo General de Indias, MP-MEXICO,524 (Mapa, 1736);1079;mp-mexico_524;Mapa;;NN.;;Mapa de la provincia de Nuevo León y costa del Seno Mexicano;;;;1736;;MP-MEXICO,524;Archivo General de Indias;;;matched;;---- dataentry fuente ----@tipo-publicacion : Mapa@FuenteID : mp-mexico_524@Nombre : @Apellido : NN.@Autores adicionales : @Titulo : Mapa de la provincia de Nuevo León y costa del Seno Mexicano@en : @Vols : @Lugar : @Año : 1736@Original : @Vols : @Archivo : Archivo General de Indias@Signatura : MP-MEXICO,524@URL : @Cita completa :  'Mapa de la provincia de Nuevo León y costa del Seno Mexicano', en: Archivo General de Indias, MP-MEXICO,524 (Mapa, 1736)@----;yes
Mapas; 'Mapa corográfico de la Intendencia de Guadalaxara', en: Archivo General de Indias, MP-MEXICO,547 (Mapa, 1793);1106;MP-Mexico_547;Mapa;;NN.;;Mapa corográfico de la Intendencia de Guadalaxara;;;;1793;;MP-MEXICO,547;Archivo General de Indias;;;matched;;---- dataentry fuente ----@tipo-publicacion : Mapa@FuenteID : MP-Mexico_547@Nombre : @Apellido : NN.@Autores adicionales : @Titulo : Mapa corográfico de la Intendencia de Guadalaxara@en : @Vols : @Lugar : @Año : 1793@Original : @Vols : @Archivo : Archivo General de Indias@Signatura : MP-MEXICO,547@URL : @Cita completa :  'Mapa corográfico de la Intendencia de Guadalaxara', en: Archivo General de Indias, MP-MEXICO,547 (Mapa, 1793)@----;yes
Mapas; 'Mapa de la provincia de Sonora', en: Archivo General de Indias, MP-MEXICO,622 (Mapa, 1761);1087;MP-Mexico_622;Mapa;;NN.;;Mapa de la provincia de Sonora;;;;1761;;MP-MEXICO,622;Archivo General de Indias;;;matched;;---- dataentry fuente ----@tipo-publicacion : Mapa@FuenteID : MP-Mexico_622@Nombre : @Apellido : NN.@Autores adicionales : @Titulo : Mapa de la provincia de Sonora@en : @Vols : @Lugar : @Año : 1761@Original : @Vols : @Archivo : Archivo General de Indias@Signatura : MP-MEXICO,622@URL : @Cita completa :  'Mapa de la provincia de Sonora', en: Archivo General de Indias, MP-MEXICO,622 (Mapa, 1761)@----;yes
Mapas; 'Plano del obispado e Intendencia de Oaxaca, en el Reyno de Nueva España', en: Archivo General de Indias, MP-MEXICO,635 (Mapa, 1804);1109;MP-Mexico_635;Mapa;;NN.;;Plano del obispado e Intendencia de Oaxaca, en el Reyno de Nueva España;;;;1804;;MP-MEXICO,635;Archivo General de Indias;;;matched;;---- dataentry fuente ----@tipo-publicacion : Mapa@FuenteID : MP-Mexico_635@Nombre : @Apellido : NN.@Autores adicionales : @Titulo : Plano del obispado e Intendencia de Oaxaca, en el Reyno de Nueva España@en : @Vols : @Lugar : @Año : 1804@Original : @Vols : @Archivo : Archivo General de Indias@Signatura : MP-MEXICO,635@URL : @Cita completa :  'Plano del obispado e Intendencia de Oaxaca, en el Reyno de Nueva España', en: Archivo General de Indias, MP-MEXICO,635 (Mapa, 1804)@----;yes
Mapas;" '""Provincia de S[a]n Fran[cis]co de Coaguila, o Nueva Estramadura"" (Padrón)', en: Archivo General de Indias, MP-MEXICO,640 (Mapa, 1778)";1093;MP-Mexico_640;Mapa;;NN.;;"""Provincia de S[a]n Fran[cis]co de Coaguila, o Nueva Estramadura"" (Padrón)";;;;1778;;MP-MEXICO,640;Archivo General de Indias;;;matched;;"---- dataentry fuente ----@tipo-publicacion : Mapa@FuenteID : MP-Mexico_640@Nombre : @Apellido : NN.@Autores adicionales : @Titulo : ""Provincia de S[a]n Fran[cis]co de Coaguila, o Nueva Estramadura"" (Padrón)@en : @Vols : @Lugar : @Año : 1778@Original : @Vols : @Archivo : Archivo General de Indias@Signatura : MP-MEXICO,640@URL : @Cita completa :  '""Provincia de S[a]n Fran[cis]co de Coaguila, o Nueva Estramadura"" (Padrón)', en: Archivo General de Indias, MP-MEXICO,640 (Mapa, 1778)@----";yes
Mapas; '	Mapa de la comarca de Bolaños cerca de Sierra Madre', en: Archivo General de Indias, MP-MEXICO,645 (Mapa, 1750);1085;MP-Mexico_645;Mapa;;NN.;;	Mapa de la comarca de Bolaños cerca de Sierra Madre;;;;1750;;MP-MEXICO,645;Archivo General de Indias;;;matched;;---- dataentry fuente ----@tipo-publicacion : Mapa@FuenteID : MP-Mexico_645@Nombre : @Apellido : NN.@Autores adicionales : @Titulo : 	Mapa de la comarca de Bolaños cerca de Sierra Madre@en : @Vols : @Lugar : @Año : 1750@Original : @Vols : @Archivo : Archivo General de Indias@Signatura : MP-MEXICO,645@URL : @Cita completa :  '	Mapa de la comarca de Bolaños cerca de Sierra Madre', en: Archivo General de Indias, MP-MEXICO,645 (Mapa, 1750)@----;yes
Mapas; 'Mapa de las Californias', en: Archivo General de Indias, MP-MEXICO,706 (Mapa, 1787);1102;MP-Mexico_706;Mapa;;NN.;;Mapa de las Californias;;;;1787;;MP-MEXICO,706;Archivo General de Indias;;;matched;;---- dataentry fuente ----@tipo-publicacion : Mapa@FuenteID : MP-Mexico_706@Nombre : @Apellido : NN.@Autores adicionales : @Titulo : Mapa de las Californias@en : @Vols : @Lugar : @Año : 1787@Original : @Vols : @Archivo : Archivo General de Indias@Signatura : MP-MEXICO,706@URL : @Cita completa :  'Mapa de las Californias', en: Archivo General de Indias, MP-MEXICO,706 (Mapa, 1787)@----;yes
Mapas; '	Descripción topográfica de la Costa del Mar del Sur, que comprehende los principales puertos de esta provincia de Oaxaca.', en: Archivo General de Indias, MP-MEXICO,745 (Mapa, 1809);1114;MP-Mexico_745;Mapa;;NN.;;	Descripción topográfica de la Costa del Mar del Sur, que comprehende los principales puertos de esta provincia de Oaxaca.;;;;1809;;MP-MEXICO,745;Archivo General de Indias;;;matched;;---- dataentry fuente ----@tipo-publicacion : Mapa@FuenteID : MP-Mexico_745@Nombre : @Apellido : NN.@Autores adicionales : @Titulo : 	Descripción topográfica de la Costa del Mar del Sur, que comprehende los principales puertos de esta provincia de Oaxaca.@en : @Vols : @Lugar : @Año : 1809@Original : @Vols : @Archivo : Archivo General de Indias@Signatura : MP-MEXICO,745@URL : @Cita completa :  '	Descripción topográfica de la Costa del Mar del Sur, que comprehende los principales puertos de esta provincia de Oaxaca.', en: Archivo General de Indias, MP-MEXICO,745 (Mapa, 1809)@----;yes
Mapas; 'Mapa de los términos de la Provincia de Nayarit', en: Archivo General de Indias, MP-MEXICO,752 (Mapa, 1790);1103;MP-Mexico_752;Mapa;;NN.;;Mapa de los términos de la Provincia de Nayarit;;;;1790;;MP-MEXICO,752;Archivo General de Indias;;;matched;;---- dataentry fuente ----@tipo-publicacion : Mapa@FuenteID : MP-Mexico_752@Nombre : @Apellido : NN.@Autores adicionales : @Titulo : Mapa de los términos de la Provincia de Nayarit@en : @Vols : @Lugar : @Año : 1790@Original : @Vols : @Archivo : Archivo General de Indias@Signatura : MP-MEXICO,752@URL : @Cita completa :  'Mapa de los términos de la Provincia de Nayarit', en: Archivo General de Indias, MP-MEXICO,752 (Mapa, 1790)@----;yes
Mapas; 'Mapa de la provincia de Nayarit o Nueva Toledo', en: Archivo General de Indias, MP-MEXICO,753 (Mapa, 1791);1104;MP-Mexico_753;Mapa;;NN.;;Mapa de la provincia de Nayarit o Nueva Toledo;;;;1791;;MP-MEXICO,753;Archivo General de Indias;;;matched;;---- dataentry fuente ----@tipo-publicacion : Mapa@FuenteID : MP-Mexico_753@Nombre : @Apellido : NN.@Autores adicionales : @Titulo : Mapa de la provincia de Nayarit o Nueva Toledo@en : @Vols : @Lugar : @Año : 1791@Original : @Vols : @Archivo : Archivo General de Indias@Signatura : MP-MEXICO,753@URL : @Cita completa :  'Mapa de la provincia de Nayarit o Nueva Toledo', en: Archivo General de Indias, MP-MEXICO,753 (Mapa, 1791)@----;yes
Mapas; 'Mapa corográfico de las fronteras de San Luis de Colotlan', en: Archivo General de Indias, MP-MEXICO,754 (Mapa, 1790);657;mp-mexico_754;Mapa;;NN.;;Mapa corográfico de las fronteras de San Luis de Colotlan;;;;1790;;MP-MEXICO,754;Archivo General de Indias;;;matched;;---- dataentry fuente ----@tipo-publicacion : Mapa@FuenteID : mp-mexico_754@Nombre : @Apellido : NN.@Autores adicionales : @Titulo : Mapa corográfico de las fronteras de San Luis de Colotlan@en : @Vols : @Lugar : @Año : 1790@Original : @Vols : @Archivo : Archivo General de Indias@Signatura : MP-MEXICO,754@URL : @Cita completa :  'Mapa corográfico de las fronteras de San Luis de Colotlan', en: Archivo General de Indias, MP-MEXICO,754 (Mapa, 1790)@----;yes
Mapas;" 'Mapa del ""Corregimiento de Bolaños""', en: Archivo General de Indias, MP-MEXICO,755 (Mapa, 1793)";1105;MP-Mexico_755;Mapa;;NN.;;"Mapa del ""Corregimiento de Bolaños""";;;;1793;;MP-MEXICO,755;Archivo General de Indias;;;matched;;"---- dataentry fuente ----@tipo-publicacion : Mapa@FuenteID : MP-Mexico_755@Nombre : @Apellido : NN.@Autores adicionales : @Titulo : Mapa del ""Corregimiento de Bolaños""@en : @Vols : @Lugar : @Año : 1793@Original : @Vols : @Archivo : Archivo General de Indias@Signatura : MP-MEXICO,755@URL : @Cita completa :  'Mapa del ""Corregimiento de Bolaños""', en: Archivo General de Indias, MP-MEXICO,755 (Mapa, 1793)@----";yes
Mapas; 'Mapa político de la provincia de Yucatan', en: Archivo General de Indias, MP-MEXICO,756 (Mapa, 1809);371;MP-Mexico_756;Mapa;;NN.;;Mapa político de la provincia de Yucatan;;;;1809;;MP-MEXICO,756;Archivo General de Indias;;;matched;;---- dataentry fuente ----@tipo-publicacion : Mapa@FuenteID : MP-Mexico_756@Nombre : @Apellido : NN.@Autores adicionales : @Titulo : Mapa político de la provincia de Yucatan@en : @Vols : @Lugar : @Año : 1809@Original : @Vols : @Archivo : Archivo General de Indias@Signatura : MP-MEXICO,756@URL : @Cita completa :  'Mapa político de la provincia de Yucatan', en: Archivo General de Indias, MP-MEXICO,756 (Mapa, 1809)@----;yes
Mapas; 'Mapa de las regiones de Neiva, Timaná, Plata y Caloto, en la vertiente izquierda del Magdalena', en: Archivo General de Indias, MP-PANAMA,296 (Mapa, 1777);377;MP-Panam,296;Mapa;;NN.;;Mapa de las regiones de Neiva, Timaná, Plata y Caloto, en la vertiente izquierda del Magdalena;;;;1777;;MP-PANAMA,296;Archivo General de Indias;;;;;---- dataentry fuente ----@tipo-publicacion : Mapa@FuenteID : MP-Panam,296@Nombre : @Apellido : NN.@Autores adicionales : @Titulo : Mapa de las regiones de Neiva, Timaná, Plata y Caloto, en la vertiente izquierda del Magdalena@en : @Vols : @Lugar : @Año : 1777@Original : @Vols : @Archivo : Archivo General de Indias@Signatura : MP-PANAMA,296@URL : @Cita completa :  'Mapa de las regiones de Neiva, Timaná, Plata y Caloto, en la vertiente izquierda del Magdalena', en: Archivo General de Indias, MP-PANAMA,296 (Mapa, 1777)@----;yes
Mapas; 'Mapa general de la Provincia de yndios Goagiros que llaman del Río del Hacha', en: Archivo General de Indias, MP-PANAMA,184 (Mapa, 1773);372;MP-Panama,184;Mapa;;NN.;;Mapa general de la Provincia de yndios Goagiros que llaman del Río del Hacha;;;;1773;;MP-PANAMA,184;Archivo General de Indias;;;matched;;---- dataentry fuente ----@tipo-publicacion : Mapa@FuenteID : MP-Panama,184@Nombre : @Apellido : NN.@Autores adicionales : @Titulo : Mapa general de la Provincia de yndios Goagiros que llaman del Río del Hacha@en : @Vols : @Lugar : @Año : 1773@Original : @Vols : @Archivo : Archivo General de Indias@Signatura : MP-PANAMA,184@URL : @Cita completa :  'Mapa general de la Provincia de yndios Goagiros que llaman del Río del Hacha', en: Archivo General de Indias, MP-PANAMA,184 (Mapa, 1773)@----;yes
Mapas; 'Mapa General de la Provincia de la Hacha', en: Archivo General de Indias, MP-PANAMA,190 (Mapa, 1776);373;MP-Panama,190;Mapa;;NN.;;Mapa General de la Provincia de la Hacha;;;;1776;;MP-PANAMA,190;Archivo General de Indias;;;matched;;---- dataentry fuente ----@tipo-publicacion : Mapa@FuenteID : MP-Panama,190@Nombre : @Apellido : NN.@Autores adicionales : @Titulo : Mapa General de la Provincia de la Hacha@en : @Vols : @Lugar : @Año : 1776@Original : @Vols : @Archivo : Archivo General de Indias@Signatura : MP-PANAMA,190@URL : @Cita completa :  'Mapa General de la Provincia de la Hacha', en: Archivo General de Indias, MP-PANAMA,190 (Mapa, 1776)@----;yes
Mapas; 'Mapa de la provincia del Darién o Gran Castilla de Oro', en: Archivo General de Indias, MP-PANAMA,250 (Mapa, 1782);374;MP-Panama,250;Mapa;;NN.;;Mapa de la provincia del Darién o Gran Castilla de Oro;;;;1782;;MP-PANAMA,250;Archivo General de Indias;;;matched;;---- dataentry fuente ----@tipo-publicacion : Mapa@FuenteID : MP-Panama,250@Nombre : @Apellido : NN.@Autores adicionales : @Titulo : Mapa de la provincia del Darién o Gran Castilla de Oro@en : @Vols : @Lugar : @Año : 1782@Original : @Vols : @Archivo : Archivo General de Indias@Signatura : MP-PANAMA,250@URL : @Cita completa :  'Mapa de la provincia del Darién o Gran Castilla de Oro', en: Archivo General de Indias, MP-PANAMA,250 (Mapa, 1782)@----;yes
Mapas; 'Mapa del corregimiento de Mariquita y del gobierno de Neiva, en la vertiente izquierda del Magdalena', en: Archivo General de Indias, MP-PANAMA,295 (Mapa, 1777);375;MP-Panama,295;Mapa;;NN.;;Mapa del corregimiento de Mariquita y del gobierno de Neiva, en la vertiente izquierda del Magdalena;;;;1777;;MP-PANAMA,295;Archivo General de Indias;;;matched;;---- dataentry fuente ----@tipo-publicacion : Mapa@FuenteID : MP-Panama,295@Nombre : @Apellido : NN.@Autores adicionales : @Titulo : Mapa del corregimiento de Mariquita y del gobierno de Neiva, en la vertiente izquierda del Magdalena@en : @Vols : @Lugar : @Año : 1777@Original : @Vols : @Archivo : Archivo General de Indias@Signatura : MP-PANAMA,295@URL : @Cita completa :  'Mapa del corregimiento de Mariquita y del gobierno de Neiva, en la vertiente izquierda del Magdalena', en: Archivo General de Indias, MP-PANAMA,295 (Mapa, 1777)@----;yes
Mapas; 'Mapa de las regiones de Neiva, Timaná, Plata y Caloto, en la vertiente izquierda del Magdalena', en: Archivo General de Indias, MP-PANAMA,296 (Mapa, 1777);376;mp-panama,296;Mapa;;NN.;;Mapa de las regiones de Neiva, Timaná, Plata y Caloto, en la vertiente izquierda del Magdalena;;;;1777;;MP-PANAMA,296;Archivo General de Indias;;;matched;;---- dataentry fuente ----@tipo-publicacion : Mapa@FuenteID : mp-panama,296@Nombre : @Apellido : NN.@Autores adicionales : @Titulo : Mapa de las regiones de Neiva, Timaná, Plata y Caloto, en la vertiente izquierda del Magdalena@en : @Vols : @Lugar : @Año : 1777@Original : @Vols : @Archivo : Archivo General de Indias@Signatura : MP-PANAMA,296@URL : @Cita completa :  'Mapa de las regiones de Neiva, Timaná, Plata y Caloto, en la vertiente izquierda del Magdalena', en: Archivo General de Indias, MP-PANAMA,296 (Mapa, 1777)@----;yes
Mapas; 'Mapa de la península Goagira', en: Archivo General de Indias, MP-PANAMA,168 (Mapa, 1762);982;mp-panama_168;Mapa;;NN.;;Mapa de la península Goagira;;;;1762;;MP-PANAMA,168;Archivo General de Indias;;;matched;;---- dataentry fuente ----@tipo-publicacion : Mapa@FuenteID : mp-panama_168@Nombre : @Apellido : NN.@Autores adicionales : @Titulo : Mapa de la península Goagira@en : @Vols : @Lugar : @Año : 1762@Original : @Vols : @Archivo : Archivo General de Indias@Signatura : MP-PANAMA,168@URL : @Cita completa :  'Mapa de la península Goagira', en: Archivo General de Indias, MP-PANAMA,168 (Mapa, 1762)@----;yes
Mapas; 'Mapa que comprehende parte de las provincias de Santa Martha y Cartagena', en: Archivo General de Indias, MP-PANAMA,174 (Mapa, 1766);780;MP-Panama_174;Mapa;;NN.;;Mapa que comprehende parte de las provincias de Santa Martha y Cartagena;;;;1766;;MP-PANAMA,174;Archivo General de Indias;;;matched;;---- dataentry fuente ----@tipo-publicacion : Mapa@FuenteID : MP-Panama_174@Nombre : @Apellido : NN.@Autores adicionales : @Titulo : Mapa que comprehende parte de las provincias de Santa Martha y Cartagena@en : @Vols : @Lugar : @Año : 1766@Original : @Vols : @Archivo : Archivo General de Indias@Signatura : MP-PANAMA,174@URL : @Cita completa :  'Mapa que comprehende parte de las provincias de Santa Martha y Cartagena', en: Archivo General de Indias, MP-PANAMA,174 (Mapa, 1766)@----;yes
Mapas; 'Mapa de la provincia de Loja', en: Archivo General de Indias, MP-PANAMA,179 (Mapa, 1769);981;mp-panama_179;Mapa;;NN.;;Mapa de la provincia de Loja;;;;1769;;MP-PANAMA,179;Archivo General de Indias;;;matched;;---- dataentry fuente ----@tipo-publicacion : Mapa@FuenteID : mp-panama_179@Nombre : @Apellido : NN.@Autores adicionales : @Titulo : Mapa de la provincia de Loja@en : @Vols : @Lugar : @Año : 1769@Original : @Vols : @Archivo : Archivo General de Indias@Signatura : MP-PANAMA,179@URL : @Cita completa :  'Mapa de la provincia de Loja', en: Archivo General de Indias, MP-PANAMA,179 (Mapa, 1769)@----;yes
Mapas; 'Mapa General de la Provincia de la Hacha', en: Archivo General de Indias, MP-PANAMA,190 (Mapa, 1773);693;mp-panama_190;Mapa;;NN.;;Mapa General de la Provincia de la Hacha;;;;1773;;MP-PANAMA,190;Archivo General de Indias;;;;;---- dataentry fuente ----@tipo-publicacion : Mapa@FuenteID : mp-panama_190@Nombre : @Apellido : NN.@Autores adicionales : @Titulo : Mapa General de la Provincia de la Hacha@en : @Vols : @Lugar : @Año : 1773@Original : @Vols : @Archivo : Archivo General de Indias@Signatura : MP-PANAMA,190@URL : @Cita completa :  'Mapa General de la Provincia de la Hacha', en: Archivo General de Indias, MP-PANAMA,190 (Mapa, 1773)@----;yes
Mapas; 'Mapa que representa el terreno que ocupa la provincia del Darién con sus confinantes', en: Archivo General de Indias, MP-PANAMA,192 (Mapa, 1778);983;mp-panama_192;Mapa;;NN.;;Mapa que representa el terreno que ocupa la provincia del Darién con sus confinantes;;;;1778;;MP-PANAMA,192;Archivo General de Indias;;;matched;;---- dataentry fuente ----@tipo-publicacion : Mapa@FuenteID : mp-panama_192@Nombre : @Apellido : NN.@Autores adicionales : @Titulo : Mapa que representa el terreno que ocupa la provincia del Darién con sus confinantes@en : @Vols : @Lugar : @Año : 1778@Original : @Vols : @Archivo : Archivo General de Indias@Signatura : MP-PANAMA,192@URL : @Cita completa :  'Mapa que representa el terreno que ocupa la provincia del Darién con sus confinantes', en: Archivo General de Indias, MP-PANAMA,192 (Mapa, 1778)@----;yes
Mapas; 'Descripción geográfica que comprehende la visita […] por […] Moreno y Escandón', en: Archivo General de Indias, MP-PANAMA,194 (Mapa, 1781);984;mp-panama_194;Mapa;;NN.;;Descripción geográfica que comprehende la visita […] por […] Moreno y Escandón;;;;1781;;MP-PANAMA,194;Archivo General de Indias;;;matched;;---- dataentry fuente ----@tipo-publicacion : Mapa@FuenteID : mp-panama_194@Nombre : @Apellido : NN.@Autores adicionales : @Titulo : Descripción geográfica que comprehende la visita […] por […] Moreno y Escandón@en : @Vols : @Lugar : @Año : 1781@Original : @Vols : @Archivo : Archivo General de Indias@Signatura : MP-PANAMA,194@URL : @Cita completa :  'Descripción geográfica que comprehende la visita […] por […] Moreno y Escandón', en: Archivo General de Indias, MP-PANAMA,194 (Mapa, 1781)@----;yes
Mapas; 'Plan de la ruta, pueblos y ríos que hay de Neyba para el pueblo de la Ceja y Montañas de los andaquíes', en: Archivo General de Indias, MP-PANAMA,199 (Mapa, 1783);987;mp-panama_199;Mapa;;NN.;;Plan de la ruta, pueblos y ríos que hay de Neyba para el pueblo de la Ceja y Montañas de los andaquíes;;;;1783;;MP-PANAMA,199;Archivo General de Indias;;;matched;;---- dataentry fuente ----@tipo-publicacion : Mapa@FuenteID : mp-panama_199@Nombre : @Apellido : NN.@Autores adicionales : @Titulo : Plan de la ruta, pueblos y ríos que hay de Neyba para el pueblo de la Ceja y Montañas de los andaquíes@en : @Vols : @Lugar : @Año : 1783@Original : @Vols : @Archivo : Archivo General de Indias@Signatura : MP-PANAMA,199@URL : @Cita completa :  'Plan de la ruta, pueblos y ríos que hay de Neyba para el pueblo de la Ceja y Montañas de los andaquíes', en: Archivo General de Indias, MP-PANAMA,199 (Mapa, 1783)@----;yes
