citlist;Cita_completa;ftid;FuenteID;tipo;Nombre;Apellido;Autores_adicionales;Titulo;en_;Vols;Lugar;Año;Año original;Signatura;Archivo;URL;Nota;flag;tiempo;template;wikiincluded
Mapas; 'Mapa de los andaquíes', en: Archivo General de Indias, MP-PANAMA,200 (Mapa, 1793);986;mp-panama_200;Mapa;;NN.;;Mapa de los andaquíes;;;;1793;;MP-PANAMA,200;Archivo General de Indias;;;matched;;---- dataentry fuente ----@tipo-publicacion : Mapa@FuenteID : mp-panama_200@Nombre : @Apellido : NN.@Autores adicionales : @Titulo : Mapa de los andaquíes@en : @Vols : @Lugar : @Año : 1793@Original : @Vols : @Archivo : Archivo General de Indias@Signatura : MP-PANAMA,200@URL : @Cita completa :  'Mapa de los andaquíes', en: Archivo General de Indias, MP-PANAMA,200 (Mapa, 1793)@----;yes
Mapas; '	Plano de parte del Rio Cayman', en: Archivo General de Indias, MP-PANAMA,213 (Mapa, 1785);779;MP-Panama_213;Mapa;;NN.;;	Plano de parte del Rio Cayman;;;;1785;;MP-PANAMA,213;Archivo General de Indias;;;;;---- dataentry fuente ----@tipo-publicacion : Mapa@FuenteID : MP-Panama_213@Nombre : @Apellido : NN.@Autores adicionales : @Titulo : 	Plano de parte del Rio Cayman@en : @Vols : @Lugar : @Año : 1785@Original : @Vols : @Archivo : Archivo General de Indias@Signatura : MP-PANAMA,213@URL : @Cita completa :  '	Plano de parte del Rio Cayman', en: Archivo General de Indias, MP-PANAMA,213 (Mapa, 1785)@----;yes
Mapas; 'Carta general de la provincia de Popayán', en: Archivo General de Indias, MP-PANAMA,220 (Mapa, 1793);988;mp-panama_220;Mapa;;NN.;;Carta general de la provincia de Popayán;;;;1793;;MP-PANAMA,220;Archivo General de Indias;;;matched;;---- dataentry fuente ----@tipo-publicacion : Mapa@FuenteID : mp-panama_220@Nombre : @Apellido : NN.@Autores adicionales : @Titulo : Carta general de la provincia de Popayán@en : @Vols : @Lugar : @Año : 1793@Original : @Vols : @Archivo : Archivo General de Indias@Signatura : MP-PANAMA,220@URL : @Cita completa :  'Carta general de la provincia de Popayán', en: Archivo General de Indias, MP-PANAMA,220 (Mapa, 1793)@----;yes
Mapas; 'Carta corográfica de la provincia de Popayán', en: Archivo General de Indias, MP-PANAMA,222 (Mapa, 1797);989;mp-panama_222;Mapa;;NN.;;Carta corográfica de la provincia de Popayán;;;;1797;;MP-PANAMA,222;Archivo General de Indias;;;matched;;---- dataentry fuente ----@tipo-publicacion : Mapa@FuenteID : mp-panama_222@Nombre : @Apellido : NN.@Autores adicionales : @Titulo : Carta corográfica de la provincia de Popayán@en : @Vols : @Lugar : @Año : 1797@Original : @Vols : @Archivo : Archivo General de Indias@Signatura : MP-PANAMA,222@URL : @Cita completa :  'Carta corográfica de la provincia de Popayán', en: Archivo General de Indias, MP-PANAMA,222 (Mapa, 1797)@----;yes
Mapas;" 'Copia de un mapa de parte del Istmo de Panamá y Golfo del Darién levantado con exactitud el año de 1782 por el Ingeniero Director Theniente General Don Antonio de Arévalo"".', en: Archivo General de Indias, MP-PANAMA,270 (Mapa, 1785)";723;mp-panama_270;Mapa;;NN.;;"Copia de un mapa de parte del Istmo de Panamá y Golfo del Darién levantado con exactitud el año de 1782 por el Ingeniero Director Theniente General Don Antonio de Arévalo"".";;;;1785;;MP-PANAMA,270;Archivo General de Indias;;;matched;;"---- dataentry fuente ----@tipo-publicacion : Mapa@FuenteID : mp-panama_270@Nombre : @Apellido : NN.@Autores adicionales : @Titulo : Copia de un mapa de parte del Istmo de Panamá y Golfo del Darién levantado con exactitud el año de 1782 por el Ingeniero Director Theniente General Don Antonio de Arévalo"".@en : @Vols : @Lugar : @Año : 1785@Original : @Vols : @Archivo : Archivo General de Indias@Signatura : MP-PANAMA,270@URL : @Cita completa :  'Copia de un mapa de parte del Istmo de Panamá y Golfo del Darién levantado con exactitud el año de 1782 por el Ingeniero Director Theniente General Don Antonio de Arévalo"".', en: Archivo General de Indias, MP-PANAMA,270 (Mapa, 1785)@----";yes
Mapas; 'Plano de la provincia del Darién del Sur', en: Archivo General de Indias, MP-PANAMA,310 (Mapa, 1807);990;mp-panama_310;Mapa;;NN.;;Plano de la provincia del Darién del Sur;;;;1807;;MP-PANAMA,310;Archivo General de Indias;;;matched;;---- dataentry fuente ----@tipo-publicacion : Mapa@FuenteID : mp-panama_310@Nombre : @Apellido : NN.@Autores adicionales : @Titulo : Plano de la provincia del Darién del Sur@en : @Vols : @Lugar : @Año : 1807@Original : @Vols : @Archivo : Archivo General de Indias@Signatura : MP-PANAMA,310@URL : @Cita completa :  'Plano de la provincia del Darién del Sur', en: Archivo General de Indias, MP-PANAMA,310 (Mapa, 1807)@----;yes
Mapas; 'Mapa geográfico de la provincia de Cartagena', en: Archivo General de Indias, MP-PANAMA,339 (Mapa, 1787);782;MP-Panama_339;Mapa;;NN.;;Mapa geográfico de la provincia de Cartagena;;;;1787;;MP-PANAMA,339;Archivo General de Indias;;;matched;;---- dataentry fuente ----@tipo-publicacion : Mapa@FuenteID : MP-Panama_339@Nombre : @Apellido : NN.@Autores adicionales : @Titulo : Mapa geográfico de la provincia de Cartagena@en : @Vols : @Lugar : @Año : 1787@Original : @Vols : @Archivo : Archivo General de Indias@Signatura : MP-PANAMA,339@URL : @Cita completa :  'Mapa geográfico de la provincia de Cartagena', en: Archivo General de Indias, MP-PANAMA,339 (Mapa, 1787)@----;yes
Mapas; 'Mapa de la Vega de Supía', en: Archivo General de Indias, MP-PANAMA,356 (Mapa, 1782);985;mp-panama_356;Mapa;;NN.;;Mapa de la Vega de Supía;;;;1782;;MP-PANAMA,356;Archivo General de Indias;;;matched;;---- dataentry fuente ----@tipo-publicacion : Mapa@FuenteID : mp-panama_356@Nombre : @Apellido : NN.@Autores adicionales : @Titulo : Mapa de la Vega de Supía@en : @Vols : @Lugar : @Año : 1782@Original : @Vols : @Archivo : Archivo General de Indias@Signatura : MP-PANAMA,356@URL : @Cita completa :  'Mapa de la Vega de Supía', en: Archivo General de Indias, MP-PANAMA,356 (Mapa, 1782)@----;yes
Mapas; 'Estado en que hoy día 7 de Abril del año 1736, se hallan converiones de Tarma, Jauja, Guanuco', en: Archivo General de Indias, MP-PERU_CHILE,32 (Mapa, 1750);383;MP-Peru,32;Mapa;;NN.;;Estado en que hoy día 7 de Abril del año 1736, se hallan converiones de Tarma, Jauja, Guanuco;;;;1750;;MP-PERU_CHILE,32;Archivo General de Indias;;;matched;;---- dataentry fuente ----@tipo-publicacion : Mapa@FuenteID : MP-Peru,32@Nombre : @Apellido : NN.@Autores adicionales : @Titulo : Estado en que hoy día 7 de Abril del año 1736, se hallan converiones de Tarma, Jauja, Guanuco@en : @Vols : @Lugar : @Año : 1750@Original : @Vols : @Archivo : Archivo General de Indias@Signatura : MP-PERU_CHILE,32@URL : @Cita completa :  'Estado en que hoy día 7 de Abril del año 1736, se hallan converiones de Tarma, Jauja, Guanuco', en: Archivo General de Indias, MP-PERU_CHILE,32 (Mapa, 1750)@----;yes
Mapas; 'Mapa de las Provincias del Collao.', en: Archivo General de Indias, MP-PERU_CHILE,100 (Mapa, 1786);643;mp-peru_100;Mapa;;NN.;;Mapa de las Provincias del Collao.;;;;1786;;MP-PERU_CHILE,100;Archivo General de Indias;;;matched;;---- dataentry fuente ----@tipo-publicacion : Mapa@FuenteID : mp-peru_100@Nombre : @Apellido : NN.@Autores adicionales : @Titulo : Mapa de las Provincias del Collao.@en : @Vols : @Lugar : @Año : 1786@Original : @Vols : @Archivo : Archivo General de Indias@Signatura : MP-PERU_CHILE,100@URL : @Cita completa :  'Mapa de las Provincias del Collao.', en: Archivo General de Indias, MP-PERU_CHILE,100 (Mapa, 1786)@----;yes
Mapas; 'Mapa de los Ríos Huallaga y Ucayali y de las conversiones de las fronteras de Huánuco', en: Archivo General de Indias, MP-PERU_CHILE,107 (Mapa);647;mp-peru_107;Mapa;;NN.;;Mapa de los Ríos Huallaga y Ucayali y de las conversiones de las fronteras de Huánuco;;;;;;MP-PERU_CHILE,107;Archivo General de Indias;;;matched;;---- dataentry fuente ----@tipo-publicacion : Mapa@FuenteID : mp-peru_107@Nombre : @Apellido : NN.@Autores adicionales : @Titulo : Mapa de los Ríos Huallaga y Ucayali y de las conversiones de las fronteras de Huánuco@en : @Vols : @Lugar : @Año : @Original : @Vols : @Archivo : Archivo General de Indias@Signatura : MP-PERU_CHILE,107@URL : @Cita completa :  'Mapa de los Ríos Huallaga y Ucayali y de las conversiones de las fronteras de Huánuco', en: Archivo General de Indias, MP-PERU_CHILE,107 (Mapa)@----;yes
Mapas; 'Plan que demuestra las fronteras de las montañas de Tarma y Huánuco, y el Valle de Vitoc, nuevamente repoblado en el presente año de 1788', en: Archivo General de Indias, MP-PERU_CHILE,113 (Mapa);646;mp-peru_113;Mapa;;NN.;;Plan que demuestra las fronteras de las montañas de Tarma y Huánuco, y el Valle de Vitoc, nuevamente repoblado en el presente año de 1788;;;;;;MP-PERU_CHILE,113;Archivo General de Indias;;;matched;;---- dataentry fuente ----@tipo-publicacion : Mapa@FuenteID : mp-peru_113@Nombre : @Apellido : NN.@Autores adicionales : @Titulo : Plan que demuestra las fronteras de las montañas de Tarma y Huánuco, y el Valle de Vitoc, nuevamente repoblado en el presente año de 1788@en : @Vols : @Lugar : @Año : @Original : @Vols : @Archivo : Archivo General de Indias@Signatura : MP-PERU_CHILE,113@URL : @Cita completa :  'Plan que demuestra las fronteras de las montañas de Tarma y Huánuco, y el Valle de Vitoc, nuevamente repoblado en el presente año de 1788', en: Archivo General de Indias, MP-PERU_CHILE,113 (Mapa)@----;yes
Mapas; 'Plan de las montañas y fronteras de la gentilidad, en los confines del Virreynato del Perú, desde el Obispado de Guamanga al de Trujillo.', en: Archivo General de Indias, MP-PERU_CHILE,119 (Mapa, 1790);645;mp-peru_119;Mapa;;NN.;;Plan de las montañas y fronteras de la gentilidad, en los confines del Virreynato del Perú, desde el Obispado de Guamanga al de Trujillo.;;;;1790;;MP-PERU_CHILE,119;Archivo General de Indias;;;;;---- dataentry fuente ----@tipo-publicacion : Mapa@FuenteID : mp-peru_119@Nombre : @Apellido : NN.@Autores adicionales : @Titulo : Plan de las montañas y fronteras de la gentilidad, en los confines del Virreynato del Perú, desde el Obispado de Guamanga al de Trujillo.@en : @Vols : @Lugar : @Año : 1790@Original : @Vols : @Archivo : Archivo General de Indias@Signatura : MP-PERU_CHILE,119@URL : @Cita completa :  'Plan de las montañas y fronteras de la gentilidad, en los confines del Virreynato del Perú, desde el Obispado de Guamanga al de Trujillo.', en: Archivo General de Indias, MP-PERU_CHILE,119 (Mapa, 1790)@----;yes
Mapas; 'Plano que manifiesta la gran extensión de los partidos de Chillan y Canguenes', en: Archivo General de Indias, MP-PERU_CHILE,120 (Mapa, 1790);922;mp-peru_120;Mapa;;NN.;;Plano que manifiesta la gran extensión de los partidos de Chillan y Canguenes;;;;1790;;MP-PERU_CHILE,120;Archivo General de Indias;;;matched;;---- dataentry fuente ----@tipo-publicacion : Mapa@FuenteID : mp-peru_120@Nombre : @Apellido : NN.@Autores adicionales : @Titulo : Plano que manifiesta la gran extensión de los partidos de Chillan y Canguenes@en : @Vols : @Lugar : @Año : 1790@Original : @Vols : @Archivo : Archivo General de Indias@Signatura : MP-PERU_CHILE,120@URL : @Cita completa :  'Plano que manifiesta la gran extensión de los partidos de Chillan y Canguenes', en: Archivo General de Indias, MP-PERU_CHILE,120 (Mapa, 1790)@----;yes
Mapas; 'Plan del curso de los ríos Huallaga y Ucayali y de la Pampa del Sacramento', en: Archivo General de Indias, MP-PERU_CHILE,123 (Mapa, 1791);380;MP-PERU_123;Mapa;;NN.;;Plan del curso de los ríos Huallaga y Ucayali y de la Pampa del Sacramento;;;;1791;;MP-PERU_CHILE,123;Archivo General de Indias;;;matched;;---- dataentry fuente ----@tipo-publicacion : Mapa@FuenteID : MP-PERU_123@Nombre : @Apellido : NN.@Autores adicionales : @Titulo : Plan del curso de los ríos Huallaga y Ucayali y de la Pampa del Sacramento@en : @Vols : @Lugar : @Año : 1791@Original : @Vols : @Archivo : Archivo General de Indias@Signatura : MP-PERU_CHILE,123@URL : @Cita completa :  'Plan del curso de los ríos Huallaga y Ucayali y de la Pampa del Sacramento', en: Archivo General de Indias, MP-PERU_CHILE,123 (Mapa, 1791)@----;yes
Mapas; 'Mapa de la provincia y archipiélago de Chiloé, en el Reino de Chile', en: Archivo General de Indias, MP-PERU_CHILE,130 (Mapa, 1791);913;mp-peru_130;Mapa;;NN.;;Mapa de la provincia y archipiélago de Chiloé, en el Reino de Chile;;;;1791;;MP-PERU_CHILE,130;Archivo General de Indias;;;matched;;---- dataentry fuente ----@tipo-publicacion : Mapa@FuenteID : mp-peru_130@Nombre : @Apellido : NN.@Autores adicionales : @Titulo : Mapa de la provincia y archipiélago de Chiloé, en el Reino de Chile@en : @Vols : @Lugar : @Año : 1791@Original : @Vols : @Archivo : Archivo General de Indias@Signatura : MP-PERU_CHILE,130@URL : @Cita completa :  'Mapa de la provincia y archipiélago de Chiloé, en el Reino de Chile', en: Archivo General de Indias, MP-PERU_CHILE,130 (Mapa, 1791)@----;yes
Mapas; 'Plano topográfico de la jurisdicción de Osorno', en: Archivo General de Indias, MP-PERU_CHILE,156 (Mapa, 1804);909;mp-peru_156;Mapa;;NN.;;Plano topográfico de la jurisdicción de Osorno;;;;1804;;MP-PERU_CHILE,156;Archivo General de Indias;;;matched;;---- dataentry fuente ----@tipo-publicacion : Mapa@FuenteID : mp-peru_156@Nombre : @Apellido : NN.@Autores adicionales : @Titulo : Plano topográfico de la jurisdicción de Osorno@en : @Vols : @Lugar : @Año : 1804@Original : @Vols : @Archivo : Archivo General de Indias@Signatura : MP-PERU_CHILE,156@URL : @Cita completa :  'Plano topográfico de la jurisdicción de Osorno', en: Archivo General de Indias, MP-PERU_CHILE,156 (Mapa, 1804)@----;yes
Mapas; 'Mapa original de la Intendencia de Guamanga en el Perú', en: Archivo General de Indias, MP-PERU_CHILE,158 (Mapa, 1808);644;mp-peru_158;Mapa;;NN.;;Mapa original de la Intendencia de Guamanga en el Perú;;;;1808;;MP-PERU_CHILE,158;Archivo General de Indias;;;matched;;---- dataentry fuente ----@tipo-publicacion : Mapa@FuenteID : mp-peru_158@Nombre : @Apellido : NN.@Autores adicionales : @Titulo : Mapa original de la Intendencia de Guamanga en el Perú@en : @Vols : @Lugar : @Año : 1808@Original : @Vols : @Archivo : Archivo General de Indias@Signatura : MP-PERU_CHILE,158@URL : @Cita completa :  'Mapa original de la Intendencia de Guamanga en el Perú', en: Archivo General de Indias, MP-PERU_CHILE,158 (Mapa, 1808)@----;yes
Mapas; 'Misiones del Ucayali y verdadero curso de este río', en: Archivo General de Indias, MP-PERU_CHILE,171 (Mapa);649;mp-peru_171;Mapa;;NN.;;Misiones del Ucayali y verdadero curso de este río;;;;;;MP-PERU_CHILE,171;Archivo General de Indias;;;matched;;---- dataentry fuente ----@tipo-publicacion : Mapa@FuenteID : mp-peru_171@Nombre : @Apellido : NN.@Autores adicionales : @Titulo : Misiones del Ucayali y verdadero curso de este río@en : @Vols : @Lugar : @Año : @Original : @Vols : @Archivo : Archivo General de Indias@Signatura : MP-PERU_CHILE,171@URL : @Cita completa :  'Misiones del Ucayali y verdadero curso de este río', en: Archivo General de Indias, MP-PERU_CHILE,171 (Mapa)@----;yes
Mapas; 'Plano de las Misiones de los Padres Jesuitas en el Archipiélago de Chiloé.', en: Archivo General de Indias, MP-PERU_CHILE,186 (Mapa, 1762);911;mp-peru_186;Mapa;;NN.;;Plano de las Misiones de los Padres Jesuitas en el Archipiélago de Chiloé.;;;;1762;;MP-PERU_CHILE,186;Archivo General de Indias;;;matched;;---- dataentry fuente ----@tipo-publicacion : Mapa@FuenteID : mp-peru_186@Nombre : @Apellido : NN.@Autores adicionales : @Titulo : Plano de las Misiones de los Padres Jesuitas en el Archipiélago de Chiloé.@en : @Vols : @Lugar : @Año : 1762@Original : @Vols : @Archivo : Archivo General de Indias@Signatura : MP-PERU_CHILE,186@URL : @Cita completa :  'Plano de las Misiones de los Padres Jesuitas en el Archipiélago de Chiloé.', en: Archivo General de Indias, MP-PERU_CHILE,186 (Mapa, 1762)@----;yes
Mapas; '	Planta y descripción del valle de Aconcagua', en: Archivo General de Indias, MP-PERU_CHILE,207 (Mapa, 1740);910;mp-peru_207;Mapa;;NN.;;	Planta y descripción del valle de Aconcagua;;;;1740;;MP-PERU_CHILE,207;Archivo General de Indias;;;matched;;---- dataentry fuente ----@tipo-publicacion : Mapa@FuenteID : mp-peru_207@Nombre : @Apellido : NN.@Autores adicionales : @Titulo : 	Planta y descripción del valle de Aconcagua@en : @Vols : @Lugar : @Año : 1740@Original : @Vols : @Archivo : Archivo General de Indias@Signatura : MP-PERU_CHILE,207@URL : @Cita completa :  '	Planta y descripción del valle de Aconcagua', en: Archivo General de Indias, MP-PERU_CHILE,207 (Mapa, 1740)@----;yes
Mapas; 'Mapa de la Provincia de Chiloé en el Reino de Chile y el número de sus habitantes', en: Archivo General de Indias, MP-PERU_CHILE,222 (Mapa, 1785);382;MP-PERU_222;Mapa;;NN.;;Mapa de la Provincia de Chiloé en el Reino de Chile y el número de sus habitantes;;;;1785;;MP-PERU_CHILE,222;Archivo General de Indias;;;matched;;---- dataentry fuente ----@tipo-publicacion : Mapa@FuenteID : MP-PERU_222@Nombre : @Apellido : NN.@Autores adicionales : @Titulo : Mapa de la Provincia de Chiloé en el Reino de Chile y el número de sus habitantes@en : @Vols : @Lugar : @Año : 1785@Original : @Vols : @Archivo : Archivo General de Indias@Signatura : MP-PERU_CHILE,222@URL : @Cita completa :  'Mapa de la Provincia de Chiloé en el Reino de Chile y el número de sus habitantes', en: Archivo General de Indias, MP-PERU_CHILE,222 (Mapa, 1785)@----;yes
Mapas; '	Plano de la Frontera de Chile con adición de dos nuevos Fuertes, el del príncipe Carlos de Villucura y el de Vallenar de Antuco…', en: Archivo General de Indias, MP-PERU_CHILE,232 (Mapa, 1791);914;mp-peru_232;Mapa;;NN.;;	Plano de la Frontera de Chile con adición de dos nuevos Fuertes, el del príncipe Carlos de Villucura y el de Vallenar de Antuco…;;;;1791;;MP-PERU_CHILE,232;Archivo General de Indias;;;;;---- dataentry fuente ----@tipo-publicacion : Mapa@FuenteID : mp-peru_232@Nombre : @Apellido : NN.@Autores adicionales : @Titulo : 	Plano de la Frontera de Chile con adición de dos nuevos Fuertes, el del príncipe Carlos de Villucura y el de Vallenar de Antuco…@en : @Vols : @Lugar : @Año : 1791@Original : @Vols : @Archivo : Archivo General de Indias@Signatura : MP-PERU_CHILE,232@URL : @Cita completa :  '	Plano de la Frontera de Chile con adición de dos nuevos Fuertes, el del príncipe Carlos de Villucura y el de Vallenar de Antuco…', en: Archivo General de Indias, MP-PERU_CHILE,232 (Mapa, 1791)@----;yes
Mapas; 'Carta Topográfica de la Provincia de Truxillo del Perú', en: Archivo General de Indias, MP-PERU_CHILE,37 (Mapa, 1760);921;mp-peru_37;Mapa;;NN.;;Carta Topográfica de la Provincia de Truxillo del Perú;;;;1760;;MP-PERU_CHILE,37;Archivo General de Indias;;;matched;;---- dataentry fuente ----@tipo-publicacion : Mapa@FuenteID : mp-peru_37@Nombre : @Apellido : NN.@Autores adicionales : @Titulo : Carta Topográfica de la Provincia de Truxillo del Perú@en : @Vols : @Lugar : @Año : 1760@Original : @Vols : @Archivo : Archivo General de Indias@Signatura : MP-PERU_CHILE,37@URL : @Cita completa :  'Carta Topográfica de la Provincia de Truxillo del Perú', en: Archivo General de Indias, MP-PERU_CHILE,37 (Mapa, 1760)@----;yes
