fid;REG;Entidad;tipo;Label;Nombre;START;START_ex;END;END_ex;START_nb;START_na;END_nb;END_na;Agregado;Ent_identica;AbrA;AbrB;Wikilink_id;Wikilink_tipo;Entidad_alt;Wikilink;Wikilink2;Provincia_generica;Fuente;Nombre completo;Nombre_completo_wiki;Cabecera
2240;GDJ;JUGDSSSI;Gobernacion;Sinaloa;Sinaloa;1640;arbitrary;1732;exact;;;;;False;;G;Gob.;sinaloa_jurisdiccion_gdj;conceptos:gobernacion;GDSSSIJU;gdj_sonora-sinaloa_sinaloa;GDJ;Sonora-Sinaloa;div-sonora-sinaloa;Gobernacion de Sinaloa;[[:conceptos:gobernacion|Gobernacion]] de Sinaloa;False
2241;GDJ;JUGDSSSI;Jurisdiccion;Sinaloa;Sinaloa;1733;exact;1748;ca;;;;;False;PRGDSS00;Jur.;Jur.;sinaloa_jurisdiccion_gdj;conceptos:cabecera;GDSSSIJU;gdj_sonora-sinaloa_sinaloa;GDJ;Sonora-Sinaloa;div-sonora-sinaloa;Jurisdiccion cabecera de Sinaloa;[[:conceptos:cabecera|Jurisdiccion cabecera]] de Sinaloa;True
2242;GDJ;JUGDSSSI;Tenencia de gobierno;Sinaloa;Sinaloa;1749;ca;1786;not_before;;;;;False;;Ten.;Jur.;sinaloa_jurisdiccion_gdj;conceptos:jurisdiccion;GDSSSIJU;gdj_sonora-sinaloa_sinaloa;GDJ;Sonora-Sinaloa;div-sonora-sinaloa;Tenencia de gobierno de Sinaloa;[[:conceptos:jurisdiccion|Tenencia de gobierno]] de Sinaloa;False
2243;GDJ;JUGDSSSI;Subdelegacion;Sinaloa;Sinaloa;1787;not_before;1808;hgis;1787;;;;False;;Sd.;Sd.;sinaloa_jurisdiccion_gdj;conceptos:subdelegacion;GDSSSIJU;gdj_sonora-sinaloa_sinaloa;GDJ;Sonora-Sinaloa;div-sonora-sinaloa;Subdelegacion de Sinaloa;[[:conceptos:subdelegacion|Subdelegacion]] de Sinaloa;False
2244;GDJ;PTGDSSSB;Partido;San Benito;San Benito;1742;ca;1808;hgis;;;;;False;;Part.;Part.;san benito_partido_gdj;conceptos:partido;GDSSSBPT;gdj_sonora-sinaloa_san benito;GDJ;Sonora-Sinaloa;div-sonora-sinaloa;Partido de San Benito;[[:conceptos:partido|Partido]] de San Benito;False
2245;GDJ;PTGDSSMA;Comandancia;Mazatlan;Mazatlan;1741;ca;1791;exact;;;;;False;;Com.;Com.;mazatlan_partido_gdj;conceptos:jurisdiccion_militar;GDSSMAPT;gdj_sonora-sinaloa_mazatlan;GDJ;Sonora-Sinaloa;div-sonora-sinaloa;Comandancia de Mazatlan;[[:conceptos:jurisdiccion_militar|Comandancia]] de Mazatlan;False
2249;GDJ;JUGDSSOS;Alcaldia Mayor;Ostimuri;Ostimuri;1676;exact;1786;not_before;;;;;False;;AM;AM;ostimuri_jurisdiccion_gdj;conceptos:alcaldia_mayor;GDSSOSJU;gdj_sonora-sinaloa_ostimuri;GDJ;Sonora-Sinaloa;div-sonora-sinaloa;Alcaldia Mayor de Ostimuri;[[:conceptos:alcaldia_mayor|Alcaldia Mayor]] de Ostimuri;False
2250;GDJ;JUGDSSOS;Subdelegacion;Ostimuri;Ostimuri;1787;not_before;1808;hgis;1787;;;;False;;Sd.;Sd.;ostimuri_jurisdiccion_gdj;conceptos:subdelegacion;GDSSOSJU;gdj_sonora-sinaloa_ostimuri;GDJ;Sonora-Sinaloa;div-sonora-sinaloa;Subdelegacion de Ostimuri;[[:conceptos:subdelegacion|Subdelegacion]] de Ostimuri;False
2255;GDJ;JUGDSSSO;Alcaldia Mayor;Sonora;Sonora;1641;exact;1786;not_before;;;;;False;;AM;AM;sonora_jurisdiccion_gdj;conceptos:alcaldia_mayor;GDSSSOJU;gdj_sonora-sinaloa_sonora;GDJ;Sonora-Sinaloa;div-sonora-sinaloa;Alcaldia Mayor de Sonora;[[:conceptos:alcaldia_mayor|Alcaldia Mayor]] de Sonora;False
2256;GDJ;JUGDSSSO;Subdelegacion;Sonora;Sonora;1787;not_before;1808;hgis;1787;;;;False;;Sd.;Sd.;sonora_jurisdiccion_gdj;conceptos:subdelegacion;GDSSSOJU;gdj_sonora-sinaloa_sonora;GDJ;Sonora-Sinaloa;div-sonora-sinaloa;Subdelegacion de Sonora;[[:conceptos:subdelegacion|Subdelegacion]] de Sonora;False
2258;GDJ;PRGDSS00;Gobernacion-Intendencia;Arizpe;Arizpe;1779;exact;1808;hgis;;;;;False;;G;Int.;sinaloa y sonora_provincia_gdj;conceptos:intendencia;GDSS00PR;gdj_provincia_sinaloa y sonora;GDJ;Provincia;gerhard-north;Gobernacion-Intendencia de Arizpe;[[:conceptos:intendencia|Gobernacion-Intendencia]] de Arizpe;False
2261;GDJ;PRGDSS00;Gobernacion;Sinaloa y Sonora;Sinaloa y Sonora;1733;exact;1769;exact;;;;;False;;G;Gob.;sinaloa y sonora_provincia_gdj;conceptos:gobernacion;GDSS00PR;gdj_provincia_sinaloa y sonora;GDJ;Provincia;gerhard-north;Gobernacion de Sinaloa y Sonora;[[:conceptos:gobernacion|Gobernacion]] de Sinaloa y Sonora;False
2262;GDJ;PTGDSSSO;Misiones;Opateria;Opateria;1701;hgis;1774;not_before;;;;;False;;Part.;Part.;opateria_partido_gdj;conceptos:misiones;GDSSSOPT;gdj_sonora-sinaloa_opateria;GDJ;Sonora-Sinaloa;s.d.;Misiones de Opateria;[[:conceptos:misiones|Misiones]] de Opateria;False
2263;GDJ;PTGDSSSO;Partido;Arizpe;Arizpe;1775;not_before;1786;not_before;1775;;;;False;;Part.;Part.;opateria_partido_gdj;conceptos:partido;GDSSSOPT;gdj_sonora-sinaloa_opateria;GDJ;Sonora-Sinaloa;div-sonora-sinaloa;Partido de Arizpe;[[:conceptos:partido|Partido]] de Arizpe;False
2264;GDJ;PTGDSSSO;Subdelegacion;Arizpe;Arizpe;1787;not_before;1808;hgis;1787;;;;False;;Part.;Part.;opateria_partido_gdj;conceptos:subdelegacion;GDSSSOPT;gdj_sonora-sinaloa_opateria;GDJ;Sonora-Sinaloa;div-sonora-sinaloa;Subdelegacion de Arizpe;[[:conceptos:subdelegacion|Subdelegacion]] de Arizpe;False
2266;GDJ;JUGDSSAL;Subdelegacion;Alamos;Alamos;1787;not_before;1808;hgis;1787;;;;False;;Sd.;Sd.;alamos_jurisdiccion_gdj;conceptos:subdelegacion;GDSSALJU;gdj_sonora-sinaloa_alamos;GDJ;Sonora-Sinaloa;div-sonora-sinaloa;Subdelegacion de Alamos;[[:conceptos:subdelegacion|Subdelegacion]] de Alamos;False
2270;NES;PTNECLCL;Partido;Colotlan;Colotlan;1111;start;1808;hgis;;;;;False;PRNECL00;Jur.;Jur.;colotlan_partido_nes;conceptos:cabecera;NECLCLPT;nes_nayarit_colotlan;NES;Nayarit;gutierrez-colotlan;Partido cabecera de Colotlan;[[:conceptos:cabecera|Partido cabecera]] de Colotlan;True
2271;GDJ;FRANXXXX;Fronteras;Anian;Anian;1111;start;1808;hgis;;;;;False;;Fr.;Fr.;anian_fronteras_gdj;conceptos:fronteras;ANXXXXFR;gdj_fronteras_anian;GDJ;Fronteras;s.d.;Fronteras de Anian;[[:conceptos:fronteras|Fronteras]] de Anian;False
2272;GDJ;JUGDNMAL;Alcaldia Mayor;Albuquerque;Albuquerque;1706;exact;1808;hgis;;;;;False;;AM;AM;alburquerque_jurisdiccion_gdj;conceptos:alcaldia_mayor;GDNMALJU;gdj_nuevo mexico_alburquerque;GDJ;Nuevo Mexico;div-nuevo-mexico;Alcaldia Mayor de Albuquerque;[[:conceptos:alcaldia_mayor|Alcaldia Mayor]] de Albuquerque;False
2275;GDJ;JUGDSSCI;Subdelegacion;Cieneguilla;Cieneguilla;1787;not_before;1808;hgis;1787;;;;False;;Sd.;Sd.;cieneguilla_jurisdiccion_gdj;conceptos:subdelegacion;GDSSCIJU;gdj_sonora-sinaloa_cieneguilla;GDJ;Sonora-Sinaloa;div-sonora-sinaloa;Subdelegacion de Cieneguilla;[[:conceptos:subdelegacion|Subdelegacion]] de Cieneguilla;False
2277;QUI;FRQUPOCO;Fronteras;Cofanes;Pais de la Canela;1111;start;1808;hgis;;;;;False;;Fr.;Fr.;cofanes_fronteras_qui;conceptos:fronteras;QUPOCOFR;qui_fronteras_cofanes;QUI;Fronteras;velasco;Fronteras de Cofanes;[[:conceptos:fronteras|Fronteras]] de Cofanes;False
2278;GDJ;FRGDTXCO;Fronteras;Comancheria;Quivira;1111;start;1808;hgis;;;;;False;;Fr.;Fr.;cumanches_fronteras_gdj;conceptos:fronteras;GDTXCOFR;gdj_fronteras_cumanches;GDJ;Fronteras;s.d.;Fronteras de Comancheria;[[:conceptos:fronteras|Fronteras]] de Comancheria;False
2279;XXX;FREDXXXX;Fronteras;El Dorado;El Dorado;1111;start;1808;hgis;;;;;False;;Fr.;Fr.;el dorado_fronteras_xxx;conceptos:fronteras;EDXXXXFR;xxx_fronteras_el dorado;XXX;Fronteras;MP-PERU_123;Fronteras de El Dorado;[[:conceptos:fronteras|Fronteras]] de El Dorado;False
2281;PER;FRPAXXXX;Fronteras;Paititi;Paititi;1111;start;1808;hgis;;;;;False;;Fr.;Fr.;paititi_fronteras_per;conceptos:fronteras;PAXXXXFR;per_fronteras_paititi;PER;Fronteras;s.d.;Fronteras de Paititi;[[:conceptos:fronteras|Fronteras]] de Paititi;False
2282;GDJ;FRANSSPA;Fronteras;Papageria;Cibola;1111;start;1808;hgis;;;;;False;;Fr.;Fr.;papageria_fronteras_gdj;conceptos:fronteras;ANSSPAFR;gdj_fronteras_papageria;GDJ;Fronteras;mapa-lafora;Fronteras de Papageria;[[:conceptos:fronteras|Fronteras]] de Papageria;False
2283;GDJ;FRCIGIXX;Fronteras;Gila;Cibola;1111;start;1808;hgis;;;;;False;;Fr.;Fr.;gila_fronteras_gdj;conceptos:fronteras;CIGIXXFR;gdj_fronteras_gila;GDJ;Fronteras;mapa-urrutia-nm;Fronteras de Gila;[[:conceptos:fronteras|Fronteras]] de Gila;False
2284;GDJ;FRCIMOXX;Fronteras;Moqui;Cibola;1111;start;1808;hgis;;;;;False;;Fr.;Fr.;moqui_fronteras_gdj;conceptos:fronteras;CIMOXXFR;gdj_fronteras_moqui;GDJ;Fronteras;mapa-menchero-nm;Fronteras de Moqui;[[:conceptos:fronteras|Fronteras]] de Moqui;False
2286;GDJ;FRQVNMNT;Fronteras;Natage;Cibola;1111;start;1808;hgis;;;;;False;;Fr.;Fr.;apacheria natage_fronteras_gdj;conceptos:fronteras;QVNMNTFR;gdj_fronteras_apacheria natage;GDJ;Fronteras;mapa-lafora;Fronteras de Natage;[[:conceptos:fronteras|Fronteras]] de Natage;False
2287;GDJ;FRCINAXX;Fronteras;Navajos;Cibola;1111;start;1808;hgis;;;;;False;;Fr.;Fr.;navajos_fronteras_gdj;conceptos:fronteras;CINAXXFR;gdj_fronteras_navajos;GDJ;Fronteras;mapa-urrutia-nm;Fronteras de Navajos;[[:conceptos:fronteras|Fronteras]] de Navajos;False
2288;GDJ;FRCIYUXX;Fronteras;Yutas;Cibola;1111;start;1808;hgis;;;;;False;;Fr.;Fr.;yutas_fronteras_gdj;conceptos:fronteras;CIYUXXFR;gdj_fronteras_yutas;GDJ;Fronteras;s.d.;Fronteras de Yutas;[[:conceptos:fronteras|Fronteras]] de Yutas;False
2289;GDJ;FRQVXXXX;Fronteras;Quivira;Quivira;1111;start;1808;hgis;;;;;False;;Fr.;Fr.;quivira_fronteras_gdj;conceptos:fronteras;QVXXXXFR;gdj_fronteras_quivira;GDJ;Fronteras;s.d.;Fronteras de Quivira;[[:conceptos:fronteras|Fronteras]] de Quivira;False
2294;GUA;PTGUTGOJ;Partido;Ojojona;Ojojona;1743;not_after;1808;hgis;;1743;;;False;;Part.;Part.;ojojona_partido_gua;conceptos:partido;GUTGOJPT;gua_tegucigalpa_ojojona;GUA;Tegucigalpa;;Partido de Ojojona;[[:conceptos:partido|Partido]] de Ojojona;False
2295;GUA;PTGUTGGU;Partido;Guascoran;Guascoran;1743;not_after;1808;hgis;;1743;;;False;;Part.;Part.;guascoran_partido_gua;conceptos:partido;GUTGGUPT;gua_tegucigalpa_guascoran;GUA;Tegucigalpa;;Partido de Guascoran;[[:conceptos:partido|Partido]] de Guascoran;False
2297;GUA;PTGUTGOR;Partido;Orica;Orica;1743;not_after;1788;arbitrary;;1743;;;False;;Part.;Part.;orica_partido_gua;conceptos:partido;GUTGORPT;gua_tegucigalpa_orica;GUA;Tegucigalpa;;Partido de Orica;[[:conceptos:partido|Partido]] de Orica;False
2304;GDJ;JUGDNMGA;Alcaldia Mayor*;Galisteo;Galisteo;1705;not_before;1781;not_after;1705;;;;False;;AM;AM;galisteo_jurisdiccion_gdj;conceptos:alcaldia_mayor;GDNMGAJU;gdj_nuevo mexico_galisteo;GDJ;Nuevo Mexico;div-nuevo-mexico;Alcaldia Mayor* de Galisteo;[[:conceptos:alcaldia_mayor|Alcaldia Mayor*]] de Galisteo;False
2305;GDJ;JUGDDUBS;Alcaldia Mayor*;Basis;Basis;1763;exact;1788;not_after;;;;;False;;AM;AM;basis_jurisdiccion_gdj;conceptos:alcaldia_mayor;GDDUBSJU;gdj_durango_basis;GDJ;Durango;div-nueva-vizcaya;Alcaldia Mayor* de Basis;[[:conceptos:alcaldia_mayor|Alcaldia Mayor*]] de Basis;False
2306;GDJ;JUGDSSEF;Subdelegacion;El Fuerte;El Fuerte;1787;not_before;1808;hgis;1787;;;;False;;Sd.;Sd.;el fuerte_jurisdiccion_gdj;conceptos:subdelegacion;GDSSEFJU;gdj_sonora-sinaloa_el fuerte;GDJ;Sonora-Sinaloa;div-sonora-sinaloa;Subdelegacion de El Fuerte;[[:conceptos:subdelegacion|Subdelegacion]] de El Fuerte;False
2307;GDJ;FRQVBMXX;Fronteras;Bolson de Mapimi;Cibola;1111;start;1808;hgis;;;;;False;;Fr.;Fr.;bolson de mapimi_fronteras_gdj;conceptos:fronteras;QVBMXXFR;gdj_fronteras_bolson de mapimi;GDJ;Fronteras;mapa-humboldt;Fronteras de Bolson de Mapimi;[[:conceptos:fronteras|Fronteras]] de Bolson de Mapimi;False
2308;GDJ;PTGDDUAT;Misiones;Alta Tarahumara;Alta Tarahumara;1111;start;1808;hgis;;;;;False;;Part.;Part.;alta tarahumara_misiones_gdj;conceptos:partido;GDDUATPT;gdj_durango_alta tarahumara;GDJ;Durango;s.d.;Misiones de Alta Tarahumara;[[:conceptos:partido|Misiones]] de Alta Tarahumara;False
2329;GDJ;PTGDDUPJ;Presidio;Junta;Junta de los Rios;1759;exact;1765;exact;;;;;False;;Com.;Com.;junta de los rios_partido_gdj;conceptos:jurisdiccion_militar;GDDUPJPT;gdj_durango_junta de los rios;GDJ;Durango;div-presidio;Presidio de Junta;[[:conceptos:jurisdiccion_militar|Presidio]] de Junta;False
2332;GDJ;PTGDDUPS;Partido;Parras;Parras;1700;ca;1808;hgis;;;;;False;;Part.;Part.;parras_partido_gdj;conceptos:partido;GDDUPSPT;gdj_durango_parras;GDJ;Durango;div-nueva-vizcaya;Partido de Parras;[[:conceptos:partido|Partido]] de Parras;False
2336;GDJ;PTGDDUSO;Jurisdiccion;Saltillo;Saltillo;1700;ca;1808;hgis;;;;;False;;Part.;Part.;saltillo_partido_gdj;conceptos:jurisdiccion;GDDUSOPT;gdj_durango_saltillo;GDJ;Durango;div-nueva-vizcaya;Jurisdiccion de Saltillo;[[:conceptos:jurisdiccion|Jurisdiccion]] de Saltillo;False
2338;GDJ;PTGDDUCN;Misiones;Chinipas;Chinipas;1701;hgis;1808;hgis;;;;;False;;Part.;Part.;chinipas y nabogame_partido_gdj;conceptos:partido;GDDUCNPT;gdj_durango_chinipas y nabogame;GDJ;Durango;s.d.;Misiones de Chinipas;[[:conceptos:partido|Misiones]] de Chinipas;False
2340;GDJ;PMGDDUBO;Partido;Borja y Cuevas;Borja y Cuevas;1111;start;1808;hgis;;;;;False;;Part.;Part.;borja y cuevas_partido_gdj;conceptos:partido;GDDUBOPM;gdj_durango_borja y cuevas;GDJ;Durango;div-coahuila;Partido de Borja y Cuevas;[[:conceptos:partido|Partido]] de Borja y Cuevas;False
2342;GDJ;JUGDDUTL;Partido;Tlaxcaltecas;Comunidades Tlaxcaltecas;1111;start;1808;hgis;;;;;False;;Part.;Part.;comunidades tlaxcaltecas_partido_gdj;conceptos:partido;GDDUTLJU;gdj_durango_comunidades tlaxcaltecas;GDJ;Durango;gerhard-north;Partido de Tlaxcaltecas;[[:conceptos:partido|Partido]] de Tlaxcaltecas;False
2344;GDJ;PRNECL00;Gobernacion Politico-Militar;Antigua California;Antigua California;1804;exact;1808;hgis;;;;;False;;G;Gob.;california_provincia_gdj;conceptos:gobernacion;NECL00PR;gdj_provincia_california;GDJ;Provincia;gerhard-north;Gobernacion Politico-Militar de Antigua California;[[:conceptos:gobernacion|Gobernacion Politico-Militar]] de Antigua California;False
2345;GDJ;JUGDDUSG;Subdelegacion;San Geronimo;San Geronimo;1793;exact;1808;hgis;;;;;False;;Sd.;Sd.;san geronimo_jurisdiccion_gdj;conceptos:subdelegacion;GDDUSGJU;gdj_durango_san geronimo;GDJ;Durango;div-nueva-vizcaya;Subdelegacion de San Geronimo;[[:conceptos:subdelegacion|Subdelegacion]] de San Geronimo;False
2348;NGR;JUNGNETI;Jurisdiccion;Timana;Timana;1539;exact;1808;hgis;;;;;False;;Jur.;Jur.;timana_jurisdiccion_ngr;conceptos:jurisdiccion;NGNETIJU;ngr_neiva_timana;NGR;Neiva;;Jurisdiccion de Timana;[[:conceptos:jurisdiccion|Jurisdiccion]] de Timana;False
2349;NGR;MINGPOAN;Misiones;Andaquies;Andaquies;1720;ca;1771;ca;;;;;False;;Mis.;Mis.;andaquies_misiones_ngr;conceptos:misiones;NGPOANMI;ngr_popayan_andaquies;NGR;Popayan;;Misiones de Andaquies;[[:conceptos:misiones|Misiones]] de Andaquies;False
2351;NGR;JUNGNEAN;Corregimiento;Andaquies;Andaquies;1772;not_after;1808;hgis;;1772;;;False;;C;C;andaquies_jurisdiccion_ngr;conceptos:corregimiento;NGNEANJU;ngr_neiva_andaquies;NGR;Neiva;;Corregimiento de Andaquies;[[:conceptos:corregimiento|Corregimiento]] de Andaquies;False
2352;NGR;JUNGNELP;Jurisdiccion;La Plata;La Plata;1551;exact;1808;hgis;;;;;False;;Jur.;Jur.;la plata_jurisdiccion_ngr;conceptos:jurisdiccion;NGNELPJU;ngr_neiva_la plata;NGR;Neiva;;Jurisdiccion de La Plata;[[:conceptos:jurisdiccion|Jurisdiccion]] de La Plata;False
2354;QUI;JUNGNEPZ;Corregimiento;Paez;Paez;1754;not_after;1796;not_after;;1754;;;True;PRNGNE00;C;Part.;paez_jurisdiccion_ngr;conceptos:agregado;NGNEPZJU;qui_neiva_paez;QUI;Neiva;;Corregimiento agregado de Paez;[[:conceptos:agregado|Corregimiento agregado]] de Paez;False
2356;NGR;JUNGNENE;Jurisdiccion;Neiva;Neiva;1612;exact;1808;hgis;;;;;False;PRNGNE00;Jur.;Jur.;neiva_jurisdiccion_ngr;conceptos:cabecera;NGNENEJU;ngr_neiva_neiva;NGR;Neiva;;Jurisdiccion cabecera de Neiva;[[:conceptos:cabecera|Jurisdiccion cabecera]] de Neiva;True
2357;NGR;JUNGNEPU;Tenencia de gobierno;Purificacion;Purificacion;1664;exact;1808;hgis;;;;;False;;Ten.;Jur.;purificacion_jurisdiccion_ngr;conceptos:jurisdiccion;NGNEPUJU;ngr_neiva_purificacion;NGR;Neiva;;Tenencia de gobierno de Purificacion;[[:conceptos:jurisdiccion|Tenencia de gobierno]] de Purificacion;False
2359;NGR;JUNGNECO;Corregimiento;Coyaima y Natagaima;Coyaima y Natagaima;1700;not_after;1808;hgis;;;;;False;;C;C;coyaimas y natagaima_jurisdiccion_ngr;conceptos:corregimiento;NGNECOJU;ngr_neiva_coyaimas y natagaima;NGR;Neiva;;Corregimiento de Coyaima y Natagaima;[[:conceptos:corregimiento|Corregimiento]] de Coyaima y Natagaima;False
2361;NGR;PRNGMA00;Corregimiento;Mariquita;Tocaima, Ibague y Mariquita;1550;exact;1754;not_after;;;;;False;;C;C;mariquita_provincia_ngr;conceptos:corregimiento;NGMA00PR;ngr_provincia_mariquita;NGR;Provincia;;Corregimiento de Mariquita;[[:conceptos:corregimiento|Corregimiento]] de Mariquita;False
2362;NGR;PRNGMA00;Gobernacion;Mariquita;Mariquita;1790;not_after;1797;exact;;1790;;;False;;G;Gob.;mariquita_provincia_ngr;conceptos:gobernacion;NGMA00PR;ngr_provincia_mariquita;NGR;Provincia;;Gobernacion de Mariquita;[[:conceptos:gobernacion|Gobernacion]] de Mariquita;False
2364;NGR;JUNGMAIB;Jurisdiccion;Ibague;Ibague;1606;exact;1808;hgis;;;;;False;;Ten.;Jur.;ibague_jurisdiccion_ngr;conceptos:jurisdiccion;NGMAIBJU;ngr_mariquita_ibague;NGR;Mariquita;;Jurisdiccion de Ibague;[[:conceptos:jurisdiccion|Jurisdiccion]] de Ibague;False
2366;NGR;JUNGMAHO;Jurisdiccion;Honda;Honda;1643;exact;1808;hgis;;;;;False;;Jur.;Jur.;honda_jurisdiccion_ngr;conceptos:jurisdiccion;NGMAHOJU;ngr_mariquita_honda;NGR;Mariquita;;Jurisdiccion de Honda;[[:conceptos:jurisdiccion|Jurisdiccion]] de Honda;False
2370;NGR;JUNGMALP;Corregimiento;La Palma;La Palma;1559;not_after;1574;exact;;;;;False;;Jur.;Jur.;la palma_jurisdiccion_ngr;conceptos:corregimiento;NGMALPJU;ngr_mariquita_la palma;NGR;Mariquita;;Corregimiento de La Palma;[[:conceptos:corregimiento|Corregimiento]] de La Palma;False
2371;NGR;PRNGMA00;Corregimiento;Mariquita;Mariquita;1798;exact;1808;hgis;;;;;False;;C;C;mariquita_provincia_ngr;conceptos:corregimiento;NGMA00PR;ngr_provincia_mariquita;NGR;Provincia;;Corregimiento de Mariquita;[[:conceptos:corregimiento|Corregimiento]] de Mariquita;False
2373;NGR;JUNGMAMA;Jurisdiccion;Mariquita;Mariquita;1551;exact;1808;hgis;;;;;False;PRNGMA00;Jur.;Jur.;mariquita_jurisdiccion_ngr;conceptos:cabecera;NGMAMAJU;ngr_mariquita_mariquita;NGR;Mariquita;;Jurisdiccion cabecera de Mariquita;[[:conceptos:cabecera|Jurisdiccion cabecera]] de Mariquita;True
2374;NGR;JUNGANRE;Jurisdiccion;Remedios;Remedios;1560;exact;1788;not_after;;;;;False;;Jur.;Jur.;remedios_jurisdiccion_ngr;conceptos:jurisdiccion;NGANREJU;ngr_antioquia_remedios;NGR;Antioquia;;Jurisdiccion de Remedios;[[:conceptos:jurisdiccion|Jurisdiccion]] de Remedios;False
2376;NGR;PTNGANYO;Capitania a Guerra;Yolombo;Yolombo y Cancan;1773;exact;1808;hgis;;;;;False;;CaG;Part.;yolombo y cancan_partido_ngr;conceptos:capitania_a_guerra;NGANYOPT;ngr_antioquia_yolombo y cancan;NGR;Antioquia;;Capitania a Guerra de Yolombo;[[:conceptos:capitania_a_guerra|Capitania a Guerra]] de Yolombo;False
2378;NGR;JUNGMAPA;Corregimiento;Los Panches;Los Panches;1593;arbitrary;1808;hgis;;1628;;;False;;C;C;panches_jurisdiccion_ngr;conceptos:corregimiento;NGMAPAJU;ngr_mariquita_panches;NGR;Mariquita;;Corregimiento de Los Panches;[[:conceptos:corregimiento|Corregimiento]] de Los Panches;False
2379;NES;PRNEPU00;Gobernacion;Puebla;Puebla;1755;exact;1786;exact;;;;;False;;G;Gob.;puebla_provincia_nes;conceptos:gobernacion;NEPU00PR;nes_provincia_puebla;NES;Provincia;gerhardNE;Gobernacion de Puebla;[[:conceptos:gobernacion|Gobernacion]] de Puebla;False
2380;NES;PRNEVC00;Gobernacion;Veracruz;Veracruz;1731;exact;1786;exact;;;;;False;;G;Gob.;veracruz_provincia_nes;conceptos:gobernacion;NEVC00PR;nes_provincia_veracruz;NES;Provincia;gerhardNE;Gobernacion de Veracruz;[[:conceptos:gobernacion|Gobernacion]] de Veracruz;False
2381;GDJ;FRCIXXXX;Fronteras;Cibola;Cibola;1111;start;1808;hgis;;;;;False;;Fr.;Fr.;cibola_fronteras_gdj;conceptos:fronteras;CIXXXXFR;gdj_fronteras_cibola;GDJ;Fronteras;s.d.;Fronteras de Cibola;[[:conceptos:fronteras|Fronteras]] de Cibola;False
2391;QUI;PTQUPOPZ;Partido;Paez;Paez;1701;hgis;1808;hgis;;;;;False;;Part.;Part.;paez_partido_qui;conceptos:partido;QUPOPZPT;qui_popayan_paez;QUI;Popayan;;Partido de Paez;[[:conceptos:partido|Partido]] de Paez;False
2396;NGR;JUNGSFUB;Tenencia de corregimiento;Ubate;Ubate;1705;not_after;1808;hgis;;1705;;;False;;Ten.;Part.;ubate_jurisdiccion_ngr;conceptos:partido;NGSFUBJU;ngr_santa fe_ubate;NGR;Santa Fe;;Tenencia de corregimiento de Ubate;[[:conceptos:partido|Tenencia de corregimiento]] de Ubate;False
2397;NGR;JUNGPPSE;Corregimiento;Servita;Servita;1706;not_after;1808;hgis;;;;;False;;C;C;servita_partido_ngr;conceptos:corregimiento;NGPPSEJU;ngr_pamplona_servita;NGR;Pamplona;;Corregimiento de Servita;[[:conceptos:corregimiento|Corregimiento]] de Servita;False
2398;NGR;JUNGCHCI;Provincia;Citara;Citara;1575;exact;1686;exact;;;;;False;;Prov.;Prov.;citara_jurisdiccion_ngr;conceptos:agregado;NGCHCIJU;ngr_choco_citara;NGR;Choco;;Provincia de Citara;[[:conceptos:agregado|Provincia]] de Citara;False
2399;NGR;JUNGMATO;Jurisdiccion;Tocaima;Tocaima;1544;exact;1794;ca;;;;;False;;Ten.;Jur.;tocaima_jurisdiccion_ngr;conceptos:jurisdiccion;NGMATOJU;ngr_mariquita_tocaima;NGR;Mariquita;;Jurisdiccion de Tocaima;[[:conceptos:jurisdiccion|Jurisdiccion]] de Tocaima;False
2400;NES;PTNEGJIR;Partido;Irapuato;Irapuato;1787;not_after;1808;hgis;;1787;;;False;;Part.;Part.;irapuato_partido_nes;conceptos:partido;NEGJIRPT;nes_guanajuato_irapuato;NES;Guanajuato;div-nueva-espana;Partido de Irapuato;[[:conceptos:partido|Partido]] de Irapuato;False
2401;NES;PTNEGJSA;Jurisdiccion;Salamanca;Salamanca;1787;not_after;1808;hgis;;1787;;;False;;Jur.;Jur.;salamanca_partido_nes;conceptos:jurisdiccion;NEGJSAPT;nes_guanajuato_salamanca;NES;Guanajuato;div-nueva-espana;Jurisdiccion de Salamanca;[[:conceptos:jurisdiccion|Jurisdiccion]] de Salamanca;False
2402;NES;PTNEGJAC;Partido;Acambaro;Acambaro;1787;not_before;1808;hgis;1787;;;;False;;Part.;Part.;acambaro_partido_nes;conceptos:partido;NEGJACPT;nes_guanajuato_acambaro;NES;Guanajuato;div-nueva-espana;Partido de Acambaro;[[:conceptos:partido|Partido]] de Acambaro;False
2403;NES;PTNEGJST;Jurisdiccion;Salvatierra;Salvatierra;1657;exact;1808;hgis;;1787;;;False;;Jur.;Jur.;salvatierra_partido_nes;conceptos:jurisdiccion;NEGJSTPT;nes_guanajuato_salvatierra;NES;Guanajuato;div-nueva-espana;Jurisdiccion de Salvatierra;[[:conceptos:jurisdiccion|Jurisdiccion]] de Salvatierra;False
2404;NGR;JMNGANSB;Capitania a Guerra;San Bartolome;San Bartolome;1789;not_after;1808;hgis;;1789;;;False;;CaG;Part.;san bartolome_partido_ngr;conceptos:capitania_a_guerra;NGANSBJM;ngr_antioquia_san bartolome;NGR;Antioquia;;Capitania a Guerra de San Bartolome;[[:conceptos:capitania_a_guerra|Capitania a Guerra]] de San Bartolome;False
