fid;REG;Entidad;tipo;Label;Nombre;START;START_ex;END;END_ex;START_nb;START_na;END_nb;END_na;Agregado;Ent_identica;AbrA;AbrB;Wikilink_id;Wikilink_tipo;Entidad_alt;Wikilink;Wikilink2;Provincia_generica;Fuente;Nombre completo;Nombre_completo_wiki;Cabecera
631;CHA;MICCCBYU;Misiones;Yuracarees;Yuracarees;1776;ca;1803;exact;;;;;False;;Mis.;Mis.;yuracarees_misiones_cha;conceptos:misiones;CCCBYUMI;cha_cochabamba_yuracarees;CHA;Cochabamba;;Misiones de Yuracarees;[[:conceptos:misiones|Misiones]] de Yuracarees;False
632;CHA;MICCCBYU;Misiones;Yuracarees;Yuracarees;1806;exact;1808;hgis;;;;;False;;Mis.;Mis.;yuracarees_misiones_cha;conceptos:misiones;CCCBYUMI;cha_cochabamba_yuracarees;CHA;Cochabamba;;Misiones de Yuracarees;[[:conceptos:misiones|Misiones]] de Yuracarees;False
635;NGR;JMNGCHBA;Fronteras;Baudo;Chocoanes;1111;start;1775;not_after;;;;;False;;Fr.;Fr.;baudo_jurisdiccion_ngr;conceptos:fronteras;NGCHBAJM;ngr_choco_baudo;NGR;Choco;s.d.;Fronteras de Baudo;[[:conceptos:fronteras|Fronteras]] de Baudo;False
638;RPL;FRRPCHXX;Fronteras;Gran Chaco;Gran Chaco;1111;start;1808;hgis;;;;;False;;Fr.;Fr.;gran chaco_fronteras_rpl;conceptos:fronteras;RPCHXXFR;rpl_fronteras_gran chaco;RPL;Fronteras;mp-ba_136;Fronteras de Gran Chaco;[[:conceptos:fronteras|Fronteras]] de Gran Chaco;False
639;XXX;FRCEXXXX;Fronteras;Tierra magallanica;Ciudad de los Cesares;1111;start;1808;hgis;;;;;False;;Fr.;Fr.;ciudad de los cesares_fronteras_xxx;conceptos:fronteras;CEXXXXFR;xxx_fronteras_ciudad de los cesares;XXX;Fronteras;s.d.;Fronteras de Tierra magallanica;[[:conceptos:fronteras|Fronteras]] de Tierra magallanica;False
640;GUA;PTGUCHCR;Jurisdiccion;Ciudad Real;Ciudad Real;1701;hgis;1785;exact;;;;;False;JUGUCHCR;Part.;Part.;ciudad real_partido_gua;conceptos:cabecera;GUCHCRPT;gua_chiapas_ciudad real;GUA;Chiapas;;Jurisdiccion cabecera de Ciudad Real;[[:conceptos:cabecera|Jurisdiccion cabecera]] de Ciudad Real;True
642;GUA;PRGUCH00;Gobernacion-Intendencia;Chiapas;Chiapas;1786;exact;1808;hgis;;;;;False;;G;Int.;chiapas_provincia_gua;conceptos:intendencia;GUCH00PR;gua_provincia_chiapas;GUA;Provincia;;Gobernacion-Intendencia de Chiapas;[[:conceptos:intendencia|Gobernacion-Intendencia]] de Chiapas;False
644;GUA;JUGUCHSO;Gobernacion;Soconusco;Soconusco;1526;exact;1785;exact;;;;;False;;G;Gob.;soconusco_jurisdiccion_gua;conceptos:gobernacion;GUCHSOJU;gua_chiapas_soconusco;GUA;Chiapas;;Gobernacion de Soconusco;[[:conceptos:gobernacion|Gobernacion]] de Soconusco;False
645;GUA;JUGUCHTA;Subdelegacion;Tapachula;Tapachula;1786;not_after;1808;hgis;;1786;;;False;;Sd.;Sd.;tapachula_jurisdiccion_gua;conceptos:subdelegacion;GUCHTAJU;gua_chiapas_tapachula;GUA;Chiapas;;Subdelegacion de Tapachula;[[:conceptos:subdelegacion|Subdelegacion]] de Tapachula;False
646;GUA;JUGUCHTO;Subdelegacion;Tonala;Tonala;1786;exact;1808;hgis;;;;;False;;Sd.;Sd.;tonala_jurisdiccion_gua;conceptos:subdelegacion;GUCHTOJU;gua_chiapas_tonala;GUA;Chiapas;;Subdelegacion de Tonala;[[:conceptos:subdelegacion|Subdelegacion]] de Tonala;False
647;GUA;JUGUCHTU;Alcaldia Mayor;Tuxtla;Tuxtla;1769;exact;1785;exact;;;;;False;;AM;AM;tuxtla_jurisdiccion_gua;conceptos:alcaldia_mayor;GUCHTUJU;gua_chiapas_tuxtla;GUA;Chiapas;;Alcaldia Mayor de Tuxtla;[[:conceptos:alcaldia_mayor|Alcaldia Mayor]] de Tuxtla;False
648;GUA;JUGUCHTU;Subdelegacion;Tuxtla;Tuxtla;1786;exact;1808;hgis;;;;;False;;Sd.;Sd.;tuxtla_jurisdiccion_gua;conceptos:subdelegacion;GUCHTUJU;gua_chiapas_tuxtla;GUA;Chiapas;;Subdelegacion de Tuxtla;[[:conceptos:subdelegacion|Subdelegacion]] de Tuxtla;False
649;GUA;PTGUCHZO;Partido;Zoques;Zoques;1701;hgis;1785;exact;;;;;False;;Part.;Part.;zoques_partido_gua;conceptos:partido;GUCHZOPT;gua_chiapas_zoques;GUA;Chiapas;;Partido de Zoques;[[:conceptos:partido|Partido]] de Zoques;False
654;GUA;JUGUCHCO;Subdelegacion;Comitan;Comitan;1786;exact;1808;hgis;;;;;False;;Sd.;Sd.;comitan_jurisdiccion_gua;conceptos:subdelegacion;GUCHCOJU;gua_chiapas_comitan;GUA;Chiapas;;Subdelegacion de Comitan;[[:conceptos:subdelegacion|Subdelegacion]] de Comitan;False
655;GUA;JUGUCHHU;Subdelegacion;Guista;Guista;1786;exact;1808;hgis;;;;;False;;Sd.;Sd.;huistan_jurisdiccion_gua;conceptos:subdelegacion;GUCHHUJU;gua_chiapas_huistan;GUA;Chiapas;;Subdelegacion de Guista;[[:conceptos:subdelegacion|Subdelegacion]] de Guista;False
657;GUA;JUGUCHIX;Subdelegacion;Ixtacomitan;Ixtacomitan;1786;exact;1808;hgis;;;;;False;;Sd.;Sd.;ixtacomitan_jurisdiccion_gua;conceptos:subdelegacion;GUCHIXJU;gua_chiapas_ixtacomitan;GUA;Chiapas;;Subdelegacion de Ixtacomitan;[[:conceptos:subdelegacion|Subdelegacion]] de Ixtacomitan;False
658;GUA;JUGUCHOC;Subdelegacion;Ocozingo;Ocozingo;1786;exact;1808;hgis;;;;;False;;Sd.;Sd.;ocozingo_jurisdiccion_gua;conceptos:subdelegacion;GUCHOCJU;gua_chiapas_ocozingo;GUA;Chiapas;;Subdelegacion de Ocozingo;[[:conceptos:subdelegacion|Subdelegacion]] de Ocozingo;False
659;GUA;JUGUCHPA;Subdelegacion;Palenque;Palenque;1786;exact;1808;hgis;;;;;False;;Sd.;Sd.;palenque_jurisdiccion_gua;conceptos:subdelegacion;GUCHPAJU;gua_chiapas_palenque;GUA;Chiapas;;Subdelegacion de Palenque;[[:conceptos:subdelegacion|Subdelegacion]] de Palenque;False
662;GUA;JUGUCHSA;Subdelegacion;San Andres;San Andres;1786;exact;1808;hgis;;;;;False;;Sd.;Sd.;san andres_jurisdiccion_gua;conceptos:subdelegacion;GUCHSAJU;gua_chiapas_san andres;GUA;Chiapas;;Subdelegacion de San Andres;[[:conceptos:subdelegacion|Subdelegacion]] de San Andres;False
664;GUA;JUGUCHSI;Subdelegacion;Simojovel;Simojovel;1786;exact;1808;hgis;;;;;False;;Sd.;Sd.;simojovel_jurisdiccion_gua;conceptos:subdelegacion;GUCHSIJU;gua_chiapas_simojovel;GUA;Chiapas;;Subdelegacion de Simojovel;[[:conceptos:subdelegacion|Subdelegacion]] de Simojovel;False
665;GUA;JUGUCHTI;Subdelegacion;Tila;Tila;1786;exact;1808;hgis;;;;;False;;Sd.;Sd.;tila_jurisdiccion_gua;conceptos:subdelegacion;GUCHTIJU;gua_chiapas_tila;GUA;Chiapas;;Subdelegacion de Tila;[[:conceptos:subdelegacion|Subdelegacion]] de Tila;False
668;PER;FRPAPSXX;Fronteras;Pampa del Sacramento;Paititi;1111;start;1808;hgis;;;;;False;;Fr.;Fr.;pampa del sacramento_fronteras_per;conceptos:fronteras;PAPSXXFR;per_fronteras_pampa del sacramento;PER;Fronteras;MP-PERU_123;Fronteras de Pampa del Sacramento;[[:conceptos:fronteras|Fronteras]] de Pampa del Sacramento;False
669;GUA;JUGUGUQU;Corregimiento;Quetzaltenango;Quetzaltenango;1583;exact;1808;hgis;;;;;False;;C;C;quetzaltenango_jurisdiccion_gua;conceptos:corregimiento;GUGUQUJU;gua_guatemala_quetzaltenango;GUA;Guatemala;;Corregimiento de Quetzaltenango;[[:conceptos:corregimiento|Corregimiento]] de Quetzaltenango;False
